te,sa,da,byt,teDelta
2016-04-11 00:00:01,42.219.158.211,158.128.248.208,70,1
2016-04-11 00:00:02,221.177.81.97,42.219.158.211,69,1
2016-04-11 00:00:03,106.150.228.200,42.219.158.211,71,1
2016-04-11 00:00:04,68.174.30.155,42.219.158.211,70,1
2016-04-11 00:00:05,208.111.89.11,42.219.158.211,70,1
2016-04-11 00:00:06,60.87.98.189,42.219.158.211,69,1
2016-04-11 00:00:07,183.115.182.10,42.219.158.211,69,1
2016-04-11 00:00:08,42.91.47.83,42.219.158.211,69,1
2016-04-11 00:00:09,45.202.195.102,42.219.158.211,69,1
2016-04-11 00:00:10,60.237.148.110,42.219.158.211,70,1
2016-04-11 00:00:11,42.219.158.211,102.185.250.97,69,1
2016-04-11 00:00:12,42.219.158.211,143.72.4.250,70,1
2016-04-11 00:00:13,60.119.56.189,42.219.158.211,70,1
2016-04-11 00:00:14,42.219.158.211,143.72.8.137,69,1
2016-04-11 00:00:15,42.219.158.211,240.55.239.25,68,1
2016-04-11 00:00:16,211.60.12.17,42.219.158.211,65,1
2016-04-11 00:00:17,34.47.246.125,42.219.158.211,66,1
2016-04-11 00:00:18,42.219.158.211,216.61.140.191,64,1
2016-04-11 00:00:19,218.153.241.193,42.219.158.211,62,1
2016-04-11 00:00:20,42.219.158.211,221.181.217.3,62,1
2016-04-11 00:00:21,42.219.158.211,143.72.4.250,63,1
2016-04-11 00:00:22,42.219.158.211,37.151.24.172,62,1
2016-04-11 00:00:23,185.223.217.122,42.219.158.211,61,1
2016-04-11 00:00:24,62.209.255.53,42.219.158.211,61,1
2016-04-11 00:00:25,45.230.67.192,42.219.158.211,63,1
2016-04-11 00:00:26,54.143.54.185,42.219.158.211,62,1
2016-04-11 00:00:27,188.30.0.134,42.219.158.211,64,1
2016-04-11 00:00:28,54.143.54.119,42.219.158.211,62,1
2016-04-11 00:00:29,143.72.8.137,42.219.158.211,63,1
2016-04-11 00:00:30,42.219.158.211,210.132.12.188,61,1
2016-04-11 00:00:31,217.156.57.81,42.219.158.211,60,1
2016-04-11 00:00:32,176.116.194.233,42.219.158.211,97,1
2016-04-11 00:00:33,42.219.158.211,216.35.106.1,95,1
2016-04-11 00:00:34,42.219.158.211,106.150.228.20,545,1
2016-04-11 00:00:35,42.219.158.211,69.124.9.215,307,1
2016-04-11 00:00:36,72.145.30.1,42.219.158.211,20492749,1
2016-04-11 00:00:37,67.198.51.60,42.219.158.211,20879565,1
2016-04-11 00:00:38,113.201.36.88,42.219.158.211,20368378,1
2016-04-11 00:00:39,42.219.158.211,99.176.5.107,20358634,1
2016-04-11 00:00:40,56.153.165.185,42.219.158.211,21182347,1
2016-04-11 00:00:41,42.219.158.211,158.35.25.202,20788027,1
2016-04-11 00:00:42,102.216.44.86,42.219.158.211,21280090,1
2016-04-11 00:00:43,170.131.64.174,42.219.158.211,20748655,1
2016-04-11 00:00:44,42.219.158.211,210.67.114.156,20757798,1
2016-04-11 00:00:45,66.82.28.84,42.219.158.211,20415143,1
2016-04-11 00:00:46,126.18.11.176,42.219.158.211,20634534,1
2016-04-11 00:00:47,57.67.1.33,42.219.158.211,20986995,1
2016-04-11 00:00:48,42.219.158.211,246.171.20.184,21016393,1
2016-04-11 00:00:49,225.125.126.107,42.219.158.211,20859487,1
2016-04-11 00:00:50,106.150.228.142,42.219.158.211,21311604,1
2016-04-11 00:00:51,100.8.187.133,42.219.158.211,20327516,1
2016-04-11 00:00:52,42.219.158.211,194.233.64.42,20405660,1
2016-04-11 00:00:53,42.219.158.211,53.201.134.192,20740594,1
2016-04-11 00:00:54,223.115.147.103,42.219.158.211,20662077,1
2016-04-11 00:00:55,143.72.8.137,42.219.158.211,20842145,1
2016-04-11 00:00:56,197.34.213.233,42.219.158.211,21290905,1
2016-04-11 00:00:57,143.72.8.137,42.219.158.211,21173575,1
2016-04-11 00:00:58,127.193.35.56,42.219.158.211,20295842,1
2016-04-11 00:00:59,67.208.91.182,42.219.158.211,20262871,1
2016-04-11 00:01:00,175.177.229.79,42.219.158.211,21090763,1
2016-04-11 00:01:01,240.27.16.76,42.219.158.211,20358299,1
2016-04-11 00:01:02,64.230.31.82,42.219.158.211,20508994,1
2016-04-11 00:01:03,42.219.158.211,143.72.8.137,20382448,1
2016-04-11 00:01:04,188.31.65.58,42.219.158.211,20711972,1
2016-04-11 00:01:05,36.227.192.12,42.219.158.211,20815337,1
2016-04-11 00:01:06,196.176.228.2,42.219.158.211,21256150,1
2016-04-11 00:01:07,42.219.158.211,102.216.44.67,20552841,1
2016-04-11 00:01:08,202.27.96.203,42.219.158.211,21187950,1
