te,sa,da,byt,teDelta
2016-04-11 00:00:01,42.219.153.9,194.233.64.205,1533,1
2016-04-11 00:00:02,91.71.126.213,42.219.153.9,34313,1
2016-04-11 00:00:03,85.236.82.121,42.219.153.9,2367137,1
2016-04-11 00:00:04,50.39.250.97,42.219.153.9,22395954,1
2016-04-11 00:00:05,62.138.40.70,42.219.153.9,21698080,1
2016-04-11 00:00:06,115.28.23.149,42.219.153.9,22355435,1
2016-04-11 00:00:07,42.219.153.9,175.177.229.46,21921327,1
2016-04-11 00:00:08,43.164.45.110,42.219.153.9,22594655,1
2016-04-11 00:00:09,42.219.153.9,56.153.165.185,22071292,1
2016-04-11 00:00:10,42.219.153.9,188.31.65.102,21412294,1
2016-04-11 00:00:11,194.233.64.113,42.219.153.9,22583428,1
2016-04-11 00:00:12,194.233.64.208,42.219.153.9,21634631,1
2016-04-11 00:00:13,253.138.42.216,42.219.153.9,21735139,1
2016-04-11 00:00:14,37.179.198.226,42.219.153.9,22192315,1
2016-04-11 00:00:15,194.233.67.207,42.219.153.9,21909093,1
2016-04-11 00:00:16,143.72.8.137,42.219.153.9,22045185,1
2016-04-11 00:00:17,76.164.198.121,42.219.153.9,22169693,1
2016-04-11 00:00:18,42.219.153.9,42.219.159.194,22486800,1
2016-04-11 00:00:19,73.5.203.135,42.219.153.9,21867288,1
2016-04-11 00:00:20,73.5.203.135,42.219.153.9,21465218,1
2016-04-11 00:00:21,143.72.8.137,42.219.153.9,22438460,1
2016-04-11 00:00:22,85.232.108.153,42.219.153.9,21820243,1
2016-04-11 00:00:23,106.150.228.167,42.219.153.9,22375954,1
2016-04-11 00:00:24,197.34.196.170,42.219.153.9,22484902,1
2016-04-11 00:00:25,127.204.60.89,42.219.153.9,22335156,1
2016-04-11 00:00:26,42.219.153.9,85.236.82.121,22572183,1
2016-04-11 00:00:27,42.219.153.9,165.26.241.106,22480465,1
2016-04-11 00:00:28,42.219.153.9,68.137.244.180,21711080,1
2016-04-11 00:00:29,76.164.204.254,42.219.153.9,22478006,1
2016-04-11 00:00:30,56.153.165.185,42.219.153.9,22100310,1
2016-04-11 00:00:31,237.107.17.156,42.219.153.9,22325336,1
