te,sa,da,byt,teDelta
2016-04-11 00:02:53,42.219.157.28,165.133.210.175,75,173
2016-04-11 00:11:36,143.72.8.137,42.219.157.28,73,523
2016-04-11 00:12:54,42.219.157.28,240.125.143.199,74,78
2016-04-11 00:18:46,42.219.157.28,61.189.117.26,74,352
2016-04-11 00:23:59,217.231.240.77,42.219.157.28,74,313
2016-04-11 00:27:39,208.91.91.254,42.219.157.28,73,220
2016-04-11 00:36:27,204.97.71.84,42.219.157.28,73,528
2016-04-11 00:36:46,85.236.82.121,42.219.157.28,74,19
2016-04-11 00:43:11,209.57.25.61,42.219.157.28,72,385
2016-04-11 00:49:28,42.219.157.28,248.18.146.44,73,377
2016-04-11 00:54:25,63.44.195.107,42.219.157.28,72,297
2016-04-11 00:57:04,42.219.157.28,214.245.70.16,75,159
2016-04-11 00:59:30,106.150.228.139,42.219.157.28,74,146
2016-04-11 01:00:45,62.204.33.6,42.219.157.28,75,75
2016-04-11 01:02:58,42.219.157.28,222.57.213.30,75,133
2016-04-11 01:11:12,42.219.157.28,165.219.89.111,72,494
2016-04-11 01:17:20,42.219.157.28,212.32.31.252,72,368
2016-04-11 01:22:49,37.140.227.74,42.219.157.28,75,329
2016-04-11 01:25:28,60.242.232.69,42.219.157.28,75,159
2016-04-11 01:25:34,42.219.157.28,213.30.31.244,73,6
2016-04-11 01:32:10,143.72.8.137,42.219.157.28,74,396
2016-04-11 01:38:25,37.71.8.150,42.219.157.28,73,375
2016-04-11 01:41:44,42.219.157.28,165.133.210.160,75,199
2016-04-11 01:49:01,194.233.74.32,42.219.157.28,72,437
2016-04-11 01:54:27,42.219.157.28,143.72.4.250,73,326
2016-04-11 01:59:19,237.152.160.27,42.219.157.28,72,292
2016-04-11 02:05:45,73.5.203.135,42.219.157.28,72,386
2016-04-11 02:10:02,220.21.179.163,42.219.157.28,49,257
2016-04-11 02:15:40,211.46.67.86,42.219.157.28,114939568,338
2016-04-11 02:19:53,42.219.157.28,143.72.8.137,116917924,253
2016-04-11 02:23:16,42.219.157.28,211.46.145.219,115620289,203
2016-04-11 02:27:27,42.219.157.28,168.43.104.70,118067014,251
2016-04-11 02:35:00,42.219.157.28,202.35.54.147,115610655,453
2016-04-11 02:37:38,188.31.65.67,42.219.157.28,115564929,158
2016-04-11 02:47:02,42.219.157.28,158.142.145.80,117259400,564
2016-04-11 02:49:31,42.219.157.28,169.110.171.181,115477606,149
2016-04-11 02:53:15,96.248.73.93,42.219.157.28,118527283,224
2016-04-11 02:57:57,204.223.250.209,42.219.157.28,118287373,282
2016-04-11 03:03:50,165.133.210.160,42.219.157.28,118282621,353
2016-04-11 03:04:03,42.219.157.28,218.156.139.173,53479471,13
2016-04-11 03:04:15,42.219.157.28,143.72.8.137,53143523,12
2016-04-11 03:04:27,71.208.203.140,42.219.157.28,53408876,12
2016-04-11 03:04:37,73.5.203.135,42.219.157.28,54275776,10
2016-04-11 03:04:46,42.219.157.28,165.164.140.104,52749171,9
2016-04-11 03:04:58,102.216.44.65,42.219.157.28,52787485,12
2016-04-11 03:05:11,42.219.157.28,212.77.197.33,54354783,13
2016-04-11 03:05:32,143.72.4.250,42.219.157.28,54935451,21
2016-04-11 03:05:45,208.91.64.27,42.219.157.28,53278119,13
2016-04-11 03:05:59,216.53.191.241,42.219.157.28,52458436,14
2016-04-11 03:06:20,165.60.39.245,42.219.157.28,53773791,21
2016-04-11 03:06:34,143.72.8.137,42.219.157.28,54399283,14
2016-04-11 03:06:41,79.242.41.57,42.219.157.28,52061033,7
2016-04-11 03:06:52,194.233.67.128,42.219.157.28,52713533,11
2016-04-11 03:07:19,85.236.82.121,42.219.157.28,52232761,27
2016-04-11 03:07:30,57.67.1.33,42.219.157.28,54202457,11
2016-04-11 03:08:03,165.133.210.175,42.219.157.28,54537013,33
2016-04-11 03:08:23,42.219.157.28,201.140.190.156,52120709,20
2016-04-11 03:08:34,42.219.157.28,37.5.173.16,53591147,11
2016-04-11 03:08:56,42.219.157.28,37.201.122.77,52908616,22
2016-04-11 03:09:11,42.219.157.28,143.72.8.137,54054070,15
2016-04-11 03:09:12,32.125.110.221,42.219.157.28,53285560,1
2016-04-11 03:09:21,219.157.214.90,42.219.157.28,53704357,9
2016-04-11 03:09:33,42.219.157.28,54.143.54.169,54570808,12
2016-04-11 03:09:46,42.219.157.28,36.149.244.182,52348017,13
2016-04-11 03:09:57,60.87.98.189,42.219.157.28,52540311,11
2016-04-11 03:10:13,176.164.73.174,42.219.157.28,54356879,16
2016-04-11 03:10:35,42.219.157.28,212.32.30.165,52425188,22
2016-04-11 03:10:56,42.219.157.28,143.72.8.137,53541391,21
2016-04-11 03:11:11,216.53.177.180,42.219.157.28,54669065,15
2016-04-11 03:11:38,158.128.149.237,42.219.157.28,52526945,27
2016-04-11 03:11:47,42.219.157.28,168.40.234.181,53518512,9
2016-04-11 03:12:06,42.219.157.28,102.216.44.71,54371698,19
2016-04-11 03:12:20,42.219.157.28,143.72.4.250,52851266,14
2016-04-11 03:12:33,73.5.203.135,42.219.157.28,53122957,13
2016-04-11 03:12:39,44.66.97.214,42.219.157.28,54324566,6
2016-04-11 03:12:56,42.219.157.28,223.82.72.49,53057246,17
2016-04-11 03:13:12,42.219.157.28,211.230.161.113,53636552,16
2016-04-11 03:13:33,143.72.4.250,42.219.157.28,54672208,21
2016-04-11 03:13:49,42.219.157.28,202.179.143.109,53318176,16
