te,sa,da,byt,teDelta
2016-04-11 00:01:18,42.219.153.75,72.145.30.46,64,78
2016-04-11 00:04:05,219.109.61.118,42.219.153.75,61,167
2016-04-11 00:05:12,42.219.153.75,69.124.9.215,62,67
2016-04-11 00:06:33,143.72.8.137,42.219.153.75,63,81
2016-04-11 00:08:12,42.219.153.75,85.236.82.121,63,99
2016-04-11 00:10:24,42.219.153.75,104.183.188.116,61,132
2016-04-11 00:12:32,42.219.153.75,253.138.42.216,63,128
2016-04-11 00:13:56,106.150.228.155,42.219.153.75,62,84
2016-04-11 00:15:26,51.109.209.101,42.219.153.75,61,90
2016-04-11 00:17:46,69.30.89.92,42.219.153.75,61,140
2016-04-11 00:19:32,165.133.210.175,42.219.153.75,63,106
2016-04-11 00:20:51,32.64.23.193,42.219.153.75,63,79
2016-04-11 00:23:32,69.30.89.92,42.219.153.75,64,161
2016-04-11 00:26:12,37.71.8.150,42.219.153.75,61,160
2016-04-11 00:27:39,165.133.210.175,42.219.153.75,63,87
2016-04-11 00:30:20,42.219.153.75,165.151.199.31,62,161
2016-04-11 00:31:49,143.72.8.137,42.219.153.75,62,89
2016-04-11 00:34:12,42.219.153.75,208.91.28.180,64,143
2016-04-11 00:36:55,42.219.153.75,211.42.162.146,61,163
2016-04-11 00:37:52,85.236.82.121,42.219.153.75,62,57
2016-04-11 00:40:17,62.169.245.114,42.219.153.75,61,145
2016-04-11 00:43:46,194.233.95.239,42.219.153.75,63,209
2016-04-11 00:45:15,175.177.229.83,42.219.153.75,61,89
2016-04-11 00:46:36,42.219.153.75,56.153.165.185,61,81
2016-04-11 00:48:24,42.219.153.75,143.72.8.137,63,108
2016-04-11 00:49:57,42.219.153.75,70.103.28.229,62,93
2016-04-11 00:51:58,91.71.126.132,42.219.153.75,61,121
2016-04-11 00:54:15,169.108.206.53,42.219.153.75,61,137
2016-04-11 00:56:14,85.236.82.121,42.219.153.75,63,119
2016-04-11 00:57:25,91.71.126.185,42.219.153.75,61,71
2016-04-11 00:58:34,188.31.65.56,42.219.153.75,63,69
2016-04-11 00:59:57,69.124.9.215,42.219.153.75,62,83
2016-04-11 01:03:12,216.61.95.92,42.219.153.75,62,195
2016-04-11 01:03:16,106.150.228.145,42.219.153.75,61,4
2016-04-11 01:03:17,42.219.153.75,106.150.228.167,61,1
2016-04-11 01:03:20,219.108.2.222,42.219.153.75,62,3
2016-04-11 01:03:23,42.219.153.75,178.125.6.125,61,3
2016-04-11 01:03:26,143.72.4.250,42.219.153.75,62,3
2016-04-11 01:03:28,213.30.21.119,42.219.153.75,62,2
2016-04-11 01:03:35,42.219.153.75,42.145.31.42,62,7
2016-04-11 01:03:38,42.219.153.75,143.72.8.137,61,3
2016-04-11 01:03:40,42.219.153.75,42.93.243.234,63,2
2016-04-11 01:03:44,42.219.153.75,37.71.8.150,63,4
2016-04-11 01:03:45,193.40.48.125,42.219.153.75,62,1
2016-04-11 01:03:48,42.219.153.75,69.124.9.215,62,3
2016-04-11 01:03:52,42.219.153.75,43.175.3.93,62,4
2016-04-11 01:04:00,42.219.153.75,143.72.8.137,61,8
2016-04-11 01:04:05,42.219.153.75,194.233.70.18,60,5
2016-04-11 01:04:07,33.12.107.46,42.219.153.75,96,2
2016-04-11 01:04:09,42.219.153.75,208.111.89.11,32353178,2
2016-04-11 01:04:12,43.164.49.177,42.219.153.75,31828597,3
2016-04-11 01:04:13,211.39.233.115,42.219.153.75,33178279,1
2016-04-11 01:04:15,56.153.165.185,42.219.153.75,33125560,2
2016-04-11 01:04:17,42.219.153.75,143.72.4.250,32229625,2
2016-04-11 01:04:21,204.223.250.209,42.219.153.75,33125418,4
2016-04-11 01:04:23,57.67.1.33,42.219.153.75,31847106,2
2016-04-11 01:04:28,42.219.153.75,215.145.122.160,31712156,5
2016-04-11 01:04:32,106.150.228.181,42.219.153.75,33228061,4
2016-04-11 01:04:37,143.72.8.137,42.219.153.75,32752730,5
2016-04-11 01:04:39,92.225.32.126,42.219.153.75,32301021,2
2016-04-11 01:04:42,165.133.210.175,42.219.153.75,33143626,3
2016-04-11 01:04:48,42.219.153.75,143.72.8.137,33252329,6
2016-04-11 01:04:54,42.219.153.75,143.72.8.137,32620173,6
2016-04-11 01:04:59,188.31.65.90,42.219.153.75,32296422,5
2016-04-11 01:05:02,69.124.9.215,42.219.153.75,32711954,3
2016-04-11 01:05:04,91.71.126.215,42.219.153.75,32494858,2
2016-04-11 01:05:09,42.219.153.75,121.106.127.157,32047214,5
2016-04-11 01:05:12,143.72.8.137,42.219.153.75,32585334,3
2016-04-11 01:05:21,36.227.192.12,42.219.153.75,32532448,9
2016-04-11 01:05:24,42.219.153.75,85.236.82.121,32053546,3
2016-04-11 01:05:30,74.213.221.186,42.219.153.75,31577285,6
2016-04-11 01:05:34,69.31.239.81,42.219.153.75,31769920,4
2016-04-11 01:05:38,42.219.153.75,37.4.228.228,31716430,4
2016-04-11 01:05:43,42.219.153.75,69.124.9.215,32601909,5
2016-04-11 01:05:44,194.233.64.184,42.219.153.75,32011292,1
2016-04-11 01:05:48,143.72.8.137,42.219.153.75,31976357,4
2016-04-11 01:05:54,74.172.106.184,42.219.153.75,31845157,6
2016-04-11 01:05:59,42.219.153.75,56.153.165.185,33257293,5
2016-04-11 01:06:03,69.124.9.215,42.219.153.75,31961443,4
2016-04-11 01:06:05,42.219.153.75,188.31.65.93,32943425,2
2016-04-11 01:06:09,52.51.186.53,42.219.153.75,32451860,4
2016-04-11 01:06:15,143.72.8.137,42.219.153.75,32177078,6
2016-04-11 01:06:19,42.219.153.75,143.72.8.137,33115443,4
2016-04-11 01:06:24,42.219.153.75,168.153.14.176,32029483,5
2016-04-11 01:06:28,69.124.9.215,42.219.153.75,32543481,4
2016-04-11 01:06:30,168.40.234.101,42.219.153.75,32812949,2
2016-04-11 01:06:31,42.219.153.75,143.72.8.137,33010103,1
2016-04-11 01:06:34,143.72.8.137,42.219.153.75,32427119,3
2016-04-11 01:06:38,42.219.153.75,106.150.228.194,32477257,4
2016-04-11 01:06:41,143.72.8.137,42.219.153.75,32831303,3
2016-04-11 01:06:45,60.133.101.194,42.219.153.75,32263255,4
2016-04-11 01:06:46,106.150.228.156,42.219.153.75,31891637,1
2016-04-11 01:06:47,69.124.9.215,42.219.153.75,33147586,1
2016-04-11 01:06:51,42.219.153.75,202.20.40.127,32189946,4
2016-04-11 01:06:55,42.219.153.75,54.143.54.119,33310256,4
2016-04-11 01:06:59,62.161.170.174,42.219.153.75,31569989,4
2016-04-11 01:07:00,42.219.153.75,43.164.49.177,31576549,1
2016-04-11 01:07:03,204.223.250.211,42.219.153.75,31692309,3
2016-04-11 01:07:12,60.242.232.73,42.219.153.75,32617613,9
2016-04-11 01:07:18,42.219.153.75,32.100.20.28,32073471,6
2016-04-11 01:07:23,106.150.228.79,42.219.153.75,31807625,5
2016-04-11 01:07:29,42.219.153.75,69.124.9.215,32636723,6
2016-04-11 01:07:33,42.219.153.75,56.153.165.185,32579995,4
2016-04-11 01:07:37,42.219.153.75,71.163.18.190,32145502,4
2016-04-11 01:07:42,42.219.153.75,211.56.150.132,31936858,5
2016-04-11 01:07:46,42.219.153.75,223.114.19.19,32278330,4
2016-04-11 01:07:51,42.219.153.75,214.40.229.233,32739034,5
2016-04-11 01:07:54,42.219.153.75,68.119.234.108,32446384,3
2016-04-11 01:07:58,42.219.153.75,143.72.8.137,33055063,4
2016-04-11 01:08:05,143.72.8.137,42.219.153.75,32248207,7
2016-04-11 01:08:11,42.219.153.75,202.26.246.143,32237028,6
2016-04-11 01:08:13,42.219.153.75,91.71.126.175,32367763,2
2016-04-11 01:08:17,143.72.4.250,42.219.153.75,32513443,4
2016-04-11 01:08:23,42.219.153.75,89.63.47.224,33221186,6
2016-04-11 01:08:27,42.219.153.75,175.177.229.79,31740287,4
2016-04-11 01:08:32,106.150.228.142,42.219.153.75,33029732,5
2016-04-11 01:08:35,42.219.153.75,91.71.126.213,32232161,3
2016-04-11 01:08:36,42.219.153.75,62.162.142.62,32861187,1
2016-04-11 01:08:40,42.39.173.141,42.219.153.75,32768985,4
2016-04-11 01:08:48,42.219.153.75,209.48.6.108,32289168,8
2016-04-11 01:08:54,194.233.64.229,42.219.153.75,31630882,6
2016-04-11 01:09:01,42.219.153.75,143.72.4.250,32808781,7
2016-04-11 01:09:03,42.219.153.75,60.242.232.65,31847792,2
2016-04-11 01:09:05,42.219.153.75,73.5.203.135,33096033,2
2016-04-11 01:09:06,42.219.153.75,211.59.10.205,33128509,1
2016-04-11 01:09:07,57.253.244.30,42.219.153.75,32164391,1
2016-04-11 01:09:08,187.71.218.20,42.219.153.75,33163311,1
2016-04-11 01:09:12,42.219.153.75,143.72.8.137,31977431,4
2016-04-11 01:09:17,117.72.245.119,42.219.153.75,33251128,5
2016-04-11 01:09:25,207.28.103.210,42.219.153.75,32524390,8
2016-04-11 01:09:29,197.34.239.242,42.219.153.75,31880666,4
2016-04-11 01:09:36,211.62.220.16,42.219.153.75,32573103,7
2016-04-11 01:09:39,42.219.153.75,253.139.127.226,32714095,3
2016-04-11 01:09:41,42.219.153.75,168.153.14.176,33281812,2
2016-04-11 01:09:46,42.219.153.75,182.42.162.139,32569569,5
2016-04-11 01:09:51,127.193.35.47,42.219.153.75,33099926,5
2016-04-11 01:09:55,167.150.151.197,42.219.153.75,32484606,4
2016-04-11 01:09:59,42.219.153.75,43.164.45.110,33073101,4
2016-04-11 01:10:02,158.128.215.28,42.219.153.75,33066876,3
2016-04-11 01:10:03,194.233.67.237,42.219.153.75,31770133,1
2016-04-11 01:10:06,127.204.60.89,42.219.153.75,32138829,3
2016-04-11 01:10:11,42.219.153.75,54.143.54.228,32173914,5
2016-04-11 01:10:16,188.31.65.100,42.219.153.75,33235821,5
2016-04-11 01:10:18,217.156.57.81,42.219.153.75,31763546,2
2016-04-11 01:10:19,42.219.153.75,127.204.60.89,32448376,1
2016-04-11 01:10:26,64.126.151.35,42.219.153.75,32100026,7
2016-04-11 01:10:33,42.219.153.75,214.21.235.54,31768020,7
2016-04-11 01:10:40,42.219.153.75,42.66.91.249,33173968,7
2016-04-11 01:10:44,42.219.153.75,143.72.8.137,31568141,4
2016-04-11 01:10:51,42.219.153.75,158.128.144.230,32229166,7
2016-04-11 01:10:52,42.66.22.90,42.219.153.75,32041100,1
2016-04-11 01:10:53,91.71.126.155,42.219.153.75,32927407,1
2016-04-11 01:10:59,204.97.186.217,42.219.153.75,31997796,6
2016-04-11 01:11:06,68.137.244.161,42.219.153.75,31570172,7
2016-04-11 01:11:10,42.219.153.75,66.198.202.69,32480628,4
2016-04-11 01:11:14,56.207.76.118,42.219.153.75,33112363,4
2016-04-11 01:11:21,127.204.60.89,42.219.153.75,32689046,7
2016-04-11 01:11:25,42.219.153.75,143.72.8.137,32407737,4
2016-04-11 01:11:34,67.210.92.255,42.219.153.75,32726320,9
2016-04-11 01:11:40,36.149.244.182,42.219.153.75,33196487,6
2016-04-11 01:11:41,42.219.153.75,208.111.89.11,32800547,1
2016-04-11 01:11:45,54.143.54.186,42.219.153.75,32682554,4
2016-04-11 01:11:50,42.219.153.75,175.177.229.89,32862587,5
2016-04-11 01:11:53,42.219.153.75,143.72.8.137,33200138,3
2016-04-11 01:11:55,42.219.153.75,165.10.48.105,31778550,2
2016-04-11 01:11:56,42.219.153.75,36.149.244.182,32395286,1
2016-04-11 01:11:57,69.110.248.175,42.219.153.75,32598047,1
2016-04-11 01:12:00,209.48.6.118,42.219.153.75,31798042,3
2016-04-11 01:12:06,133.225.34.24,42.219.153.75,32800117,6
2016-04-11 01:12:09,208.43.183.74,42.219.153.75,31783992,3
2016-04-11 01:12:14,42.219.153.75,165.60.39.245,32673814,5
2016-04-11 01:12:15,42.219.153.75,216.61.77.231,32218282,1
2016-04-11 01:12:19,143.72.4.250,42.219.153.75,32032874,4
2016-04-11 01:12:23,69.124.9.215,42.219.153.75,32866646,4
2016-04-11 01:12:24,42.219.153.75,199.43.51.228,33242594,1
2016-04-11 01:12:28,42.219.153.75,42.66.22.89,33060283,4
2016-04-11 01:12:33,42.219.153.75,175.177.229.91,33130044,5
2016-04-11 01:12:34,42.219.153.75,32.125.110.209,32928191,1
