te,sa,da,byt,teDelta
2016-04-11 00:00:02,42.219.153.82,143.72.4.250,90,2
2016-04-11 00:00:13,91.71.126.223,42.219.153.82,554,11
2016-04-11 00:00:15,42.219.153.82,127.204.60.89,321,2
2016-04-11 00:00:25,42.219.153.82,57.67.0.81,20838425,10
2016-04-11 00:00:49,192.22.7.102,42.219.153.82,20544355,24
2016-04-11 00:00:58,36.50.44.241,42.219.153.82,20747884,9
2016-04-11 00:01:22,209.21.96.100,42.219.153.82,20560214,24
2016-04-11 00:01:31,42.219.153.82,194.233.94.159,20553204,9
2016-04-11 00:01:47,96.96.13.149,42.219.153.82,20431909,16
2016-04-11 00:02:10,42.219.153.82,194.233.74.32,20919485,23
2016-04-11 00:02:23,42.219.153.82,43.164.44.10,20538722,13
2016-04-11 00:02:38,197.197.174.170,42.219.153.82,21262603,15
2016-04-11 00:02:54,42.219.153.82,165.133.210.175,20270495,16
2016-04-11 00:03:03,42.219.153.82,36.169.201.134,21357122,9
2016-04-11 00:03:05,71.101.78.219,42.219.153.82,20973633,2
2016-04-11 00:03:06,158.128.211.155,42.219.153.82,20696859,1
2016-04-11 00:03:18,85.236.82.121,42.219.153.82,21274355,12
2016-04-11 00:03:43,42.219.153.82,36.169.200.40,20977480,25
2016-04-11 00:04:03,56.153.165.185,42.219.153.82,20453691,20
2016-04-11 00:04:19,212.32.30.144,42.219.153.82,20906867,16
2016-04-11 00:04:28,201.167.210.127,42.219.153.82,20474908,9
2016-04-11 00:04:54,42.219.153.82,194.233.74.117,20903412,26
2016-04-11 00:04:59,208.91.102.244,42.219.153.82,20703092,5
2016-04-11 00:05:00,69.124.9.215,42.219.153.82,21370873,1
2016-04-11 00:05:11,143.72.8.137,42.219.153.82,20676273,11
2016-04-11 00:05:32,66.1.171.189,42.219.153.82,20411901,21
2016-04-11 00:05:49,79.30.184.218,42.219.153.82,21014292,17
2016-04-11 00:06:20,67.208.205.149,42.219.153.82,20631165,31
2016-04-11 00:06:36,193.40.57.3,42.219.153.82,20929618,16
2016-04-11 00:06:52,69.124.9.215,42.219.153.82,20347598,16
2016-04-11 00:07:23,213.194.30.122,42.219.153.82,20297921,31
2016-04-11 00:07:46,42.219.153.82,143.72.8.137,20810231,23
2016-04-11 00:08:01,61.189.117.26,42.219.153.82,20956283,15
2016-04-11 00:08:06,37.140.239.86,42.219.153.82,20525582,5
2016-04-11 00:08:17,253.138.40.100,42.219.153.82,21089572,11
2016-04-11 00:08:39,242.100.158.153,42.219.153.82,20879072,22
2016-04-11 00:08:46,42.219.153.82,69.31.239.81,21364894,7
2016-04-11 00:09:04,37.97.32.85,42.219.153.82,20541222,18
2016-04-11 00:09:31,193.40.57.79,42.219.153.82,20730879,27
2016-04-11 00:09:48,42.219.153.82,215.145.122.161,20260176,17
2016-04-11 00:10:08,42.219.153.82,143.72.8.137,20972070,20
2016-04-11 00:10:28,57.67.1.33,42.219.153.82,20839408,20
2016-04-11 00:10:32,165.11.149.193,42.219.153.82,20834020,4
2016-04-11 00:10:39,42.219.153.82,61.155.57.10,20803566,7
2016-04-11 00:10:55,194.233.64.195,42.219.153.82,20469860,16
2016-04-11 00:11:04,106.150.228.194,42.219.153.82,20823133,9
2016-04-11 00:11:30,42.219.153.82,202.179.151.184,20475665,26
2016-04-11 00:11:44,69.124.9.215,42.219.153.82,20356281,14
2016-04-11 00:12:07,212.76.230.113,42.219.153.82,20869407,23
2016-04-11 00:12:28,42.219.153.82,176.42.15.226,21316221,21
2016-04-11 00:12:48,143.72.8.137,42.219.153.82,20414531,20
2016-04-11 00:13:01,42.219.153.82,143.72.8.137,20792580,13
2016-04-11 00:13:24,42.219.153.82,91.71.126.176,20606240,23
2016-04-11 00:13:44,42.219.153.82,194.233.64.251,21255320,20
2016-04-11 00:13:52,211.60.53.91,42.219.153.82,20728465,8
2016-04-11 00:14:00,42.219.153.82,182.42.162.3,21273352,8
2016-04-11 00:14:08,42.219.153.82,143.72.8.137,20422262,8
2016-04-11 00:14:27,60.242.232.74,42.219.153.82,20854853,19
2016-04-11 00:14:44,42.219.153.82,182.42.182.132,20703361,17
2016-04-11 00:15:10,42.219.153.82,36.169.200.40,20816288,26
2016-04-11 00:15:29,42.219.153.82,143.72.8.137,21076808,19
2016-04-11 00:16:06,42.219.153.82,208.111.18.187,20391933,37
2016-04-11 00:16:30,143.72.8.137,42.219.153.82,20588559,24
2016-04-11 00:16:38,42.219.153.82,185.18.175.235,20999128,8
2016-04-11 00:16:49,42.219.153.82,63.136.30.149,20706407,11
2016-04-11 00:17:13,42.219.153.82,57.67.1.33,21208445,24
2016-04-11 00:17:21,217.156.57.81,42.219.153.82,20631126,8
2016-04-11 00:17:43,208.70.218.79,42.219.153.82,20455062,22
2016-04-11 00:17:56,196.176.231.205,42.219.153.82,20466395,13
2016-04-11 00:18:15,70.226.59.196,42.219.153.82,20848984,19
2016-04-11 00:18:34,194.233.67.157,42.219.153.82,21238687,19
2016-04-11 00:18:51,42.219.153.82,210.62.139.127,20411263,17
2016-04-11 00:19:00,208.111.89.11,42.219.153.82,20778228,9
2016-04-11 00:19:15,196.176.229.21,42.219.153.82,20901897,15
2016-04-11 00:19:30,182.42.185.134,42.219.153.82,21046615,15
2016-04-11 00:19:46,197.34.196.170,42.219.153.82,20504691,16
2016-04-11 00:19:50,32.100.20.28,42.219.153.82,21096400,4
2016-04-11 00:20:10,85.236.82.121,42.219.153.82,20471865,20
2016-04-11 00:20:34,143.72.8.137,42.219.153.82,20638087,24
2016-04-11 00:20:54,42.219.153.82,143.72.8.137,21100380,20
2016-04-11 00:21:10,85.236.82.121,42.219.153.82,20939325,16
2016-04-11 00:21:11,42.219.153.82,143.72.8.137,20741015,1
2016-04-11 00:21:23,36.50.44.241,42.219.153.82,20977918,12
2016-04-11 00:21:35,42.219.153.82,194.102.193.140,21209951,12
2016-04-11 00:22:05,202.35.54.147,42.219.153.82,21348685,30
2016-04-11 00:22:17,42.219.153.82,36.149.244.182,20495391,12
2016-04-11 00:22:32,42.219.153.82,67.116.103.95,20246569,15
2016-04-11 00:22:55,42.219.153.82,197.29.204.197,21292475,23
2016-04-11 00:23:21,62.204.33.6,42.219.153.82,20960200,26
2016-04-11 00:23:43,216.57.58.202,42.219.153.82,20273660,22
2016-04-11 00:23:56,42.219.153.82,143.72.8.137,20499756,13
2016-04-11 00:24:10,73.5.203.135,42.219.153.82,20436544,14
2016-04-11 00:24:15,42.219.153.82,202.35.54.147,20883456,5
2016-04-11 00:24:36,42.219.153.82,143.72.8.137,20610460,21
2016-04-11 00:25:02,42.219.153.82,201.171.20.114,21129605,26
2016-04-11 00:25:18,36.228.209.107,42.219.153.82,21295255,16
2016-04-11 00:25:19,56.153.165.185,42.219.153.82,20752855,1
2016-04-11 00:25:20,60.242.232.66,42.219.153.82,20611837,1
2016-04-11 00:25:48,42.219.153.82,60.242.232.67,20754788,28
2016-04-11 00:26:08,143.72.8.137,42.219.153.82,20942309,20
2016-04-11 00:26:21,42.219.153.82,60.242.232.71,20642595,13
2016-04-11 00:26:35,85.236.82.121,42.219.153.82,20487416,14
2016-04-11 00:26:48,42.219.153.82,158.34.123.0,21047121,13
2016-04-11 00:27:11,54.143.54.186,42.219.153.82,20299432,23
2016-04-11 00:27:28,42.219.153.82,168.40.231.134,21133318,17
2016-04-11 00:27:52,42.219.153.82,248.61.193.83,20437543,24
2016-04-11 00:28:17,66.51.186.98,42.219.153.82,20877503,25
2016-04-11 00:28:42,42.219.153.82,143.72.8.137,21249658,25
2016-04-11 00:28:53,42.219.153.82,32.126.81.250,21278239,11
2016-04-11 00:29:05,36.149.244.182,42.219.153.82,21281831,12
2016-04-11 00:29:24,42.219.153.82,212.32.30.144,20683528,19
2016-04-11 00:29:44,42.219.153.82,143.72.8.137,20272526,20
2016-04-11 00:29:53,37.71.8.150,42.219.153.82,21256545,9
2016-04-11 00:30:05,42.219.153.82,255.186.200.146,20422442,12
2016-04-11 00:30:13,141.166.45.15,42.219.153.82,20556785,8
