te,sa,da,byt,teDelta
2016-04-11 00:00:59,36.37.176.93,42.219.150.238,101,59
2016-04-11 00:01:43,216.156.202.228,42.219.150.238,40,44
2016-04-11 00:04:58,68.137.135.248,42.219.150.238,40,195
2016-04-11 00:05:33,70.46.166.190,42.219.150.238,39,35
2016-04-11 00:08:54,198.132.25.203,42.219.150.238,40,201
2016-04-11 00:11:11,69.124.8.108,42.219.150.238,40,137
2016-04-11 00:13:13,73.133.93.64,42.219.150.238,40,122
2016-04-11 00:20:50,236.131.98.188,42.219.150.238,39,457
2016-04-11 00:30:21,43.28.221.2,42.219.150.238,40,571
2016-04-11 00:30:39,32.100.20.28,42.219.150.238,40,18
2016-04-11 00:31:30,170.180.231.36,42.219.150.238,39,51
2016-04-11 00:31:31,232.169.128.146,42.219.150.238,40,1
2016-04-11 00:31:31,92.18.45.40,42.219.150.238,39,0
2016-04-11 00:32:10,176.116.194.233,42.219.150.238,41,39
2016-04-11 00:32:24,208.43.184.193,42.219.150.238,39,14
2016-04-11 00:32:33,69.89.41.150,42.219.150.238,39,9
2016-04-11 00:34:51,233.60.220.66,42.219.150.238,38,138
2016-04-11 00:36:02,33.12.115.38,42.219.150.238,39,71
2016-04-11 00:36:19,36.37.176.93,42.219.150.238,40,17
2016-04-11 00:36:57,242.101.233.184,42.219.150.238,39,38
2016-04-11 00:37:48,36.254.207.245,42.219.150.238,40,51
2016-04-11 00:37:49,66.101.208.248,42.219.150.238,41,1
2016-04-11 00:41:11,36.6.79.89,42.219.150.238,40,202
2016-04-11 00:41:32,205.119.192.70,42.219.150.238,40,21
2016-04-11 00:42:18,136.106.101.111,42.219.150.238,38,46
2016-04-11 00:49:55,240.62.27.30,42.219.150.238,40,457
2016-04-11 00:49:55,217.156.57.81,42.219.150.238,39,0
2016-04-11 00:50:44,214.16.227.98,42.219.150.238,40,49
2016-04-11 00:51:22,192.253.239.248,42.219.150.238,40,38
2016-04-11 00:54:12,136.78.151.145,42.219.150.238,41,170
2016-04-11 00:56:23,192.253.239.69,42.219.150.238,39,131
2016-04-11 00:58:04,176.116.194.233,42.219.150.238,38,101
2016-04-11 01:04:13,211.149.23.77,42.219.150.238,38,369
2016-04-11 01:08:03,176.116.194.233,42.219.150.238,39,230
2016-04-11 01:08:25,56.208.168.104,42.219.150.238,39,22
2016-04-11 01:08:53,240.111.145.48,42.219.150.238,40,28
2016-04-11 01:08:53,198.132.25.203,42.219.150.238,39,0
2016-04-11 01:14:53,96.96.13.149,42.219.150.238,40,360
2016-04-11 01:16:11,82.7.67.216,42.219.150.238,39,78
2016-04-11 01:17:20,238.129.239.33,42.219.150.238,40,69
2016-04-11 01:18:39,227.169.55.238,42.219.150.238,39,79
2016-04-11 01:24:33,41.153.185.255,42.219.150.238,39,354
2016-04-11 01:24:33,68.137.244.174,42.219.150.238,39,0
2016-04-11 01:30:06,32.100.20.28,42.219.150.238,39,333
2016-04-11 01:32:32,133.178.113.43,42.219.150.238,39,146
2016-04-11 01:32:32,56.228.99.129,42.219.150.238,39,0
2016-04-11 01:35:59,64.224.172.211,42.219.150.238,40,207
2016-04-11 01:36:19,176.116.194.233,42.219.150.238,40,20
2016-04-11 01:36:19,250.243.12.47,42.219.150.238,39,0
2016-04-11 01:36:37,211.136.164.113,42.219.150.238,40,18
2016-04-11 01:37:41,36.190.213.106,42.219.150.238,38,64
2016-04-11 01:37:41,86.128.235.174,42.219.150.238,39,0
2016-04-11 01:37:41,152.194.190.94,42.219.150.238,40,0
2016-04-11 01:37:45,69.132.5.212,42.219.150.238,39,4
2016-04-11 01:38:21,185.60.79.173,42.219.150.238,40,36
2016-04-11 01:43:10,218.64.42.79,42.219.150.238,39,289
2016-04-11 01:46:25,48.204.140.89,42.219.150.238,40,195
2016-04-11 01:46:25,204.223.23.73,42.219.150.238,39,0
2016-04-11 01:51:49,242.103.61.21,42.219.150.238,40,324
2016-04-11 01:54:29,240.62.27.30,42.219.150.238,38,160
2016-04-11 01:56:04,217.231.240.77,42.219.150.238,39,95
2016-04-11 01:56:44,117.208.149.139,42.219.150.238,41,40
2016-04-11 01:56:44,185.6.77.149,42.219.150.238,39,0
2016-04-11 01:56:44,165.1.55.91,42.219.150.238,40,0
2016-04-11 01:56:44,40.23.18.236,42.219.150.238,40,0
2016-04-11 01:59:31,217.231.240.206,42.219.150.238,39,167
2016-04-11 01:59:31,42.219.150.238,68.137.244.142,40,0
2016-04-11 02:00:05,213.55.165.103,42.219.150.238,41,34
2016-04-11 02:00:46,72.14.183.220,42.219.150.238,39,41
2016-04-11 02:06:04,32.100.20.28,42.219.150.238,40,318
2016-04-11 02:11:36,182.42.182.186,42.219.150.238,39,332
2016-04-11 02:11:36,176.116.194.233,42.219.150.238,39,0
2016-04-11 02:16:08,217.231.240.101,42.219.150.238,40,272
2016-04-11 02:16:54,93.179.112.232,42.219.150.238,40,46
2016-04-11 02:17:34,69.55.59.87,42.219.150.238,40,40
2016-04-11 02:24:18,32.100.20.28,42.219.150.238,41,404
2016-04-11 02:27:54,74.68.184.212,42.219.150.238,39,216
2016-04-11 02:32:31,185.223.217.122,42.219.150.238,40,277
2016-04-11 02:32:53,240.62.27.30,42.219.150.238,39,22
2016-04-11 02:37:50,150.24.131.130,42.219.150.238,40,297
2016-04-11 02:38:19,208.43.183.102,42.219.150.238,40,29
2016-04-11 02:38:19,101.88.108.96,42.219.150.238,41,0
2016-04-11 02:38:19,78.180.95.118,42.219.150.238,41,0
2016-04-11 02:38:47,87.143.170.235,42.219.150.238,38,28
2016-04-11 02:39:46,214.11.0.157,42.219.150.238,39,59
2016-04-11 02:43:09,69.81.144.249,42.219.150.238,39,203
2016-04-11 02:43:09,62.136.164.97,42.219.150.238,40,0
2016-04-11 02:48:12,68.137.244.167,42.219.150.238,39,303
2016-04-11 02:49:45,82.6.252.215,42.219.150.238,40,93
2016-04-11 02:52:21,92.40.124.145,42.219.150.238,38,156
2016-04-11 02:55:33,176.116.195.149,42.219.150.238,39,192
2016-04-11 02:56:23,62.100.126.36,42.219.150.238,38,50
2016-04-11 02:59:25,176.116.194.233,42.219.150.238,39,182
2016-04-11 03:09:01,217.231.255.197,42.219.150.238,40,576
2016-04-11 03:12:26,84.4.109.121,42.219.150.238,40,205
2016-04-11 03:13:12,76.148.0.41,42.219.150.238,40,46
2016-04-11 03:15:52,170.228.146.236,42.219.150.238,40,160
2016-04-11 03:17:32,141.144.88.127,42.219.150.238,38,100
2016-04-11 03:21:57,217.156.57.81,42.219.150.238,39,265
2016-04-11 03:25:48,82.6.252.215,42.219.150.238,40,231
2016-04-11 03:25:48,209.212.54.125,42.219.150.238,39,0
2016-04-11 03:31:36,32.100.20.28,42.219.150.238,39,348
2016-04-11 03:38:21,49.184.219.1,42.219.150.238,39,405
2016-04-11 03:50:44,182.42.182.186,42.219.150.238,41,743
2016-04-11 03:51:25,194.231.140.151,42.219.150.238,39,41
2016-04-11 03:54:44,242.100.155.243,42.219.150.238,39,199
2016-04-11 03:55:32,242.103.60.163,42.219.150.238,40,48
2016-04-11 03:56:13,169.90.215.118,42.219.150.238,39,41
2016-04-11 03:56:37,42.138.62.154,42.219.150.238,40,24
2016-04-11 04:00:15,213.82.166.3,42.219.150.238,40,218
2016-04-11 04:00:15,204.91.46.255,42.219.150.238,41,0
2016-04-11 04:06:54,66.40.75.64,42.219.150.238,40,399
2016-04-11 04:09:54,217.231.240.101,42.219.150.238,40,180
2016-04-11 04:10:47,240.111.145.48,42.219.150.238,40,53
2016-04-11 04:10:47,56.228.69.74,42.219.150.238,39,0
2016-04-11 04:11:16,165.45.203.178,42.219.150.238,39,29
2016-04-11 04:11:54,168.153.48.4,42.219.150.238,39,38
2016-04-11 04:11:54,208.43.184.193,42.219.150.238,40,0
2016-04-11 04:14:31,204.91.46.245,42.219.150.238,40,157
2016-04-11 04:22:46,42.219.150.238,125.83.204.76,38,495
2016-04-11 04:24:02,96.96.13.149,42.219.150.238,40,76
2016-04-11 04:26:14,168.105.98.252,42.219.150.238,39,132
2016-04-11 04:26:43,236.189.141.113,42.219.150.238,38,29
2016-04-11 04:27:54,213.127.69.156,42.219.150.238,40,71
2016-04-11 04:31:42,91.71.55.49,42.219.150.238,39,228
2016-04-11 04:32:36,217.231.240.206,42.219.150.238,38,54
2016-04-11 04:37:42,197.197.151.10,42.219.150.238,39,306
2016-04-11 04:37:46,165.72.140.4,42.219.150.238,39,4
2016-04-11 04:40:06,63.144.96.86,42.219.150.238,40,140
2016-04-11 04:40:47,113.104.165.201,42.219.150.238,39,41
2016-04-11 04:41:13,44.127.211.204,42.219.150.238,39,26
2016-04-11 04:46:52,192.126.253.147,42.219.150.238,40,339
2016-04-11 04:52:27,176.116.194.233,42.219.150.238,40,335
2016-04-11 04:53:01,192.253.239.118,42.219.150.238,41,34
2016-04-11 05:02:13,56.228.87.2,42.219.150.238,41,552
2016-04-11 05:03:36,129.124.114.54,42.219.150.238,39,83
2016-04-11 05:05:20,32.100.20.28,42.219.150.238,40,104
2016-04-11 05:06:03,207.242.17.169,42.219.150.238,40,43
2016-04-11 05:15:37,221.177.81.217,42.219.150.238,40,574
2016-04-11 05:16:01,67.116.103.246,42.219.150.238,39,24
2016-04-11 05:16:01,221.177.81.97,42.219.150.238,39,0
2016-04-11 05:17:49,185.60.79.173,42.219.150.238,39,108
2016-04-11 05:17:49,217.156.57.81,42.219.150.238,39,0
2016-04-11 05:23:36,233.233.197.9,42.219.150.238,38,347
2016-04-11 05:25:04,174.238.44.140,42.219.150.238,39,88
2016-04-11 05:25:32,176.116.194.233,42.219.150.238,39,28
2016-04-11 05:26:13,240.62.27.30,42.219.150.238,41,41
2016-04-11 05:26:14,72.163.161.9,42.219.150.238,39,1
2016-04-11 05:26:22,76.202.45.227,42.219.150.238,39,8
2016-04-11 05:27:31,50.90.36.41,42.219.150.238,40,69
2016-04-11 05:32:40,201.182.87.68,42.219.150.238,38,309
