te,sa,da,byt,teDelta
2016-04-11 00:00:25,225.174.192.235,42.219.151.98,39,25
2016-04-11 00:01:15,42.219.151.98,62.27.235.66,39,50
2016-04-11 00:01:58,240.111.186.124,42.219.151.98,40,43
2016-04-11 00:01:58,242.103.60.163,42.219.151.98,41,0
2016-04-11 00:04:41,77.242.200.181,42.219.151.98,40,163
2016-04-11 00:04:41,176.116.195.149,42.219.151.98,39,0
2016-04-11 00:08:26,225.230.253.115,42.219.151.98,40,225
2016-04-11 00:17:10,176.116.194.233,42.219.151.98,40,524
2016-04-11 00:17:39,69.26.99.197,42.219.151.98,39,29
2016-04-11 00:17:39,176.116.194.233,42.219.151.98,39,0
2016-04-11 00:20:29,197.197.151.10,42.219.151.98,38,170
2016-04-11 00:22:33,245.243.168.36,42.219.151.98,40,124
2016-04-11 00:23:02,96.96.13.149,42.219.151.98,41,29
2016-04-11 00:23:53,73.133.93.64,42.219.151.98,39,51
2016-04-11 00:24:36,237.128.46.55,42.219.151.98,41,43
2016-04-11 00:26:05,248.24.211.32,42.219.151.98,39,89
2016-04-11 00:29:04,82.6.252.214,42.219.151.98,40,179
2016-04-11 00:31:59,201.153.75.97,42.219.151.98,40,175
2016-04-11 00:32:57,233.233.223.98,42.219.151.98,39,58
2016-04-11 00:33:25,78.180.95.118,42.219.151.98,40,28
2016-04-11 00:33:26,204.91.46.228,42.219.151.98,38,1
2016-04-11 00:33:26,96.96.13.149,42.219.151.98,40,0
2016-04-11 00:35:57,194.231.140.151,42.219.151.98,38,151
2016-04-11 00:36:30,217.231.240.206,42.219.151.98,39,33
2016-04-11 00:37:10,246.7.153.223,42.219.151.98,41,40
2016-04-11 00:39:03,68.137.135.203,42.219.151.98,40,113
2016-04-11 00:46:30,56.228.69.74,42.219.151.98,40,447
2016-04-11 00:47:28,217.156.57.81,42.219.151.98,39,58
2016-04-11 00:49:30,238.160.115.108,42.219.151.98,39,122
2016-04-11 00:49:59,43.141.46.170,42.219.151.98,40,29
2016-04-11 00:50:22,182.42.182.186,42.219.151.98,39,23
2016-04-11 00:51:52,43.141.46.170,42.219.151.98,40,90
2016-04-11 00:55:55,42.93.243.234,42.219.151.98,40,243
2016-04-11 00:59:48,190.50.202.72,42.219.151.98,39,233
2016-04-11 01:08:33,36.37.176.93,42.219.151.98,39,525
2016-04-11 01:13:47,220.19.255.229,42.219.151.98,39,314
2016-04-11 01:16:00,58.29.130.207,42.219.151.98,41,133
2016-04-11 01:16:33,168.142.225.158,42.219.151.98,39,33
2016-04-11 01:17:26,217.156.57.81,42.219.151.98,39,53
2016-04-11 01:21:38,242.101.233.184,42.219.151.98,38,252
2016-04-11 01:23:23,240.111.186.124,42.219.151.98,39,105
2016-04-11 01:26:13,36.80.70.244,42.219.151.98,39,170
2016-04-11 01:26:49,117.208.149.89,42.219.151.98,39,36
2016-04-11 01:29:39,233.63.22.153,42.219.151.98,40,170
2016-04-11 01:30:13,73.60.0.219,42.219.151.98,41,34
2016-04-11 01:30:51,217.231.240.77,42.219.151.98,39,38
2016-04-11 01:31:11,36.190.213.106,42.219.151.98,39,20
2016-04-11 01:34:58,75.129.109.156,42.219.151.98,38,227
2016-04-11 01:35:27,204.91.46.232,42.219.151.98,41,29
2016-04-11 01:39:27,250.54.224.181,42.219.151.98,40,240
2016-04-11 01:39:27,129.99.145.125,42.219.151.98,38,0
2016-04-11 01:44:54,221.177.81.97,42.219.151.98,39,327
2016-04-11 01:49:23,204.91.46.205,42.219.151.98,39,269
2016-04-11 01:50:29,165.202.36.149,42.219.151.98,39,66
2016-04-11 01:50:29,92.45.51.184,42.219.151.98,40,0
2016-04-11 01:50:30,223.63.0.204,42.219.151.98,39,1
2016-04-11 01:50:37,242.101.133.245,42.219.151.98,40,7
2016-04-11 01:51:12,86.161.56.81,42.219.151.98,40,35
2016-04-11 01:51:43,188.30.209.111,42.219.151.98,39,31
2016-04-11 01:52:08,42.93.243.234,42.219.151.98,39,25
2016-04-11 01:53:16,78.180.95.118,42.219.151.98,40,68
2016-04-11 01:53:16,56.228.69.74,42.219.151.98,40,0
2016-04-11 01:53:55,208.43.183.102,42.219.151.98,39,39
2016-04-11 01:56:32,204.91.46.230,42.219.151.98,39,157
2016-04-11 01:57:28,73.60.0.219,42.219.151.98,40,56
2016-04-11 02:02:22,60.151.39.128,42.219.151.98,41,294
2016-04-11 02:02:22,212.115.211.32,42.219.151.98,39,0
2016-04-11 02:05:24,69.60.250.173,42.219.151.98,38,182
2016-04-11 02:05:56,73.103.130.85,42.219.151.98,38,32
2016-04-11 02:08:44,46.135.211.145,42.219.151.98,38,168
2016-04-11 02:20:18,229.219.239.216,42.219.151.98,40,694
2016-04-11 02:21:36,73.60.0.219,42.219.151.98,40,78
2016-04-11 02:23:38,96.96.13.149,42.219.151.98,40,122
2016-04-11 02:25:46,198.132.25.203,42.219.151.98,39,128
2016-04-11 02:26:29,65.6.160.17,42.219.151.98,40,43
2016-04-11 02:26:29,68.137.135.233,42.219.151.98,40,0
2016-04-11 02:26:29,185.60.79.173,42.219.151.98,41,0
2016-04-11 02:29:54,176.116.194.233,42.219.151.98,39,205
2016-04-11 02:32:28,133.27.170.175,42.219.151.98,38,154
2016-04-11 02:32:28,176.116.194.233,42.219.151.98,39,0
2016-04-11 02:36:03,47.30.255.183,42.219.151.98,40,215
2016-04-11 02:36:27,217.156.57.81,42.219.151.98,39,24
2016-04-11 02:38:42,217.156.57.81,42.219.151.98,39,135
2016-04-11 02:40:28,192.253.239.250,42.219.151.98,38,106
2016-04-11 02:40:37,225.145.165.222,42.219.151.98,39,9
2016-04-11 02:41:07,182.42.182.186,42.219.151.98,39,30
2016-04-11 02:41:07,79.177.24.79,42.219.151.98,39,0
2016-04-11 02:41:18,194.231.191.138,42.219.151.98,39,11
2016-04-11 02:44:05,223.220.106.111,42.219.151.98,40,167
2016-04-11 02:49:00,192.253.239.159,42.219.151.98,40,295
2016-04-11 02:51:16,225.230.216.251,42.219.151.98,39,136
2016-04-11 02:53:44,240.41.208.134,42.219.151.98,40,148
2016-04-11 02:53:57,69.18.149.84,42.219.151.98,39,13
2016-04-11 02:53:57,201.182.87.68,42.219.151.98,39,0
2016-04-11 03:10:42,200.143.46.196,42.219.151.98,39,1005
2016-04-11 03:11:46,64.89.57.54,42.219.151.98,41,64
2016-04-11 03:11:47,36.37.136.91,42.219.151.98,40,1
2016-04-11 03:12:43,242.100.154.142,42.219.151.98,40,56
2016-04-11 03:13:09,217.156.57.81,42.219.151.98,40,26
2016-04-11 03:13:09,117.208.149.211,42.219.151.98,39,0
2016-04-11 03:22:02,36.37.176.93,42.219.151.98,39,533
2016-04-11 03:22:42,217.231.255.197,42.219.151.98,38,40
2016-04-11 03:26:50,168.153.48.4,42.219.151.98,39,248
2016-04-11 03:30:40,33.12.108.90,42.219.151.98,39,230
2016-04-11 03:30:41,96.96.13.149,42.219.151.98,39,1
2016-04-11 03:33:13,62.216.55.157,42.219.151.98,39,152
2016-04-11 03:34:36,240.111.145.48,42.219.151.98,39,83
2016-04-11 03:35:17,56.228.99.129,42.219.151.98,40,41
