te,sa,da,byt,teDelta
2016-04-11 00:05:07,217.156.57.81,42.219.156.74,98,307
2016-04-11 00:15:11,32.100.20.28,42.219.156.74,39,604
2016-04-11 00:15:11,197.71.45.9,42.219.156.74,41,0
2016-04-11 00:15:12,222.156.17.70,42.219.156.74,38,1
2016-04-11 00:15:57,176.116.194.233,42.219.156.74,40,45
2016-04-11 00:17:12,192.253.239.73,42.219.156.74,39,75
2016-04-11 00:17:12,217.156.57.81,42.219.156.74,39,0
2016-04-11 00:22:49,185.223.217.122,42.219.156.74,40,337
2016-04-11 00:24:01,217.156.57.81,42.219.156.74,40,72
2016-04-11 00:28:23,117.208.149.80,42.219.156.74,40,262
2016-04-11 00:29:49,33.12.108.90,42.219.156.74,40,86
2016-04-11 00:30:54,217.156.57.81,42.219.156.74,39,65
2016-04-11 00:36:52,217.231.240.101,42.219.156.74,38,358
2016-04-11 00:40:44,217.156.57.81,42.219.156.74,40,232
2016-04-11 00:45:36,60.156.33.47,42.219.156.74,39,292
2016-04-11 00:49:48,217.156.57.81,42.219.156.74,39,252
2016-04-11 00:51:38,92.45.51.184,42.219.156.74,38,110
2016-04-11 00:53:17,41.28.255.1,42.219.156.74,41,99
2016-04-11 00:54:46,69.81.144.249,42.219.156.74,38,89
2016-04-11 00:57:27,217.231.240.77,42.219.156.74,39,161
2016-04-11 00:58:57,194.231.140.151,42.219.156.74,40,90
2016-04-11 01:03:31,240.62.27.30,42.219.156.74,40,274
2016-04-11 01:05:40,66.40.75.64,42.219.156.74,39,129
2016-04-11 01:06:10,182.42.182.186,42.219.156.74,40,30
2016-04-11 01:07:03,217.17.107.132,42.219.156.74,39,53
2016-04-11 01:07:27,198.132.25.203,42.219.156.74,39,24
2016-04-11 01:08:07,133.97.144.63,42.219.156.74,39,40
2016-04-11 01:08:07,198.132.59.191,42.219.156.74,41,0
2016-04-11 01:10:30,240.111.145.48,42.219.156.74,38,143
2016-04-11 01:11:04,225.230.216.251,42.219.156.74,40,34
2016-04-11 01:13:31,229.228.55.91,42.219.156.74,39,147
2016-04-11 01:19:35,40.23.18.236,42.219.156.74,40,364
2016-04-11 01:19:44,224.4.197.209,42.219.156.74,39,9
2016-04-11 01:20:44,217.156.57.81,42.219.156.74,38,60
2016-04-11 01:20:45,238.28.43.21,42.219.156.74,38,1
2016-04-11 01:29:00,176.116.194.233,42.219.156.74,39,495
2016-04-11 01:31:23,33.12.108.90,42.219.156.74,39,143
2016-04-11 01:32:06,222.156.17.131,42.219.156.74,39,43
2016-04-11 01:34:17,229.219.239.143,42.219.156.74,40,131
2016-04-11 01:36:36,176.116.194.233,42.219.156.74,41,139
2016-04-11 01:37:31,73.60.0.219,42.219.156.74,40,55
2016-04-11 01:39:32,217.231.255.195,42.219.156.74,38,121
2016-04-11 01:39:33,240.8.125.252,42.219.156.74,40,1
2016-04-11 01:41:20,117.208.149.87,42.219.156.74,40,107
2016-04-11 01:49:43,217.156.57.81,42.219.156.74,40,503
2016-04-11 01:52:25,225.230.216.89,42.219.156.74,40,162
2016-04-11 01:53:19,217.156.57.81,42.219.156.74,39,54
2016-04-11 01:54:07,36.80.70.244,42.219.156.74,40,48
2016-04-11 01:56:11,222.156.17.131,42.219.156.74,39,124
2016-04-11 01:56:12,69.132.5.212,42.219.156.74,39,1
2016-04-11 02:01:40,82.167.246.233,42.219.156.74,40,328
2016-04-11 02:09:04,205.116.131.233,42.219.156.74,40,444
2016-04-11 02:11:45,105.190.91.120,42.219.156.74,40,161
2016-04-11 02:11:45,77.197.12.44,42.219.156.74,38,0
2016-04-11 02:11:45,136.104.41.36,42.219.156.74,40,0
2016-04-11 02:11:46,182.42.182.186,42.219.156.74,39,1
2016-04-11 02:11:46,33.12.111.207,42.219.156.74,40,0
2016-04-11 02:16:12,96.96.13.149,42.219.156.74,40,266
2016-04-11 02:16:12,217.156.57.81,42.219.156.74,39,0
2016-04-11 02:16:12,208.43.183.102,42.219.156.74,39,0
2016-04-11 02:16:28,40.168.140.57,42.219.156.74,40,16
2016-04-11 02:16:44,60.133.101.194,42.219.156.74,41,16
2016-04-11 02:17:23,133.60.229.237,42.219.156.74,40,39
2016-04-11 02:23:25,69.39.92.230,42.219.156.74,40,362
2016-04-11 02:24:11,227.123.68.121,42.219.156.74,40,46
2016-04-11 02:24:24,56.228.69.101,42.219.156.74,39,13
2016-04-11 02:26:15,168.59.51.97,42.219.156.74,40,111
2016-04-11 02:27:10,223.83.116.229,42.219.156.74,39,55
2016-04-11 02:27:10,242.245.112.115,42.219.156.74,40,0
2016-04-11 02:32:07,176.116.195.149,42.219.156.74,41,297
2016-04-11 02:35:25,67.21.255.206,42.219.156.74,40,198
2016-04-11 02:39:24,47.149.216.48,42.219.156.74,39,239
2016-04-11 02:42:43,90.31.87.36,42.219.156.74,40,199
2016-04-11 02:49:33,218.12.179.68,42.219.156.74,40,410
2016-04-11 02:52:34,213.55.165.103,42.219.156.74,38,181
2016-04-11 02:53:08,69.132.5.212,42.219.156.74,38,34
