te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:06:32,0.0,176.116.195.149,42.219.147.101,5185,5074,UDP,.A....,0,40,1,441,background,2,0,392,0
2016-04-11 00:16:00,0.0,246.183.3.40,42.219.147.101,49620,3306,TCP,....S.,0,40,1,40,background,441,0,960,568
2016-04-11 00:18:19,0.0,204.223.22.109,42.219.147.101,46681,5003,TCP,....S.,0,0,1,40,background,40,0,1099,139
2016-04-11 00:18:23,2.968,43.94.229.49,42.219.147.101,57864,23,TCP,....S.,0,72,3,144,background,40,0,1103,4
2016-04-11 00:19:38,0.0,83.44.139.143,42.219.147.101,53362,25,TCP,....S.,0,40,1,52,background,144,0,1178,75
2016-04-11 00:21:51,0.0,42.9.7.17,42.219.147.101,4967,445,TCP,....S.,0,72,1,48,background,52,0,1311,133
2016-04-11 00:23:05,0.0,176.116.195.149,42.219.147.101,5218,5075,UDP,.A....,0,40,1,441,background,48,0,1385,74
2016-04-11 00:24:17,3.004,64.95.160.108,42.219.147.101,59741,23,TCP,....S.,0,72,2,104,background,441,0,1457,72
2016-04-11 00:24:46,0.0,165.202.36.149,42.219.147.101,45278,8080,TCP,....S.,0,0,1,40,background,104,0,1486,29
2016-04-11 00:27:24,0.0,33.12.117.59,42.219.147.101,5484,5580,UDP,.A....,0,0,1,443,background,40,0,1644,158
2016-04-11 00:28:18,0.0,217.231.240.54,42.219.147.101,39255,2121,TCP,....S.,0,40,1,40,background,443,0,1698,54
2016-04-11 00:29:20,3.008,222.157.242.208,42.219.147.101,53652,23,TCP,....S.,0,0,2,104,background,40,0,1760,62
2016-04-11 00:35:49,0.0,182.42.182.186,42.219.147.101,9090,22,TCP,....S.,0,40,1,40,background,104,0,2149,389
2016-04-11 00:39:36,0.0,176.116.195.149,42.219.147.101,5137,5065,UDP,.A....,0,40,1,440,background,40,0,2376,227
2016-04-11 00:43:04,0.0,225.230.216.251,42.219.147.101,6000,3306,TCP,....S.,0,40,1,40,background,440,0,2584,208
2016-04-11 00:43:20,0.0,32.100.20.28,42.219.147.101,41478,50090,TCP,....S.,0,40,1,40,background,40,0,2600,16
2016-04-11 00:44:41,0.0,237.41.247.88,42.219.147.101,20000,53,UDP,.A....,0,40,1,70,background,40,0,2681,81
2016-04-11 00:45:01,0.0,60.133.101.194,42.219.147.101,5145,5060,UDP,.A....,0,40,1,445,background,70,0,2701,20
2016-04-11 00:47:14,0.0,236.131.98.188,42.219.147.101,3677,23,TCP,....S.,0,40,1,60,background,445,0,2834,133
2016-04-11 00:47:41,0.0,82.167.246.233,42.219.147.101,41620,1900,UDP,.A....,0,0,1,125,background,60,0,2861,27
2016-04-11 00:52:47,0.0,216.156.202.228,42.219.147.101,5068,5060,UDP,.A....,0,40,1,445,background,125,0,3167,306
2016-04-11 00:56:08,0.0,176.116.195.149,42.219.147.101,5090,6000,UDP,.A....,0,40,1,441,background,445,0,3368,201
2016-04-11 00:58:26,0.0,224.7.72.145,42.219.147.101,41648,8080,TCP,....S.,0,40,1,40,background,441,0,3506,138
2016-04-11 01:03:50,0.0,73.213.27.178,42.219.147.101,20001,53,UDP,.A....,0,40,1,70,background,40,1,3830,324
2016-04-11 01:04:28,0.0,240.62.27.30,42.219.147.101,40390,21320,TCP,....S.,0,0,1,40,background,70,1,3868,38
2016-04-11 01:12:30,0.0,213.82.166.3,42.219.147.101,5724,5060,UDP,.A....,0,40,1,441,background,40,1,4350,482
2016-04-11 01:12:40,0.0,176.116.195.149,42.219.147.101,5108,5040,UDP,.A....,0,40,1,441,background,441,1,4360,10
2016-04-11 01:17:38,0.0,32.100.20.28,42.219.147.101,41478,23,TCP,....S.,0,40,1,40,background,441,1,4658,298
2016-04-11 01:18:31,0.0,178.27.6.47,42.219.147.101,12200,29081,TCP,....S.,0,72,1,40,background,40,1,4711,53
2016-04-11 01:24:32,3.372,173.10.221.137,42.219.147.101,57688,23,TCP,....S.,0,72,3,156,background,40,1,5072,361
2016-04-11 01:35:08,0.0,246.205.68.186,42.219.147.101,14064,22,TCP,....S.,0,40,1,48,background,156,1,5708,636
2016-04-11 01:41:12,8.992,224.4.174.148,42.219.147.101,38756,23,TCP,....S.,0,40,2,112,background,48,1,6072,364
2016-04-11 01:41:14,0.0,242.103.61.21,42.219.147.101,55013,80,TCP,....S.,0,0,1,40,background,112,1,6074,2
2016-04-11 01:43:46,9.016,183.22.42.5,42.219.147.101,45288,23,TCP,....S.,0,40,3,156,background,40,1,6226,152
2016-04-11 01:45:46,0.0,33.12.99.120,42.219.147.101,5380,5060,UDP,.A....,0,0,1,441,background,156,1,6346,120
2016-04-11 01:51:41,3.012,168.145.225.201,42.219.147.101,43681,23,TCP,....S.,0,0,2,104,background,441,1,6701,355
2016-04-11 01:52:13,0.0,56.228.87.2,42.219.147.101,49717,4063,TCP,....S.,0,16,1,40,background,104,1,6733,32
2016-04-11 01:53:47,0.0,36.37.136.91,42.219.147.101,5060,5060,UDP,.A....,0,0,1,433,background,40,1,6827,94
2016-04-11 01:53:48,0.0,36.37.136.91,42.219.147.101,5060,5060,UDP,.A....,0,0,1,433,background,433,1,6828,1
2016-04-11 01:56:50,0.0,210.45.113.127,42.219.147.101,18242,4022,TCP,....S.,0,40,1,40,background,433,1,7010,182
2016-04-11 01:58:50,0.0,69.124.8.90,42.219.147.101,38328,123,UDP,.A....,0,40,1,37,background,40,1,7130,120
2016-04-11 02:02:19,9.004,72.228.239.40,42.219.147.101,3930,4028,TCP,....S.,0,72,3,180,background,37,2,7339,209
2016-04-11 02:12:08,0.0,78.180.95.118,42.219.147.101,41930,123,UDP,.A....,0,40,1,220,background,180,2,7928,589
2016-04-11 02:13:10,0.0,43.42.79.248,42.219.147.101,41982,137,UDP,.A....,0,0,1,78,background,220,2,7990,62
2016-04-11 02:13:47,0.0,124.57.65.249,42.219.147.101,6667,21644,TCP,...R..,0,8,1,40,background,78,2,8027,37
2016-04-11 02:14:54,0.0,198.132.25.203,42.219.147.101,9696,16010,TCP,....S.,0,40,1,40,background,40,2,8094,67
2016-04-11 02:17:44,0.0,222.156.17.131,42.219.147.101,46690,9443,TCP,....S.,0,40,1,40,background,40,2,8264,170
2016-04-11 02:17:56,0.0,222.156.17.131,42.219.147.101,46690,4444,TCP,....S.,0,40,1,40,background,40,2,8276,12
2016-04-11 02:18:06,0.0,222.156.17.131,42.219.147.101,46690,8443,TCP,....S.,0,40,1,40,background,40,2,8286,10
2016-04-11 02:18:43,0.0,222.156.17.131,42.219.147.101,46690,443,TCP,....S.,0,40,1,40,background,40,2,8323,37
2016-04-11 02:19:02,0.0,222.156.17.131,42.219.147.101,46690,5443,TCP,....S.,0,40,1,40,background,40,2,8342,19
2016-04-11 02:21:22,0.0,56.207.76.118,42.219.147.101,999,53,UDP,.A....,0,40,1,65,background,40,2,8482,140
2016-04-11 02:27:02,3.0,49.184.219.1,42.219.147.101,4549,23,TCP,....S.,0,0,2,120,background,65,2,8822,340
2016-04-11 02:28:24,0.0,210.45.113.127,42.219.147.101,49717,17,TCP,....S.,0,40,1,40,background,120,2,8904,82
