te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:02:43,0.0,194.231.140.151,42.219.147.211,12902,520,UDP,.A....,0,40,1,52,background,2,0,163,0
2016-04-11 00:06:31,0.0,176.116.195.149,42.219.147.211,5185,5074,UDP,.A....,0,40,1,440,background,52,0,391,228
2016-04-11 00:08:53,0.0,165.202.36.149,42.219.147.211,45278,8080,TCP,....S.,0,0,1,40,background,440,0,533,142
2016-04-11 00:16:00,0.0,246.183.3.40,42.219.147.211,49551,3306,TCP,....S.,0,40,1,40,background,40,0,960,427
2016-04-11 00:18:21,0.0,204.223.22.109,42.219.147.211,46681,5003,TCP,....S.,0,0,1,40,background,40,0,1101,141
2016-04-11 00:20:57,0.0,238.80.87.172,42.219.147.211,0,0,TCP,..P.S.,0,40,1,60,background,40,0,1257,156
2016-04-11 00:21:51,0.0,42.9.7.17,42.219.147.211,4891,445,TCP,....S.,0,72,1,48,background,60,0,1311,54
2016-04-11 00:23:04,0.0,176.116.195.149,42.219.147.211,5218,5075,UDP,.A....,0,40,1,441,background,48,0,1384,73
2016-04-11 00:27:24,0.0,33.12.117.59,42.219.147.211,5484,5580,UDP,.A....,0,0,1,442,background,441,0,1644,260
2016-04-11 00:28:06,0.0,217.231.240.54,42.219.147.211,39255,2121,TCP,....S.,0,40,1,40,background,442,0,1686,42
2016-04-11 00:28:10,0.0,33.12.107.16,42.219.147.211,5060,5060,UDP,.A....,0,0,1,444,background,40,0,1690,4
2016-04-11 00:29:54,0.0,143.123.195.202,42.219.147.211,80,56544,TCP,.A..S.,0,0,1,40,background,444,0,1794,104
2016-04-11 00:30:12,0.0,56.207.76.118,42.219.147.211,999,53,UDP,.A....,0,40,1,65,background,40,0,1812,18
2016-04-11 00:33:46,2.912,226.29.25.117,42.219.147.211,2342,445,TCP,....S.,0,72,2,96,background,65,0,2026,214
2016-04-11 00:35:49,0.0,182.42.182.186,42.219.147.211,9090,22,TCP,....S.,0,40,1,40,background,96,0,2149,123
2016-04-11 00:36:46,0.0,242.101.133.245,42.219.147.211,52368,3127,TCP,....S.,0,0,1,40,background,40,0,2206,57
2016-04-11 00:37:03,0.0,82.7.67.216,42.219.147.211,33584,1604,TCP,....S.,0,0,1,40,background,40,0,2223,17
2016-04-11 00:39:36,0.0,176.116.195.149,42.219.147.211,5137,5065,UDP,.A....,0,40,1,441,background,40,0,2376,153
2016-04-11 00:43:04,0.0,225.230.216.251,42.219.147.211,6000,3306,TCP,....S.,0,40,1,40,background,441,0,2584,208
2016-04-11 00:44:41,0.0,237.41.247.88,42.219.147.211,20000,53,UDP,.A....,0,40,1,70,background,40,0,2681,97
2016-04-11 00:45:01,0.0,60.133.101.194,42.219.147.211,5145,5060,UDP,.A....,0,40,1,443,background,70,0,2701,20
2016-04-11 00:47:40,0.0,82.167.246.233,42.219.147.211,41620,1900,UDP,.A....,0,0,1,125,background,443,0,2860,159
2016-04-11 00:49:56,3.044,244.28.175.13,42.219.147.211,3053,445,TCP,....S.,0,72,2,96,background,125,0,2996,136
2016-04-11 00:52:47,0.0,216.156.202.228,42.219.147.211,5068,5060,UDP,.A....,0,40,1,443,background,96,0,3167,171
2016-04-11 00:53:57,0.0,242.103.61.21,42.219.147.211,52951,80,TCP,....S.,0,0,1,40,background,443,0,3237,70
2016-04-11 00:56:07,0.0,176.116.195.149,42.219.147.211,5090,6000,UDP,.A....,0,40,1,440,background,40,0,3367,130
2016-04-11 00:58:26,0.0,224.7.72.145,42.219.147.211,65533,8080,TCP,....S.,0,40,1,40,background,440,0,3506,139
