te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:05:12,3.168,71.186.76.186,42.219.144.61,33714,23,TCP,....S.,0,40,3,156,background,2,0,312,0
2016-04-11 00:06:29,0.0,176.116.195.149,42.219.144.61,5185,5074,UDP,.A....,0,40,1,441,background,156,0,389,77
2016-04-11 00:11:51,0.0,117.208.149.168,42.219.144.61,55496,53,UDP,.A....,0,72,1,57,background,441,0,711,322
2016-04-11 00:16:00,0.0,246.183.3.40,42.219.144.61,49153,3306,TCP,....S.,0,40,1,40,background,57,0,960,249
2016-04-11 00:18:10,0.0,204.223.22.109,42.219.144.61,46681,5003,TCP,....S.,0,0,1,40,background,40,0,1090,130
2016-04-11 00:21:47,0.0,42.9.7.17,42.219.144.61,4359,445,TCP,....S.,0,72,1,48,background,40,0,1307,217
2016-04-11 00:23:02,0.0,176.116.195.149,42.219.144.61,5218,5075,UDP,.A....,0,40,1,441,background,48,0,1382,75
2016-04-11 00:23:09,0.0,194.231.140.151,42.219.144.61,34680,28017,TCP,....S.,0,40,1,40,background,441,0,1389,7
2016-04-11 00:23:31,0.0,227.123.84.75,42.219.144.61,40629,8080,TCP,....S.,0,40,1,40,background,40,0,1411,22
2016-04-11 00:27:22,0.0,33.12.117.59,42.219.144.61,5484,5580,UDP,.A....,0,0,1,443,background,40,0,1642,231
2016-04-11 00:28:10,0.0,33.12.107.16,42.219.144.61,5060,5060,UDP,.A....,0,0,1,445,background,443,0,1690,48
2016-04-11 00:28:11,0.0,217.231.240.54,42.219.144.61,39255,2121,TCP,....S.,0,40,1,40,background,445,0,1691,1
2016-04-11 00:35:49,0.0,182.42.182.186,42.219.144.61,9090,22,TCP,....S.,0,40,1,40,background,40,0,2149,458
2016-04-11 00:39:14,0.0,32.100.20.28,42.219.144.61,41478,53,TCP,....S.,0,40,1,40,background,40,0,2354,205
2016-04-11 00:39:33,0.0,176.116.195.149,42.219.144.61,5137,5065,UDP,.A....,0,40,1,441,background,40,0,2373,19
2016-04-11 00:43:04,0.0,225.230.216.251,42.219.144.61,6000,3306,TCP,....S.,0,40,1,40,background,441,0,2584,211
2016-04-11 00:43:29,0.0,240.111.186.124,42.219.144.61,12200,80,TCP,....S.,0,0,1,40,background,40,0,2609,25
2016-04-11 00:44:41,0.0,237.41.247.88,42.219.144.61,20000,53,UDP,.A....,0,40,1,70,background,40,0,2681,72
2016-04-11 00:45:01,0.0,60.133.101.194,42.219.144.61,5145,5060,UDP,.A....,0,40,1,445,background,70,0,2701,20
2016-04-11 00:47:43,0.0,82.167.246.233,42.219.144.61,41620,1900,UDP,.A....,0,0,1,125,background,445,0,2863,162
