te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:05:49,0.0,164.225.245.79,42.219.154.166,12200,55002,TCP,....S.,0,72,1,40,background,2,0,349,0
2016-04-11 00:06:25,0.0,176.116.195.149,42.219.154.166,5185,5074,UDP,.A....,0,40,1,439,background,40,0,385,36
2016-04-11 00:07:29,0.0,69.81.144.249,42.219.154.166,39091,19,UDP,.A....,0,40,1,28,background,439,0,449,64
2016-04-11 00:12:29,3.008,44.120.22.236,42.219.154.166,46915,23,TCP,....S.,0,72,2,104,background,28,0,749,300
2016-04-11 00:16:00,0.0,246.183.3.40,42.219.154.166,48623,3306,TCP,....S.,0,40,1,40,background,104,0,960,211
2016-04-11 00:18:09,0.0,204.223.22.109,42.219.154.166,46681,5003,TCP,....S.,0,0,1,40,background,40,0,1089,129
2016-04-11 00:21:42,0.0,42.9.7.17,42.219.154.166,3827,445,TCP,....S.,0,72,1,48,background,40,0,1302,213
2016-04-11 00:22:59,0.0,176.116.195.149,42.219.154.166,5218,5075,UDP,.A....,0,40,1,441,background,48,0,1379,77
2016-04-11 00:27:08,0.0,217.231.240.54,42.219.154.166,39255,2121,TCP,....S.,0,40,1,40,background,441,0,1628,249
2016-04-11 00:27:18,0.0,33.12.117.59,42.219.154.166,5484,5580,UDP,.A....,0,0,1,443,background,40,0,1638,10
2016-04-11 00:28:10,0.0,33.12.107.16,42.219.154.166,5060,5060,UDP,.A....,0,0,1,445,background,443,0,1690,52
2016-04-11 00:29:48,0.0,232.161.42.190,42.219.154.166,52349,23,TCP,....S.,0,40,1,60,background,445,0,1788,98
2016-04-11 00:30:01,0.0,194.231.140.151,42.219.154.166,3009,4949,TCP,....S.,0,40,1,40,background,60,0,1801,13
2016-04-11 00:35:49,0.0,182.42.182.186,42.219.154.166,9090,22,TCP,....S.,0,40,1,40,background,40,0,2149,348
2016-04-11 00:36:06,0.0,220.211.88.254,42.219.154.166,4935,3389,TCP,....S.,0,72,1,52,background,40,0,2166,17
2016-04-11 00:39:30,0.0,176.116.195.149,42.219.154.166,5137,5065,UDP,.A....,0,40,1,440,background,52,0,2370,204
2016-04-11 00:43:04,0.0,225.230.216.251,42.219.154.166,6000,3306,TCP,....S.,0,40,1,40,background,440,0,2584,214
2016-04-11 00:44:41,0.0,237.41.247.88,42.219.154.166,20000,53,UDP,.A....,0,40,1,70,background,40,0,2681,97
2016-04-11 00:45:00,0.0,60.133.101.194,42.219.154.166,5145,5060,UDP,.A....,0,40,1,445,background,70,0,2700,19
2016-04-11 00:45:41,0.0,32.100.20.28,42.219.154.166,41478,80,TCP,....S.,0,40,1,40,background,445,0,2741,41
2016-04-11 00:47:47,0.0,82.167.246.233,42.219.154.166,41620,1900,UDP,.A....,0,0,1,125,background,40,0,2867,126
2016-04-11 00:52:47,0.0,216.156.202.228,42.219.154.166,5068,5060,UDP,.A....,0,40,1,443,background,125,0,3167,300
2016-04-11 00:53:05,3.012,209.142.187.144,42.219.154.166,57598,23,TCP,....S.,0,72,2,104,background,443,0,3185,18
2016-04-11 00:53:18,5.0,220.107.107.144,42.219.154.166,35111,23,TCP,....S.,0,72,6,360,background,104,0,3198,13
2016-04-11 00:56:01,0.0,176.116.195.149,42.219.154.166,5090,6000,UDP,.A....,0,40,1,441,background,360,0,3361,163
2016-04-11 00:58:01,8.992,50.59.211.231,42.219.154.166,57212,23,TCP,....S.,0,72,3,180,background,441,0,3481,120
2016-04-11 00:58:26,0.0,224.7.72.145,42.219.154.166,46116,8080,TCP,....S.,0,40,1,40,background,180,0,3506,25
2016-04-11 01:03:50,0.0,73.213.27.178,42.219.154.166,20001,53,UDP,.A....,0,40,1,70,background,40,1,3830,324
2016-04-11 01:04:03,0.0,246.7.238.246,42.219.154.166,12200,37015,TCP,....S.,0,72,1,40,background,70,1,3843,13
2016-04-11 01:09:03,5.0,47.135.133.141,42.219.154.166,56066,23,TCP,....S.,0,0,6,360,background,40,1,4143,300
2016-04-11 01:10:04,3.024,211.29.162.138,42.219.154.166,44758,23,TCP,....S.,0,0,2,104,background,360,1,4204,61
2016-04-11 01:10:36,0.0,69.81.144.249,42.219.154.166,56885,17,UDP,.A....,0,40,1,28,background,104,1,4236,32
2016-04-11 01:11:54,0.0,213.82.166.3,42.219.154.166,5724,5060,UDP,.A....,0,40,1,440,background,28,1,4314,78
2016-04-11 01:12:34,0.0,176.116.195.149,42.219.154.166,5108,5040,UDP,.A....,0,40,1,441,background,440,1,4354,40
2016-04-11 01:15:35,3.0,79.75.113.118,42.219.154.166,4997,23,TCP,....S.,0,40,2,120,background,441,1,4535,181
2016-04-11 01:16:48,3.032,65.27.72.179,42.219.154.166,42914,23,TCP,....S.,0,40,2,104,background,120,1,4608,73
2016-04-11 01:19:06,9.0,233.122.55.134,42.219.154.166,2824,23,TCP,....S.,0,40,3,180,background,104,1,4746,138
2016-04-11 01:27:25,0.0,240.55.234.160,42.219.154.166,58665,3128,TCP,....S.,0,40,1,40,background,180,1,5245,499
2016-04-11 01:28:14,0.0,209.194.23.5,42.219.154.166,51215,23,TCP,....S.,0,0,1,52,background,40,1,5294,49
2016-04-11 01:29:21,0.0,124.57.65.249,42.219.154.166,6667,57691,TCP,...R..,0,8,1,40,background,52,1,5361,67
2016-04-11 01:35:08,0.0,246.205.68.186,42.219.154.166,14064,22,TCP,....S.,0,40,1,48,background,40,1,5708,347
2016-04-11 01:38:20,0.0,208.43.183.102,42.219.154.166,49821,5554,TCP,....S.,0,40,1,40,background,48,1,5900,192
2016-04-11 01:38:25,0.0,217.132.171.170,42.219.154.166,5816,19941,TCP,.A....,0,0,1,40,background,40,1,5905,5
2016-04-11 01:40:52,0.0,242.100.158.153,42.219.154.166,58974,34567,TCP,....S.,0,0,1,40,background,40,1,6052,147
2016-04-11 01:44:21,2.988,72.64.165.165,42.219.154.166,48165,23,TCP,....S.,0,72,2,104,background,40,1,6261,209
2016-04-11 01:45:41,0.0,33.12.99.120,42.219.154.166,5380,5060,UDP,.A....,0,0,1,442,background,104,1,6341,80
2016-04-11 01:46:03,0.0,176.116.194.129,42.219.154.166,42345,523,UDP,.A....,0,40,1,48,background,442,1,6363,22
2016-04-11 01:53:42,0.0,36.37.136.91,42.219.154.166,5060,5060,UDP,.A....,0,0,1,435,background,48,1,6822,459
2016-04-11 01:53:44,9.012,64.163.44.167,42.219.154.166,52430,23,TCP,....S.,0,72,3,156,background,435,1,6824,2
2016-04-11 01:58:51,0.0,69.124.8.90,42.219.154.166,38328,123,UDP,.A....,0,40,1,37,background,156,1,7131,307
2016-04-11 02:02:00,9.0,72.228.239.40,42.219.154.166,2449,4028,TCP,....S.,0,72,3,180,background,37,2,7320,189
2016-04-11 02:14:30,0.0,198.132.27.142,42.219.154.166,17449,9981,TCP,....S.,0,40,1,40,background,180,2,8070,750
2016-04-11 02:14:36,0.0,198.132.37.185,42.219.154.166,31674,4369,TCP,....S.,0,40,1,40,background,40,2,8076,6
2016-04-11 02:17:45,0.0,222.156.17.131,42.219.154.166,46690,4444,TCP,....S.,0,40,1,40,background,40,2,8265,189
2016-04-11 02:17:46,0.0,222.156.17.131,42.219.154.166,46690,8443,TCP,....S.,0,40,1,40,background,40,2,8266,1
2016-04-11 02:18:17,0.0,222.156.17.131,42.219.154.166,46690,5443,TCP,....S.,0,40,1,40,background,40,2,8297,31
2016-04-11 02:18:25,0.0,222.156.17.131,42.219.154.166,46690,443,TCP,....S.,0,40,1,40,background,40,2,8305,8
2016-04-11 02:18:48,0.0,222.156.17.131,42.219.154.166,46690,9443,TCP,....S.,0,40,1,40,background,40,2,8328,23
2016-04-11 02:26:17,2.9960000000000004,49.184.219.1,42.219.154.166,4404,23,TCP,....S.,0,0,2,120,background,40,2,8777,449
2016-04-11 02:32:11,0.0,56.207.76.118,42.219.154.166,999,53,UDP,.A....,0,40,1,65,background,120,2,9131,354
