te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:01:44,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,2,0,104,0
2016-04-11 00:01:44,104.12,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,14,4228,background,604,0,104,0
2016-04-11 00:02:00,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,4228,0,120,16
2016-04-11 00:02:20,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,140,20
2016-04-11 00:02:40,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,160,20
2016-04-11 00:03:00,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,180,20
2016-04-11 00:03:20,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,200,20
2016-04-11 00:03:40,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,220,20
2016-04-11 00:03:56,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,236,16
2016-04-11 00:04:16,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,256,20
2016-04-11 00:04:36,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,276,20
2016-04-11 00:04:56,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,296,20
2016-04-11 00:05:16,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,316,20
2016-04-11 00:05:36,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,336,20
2016-04-11 00:05:52,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,352,16
2016-04-11 00:06:08,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,368,16
2016-04-11 00:06:28,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,388,20
2016-04-11 00:06:28,51.996,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,8,2416,background,604,0,388,0
2016-04-11 00:06:44,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,2416,0,404,16
2016-04-11 00:07:00,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,420,16
2016-04-11 00:07:20,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,440,20
2016-04-11 00:07:40,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,460,20
2016-04-11 00:08:00,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,480,20
2016-04-11 00:08:16,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,496,16
2016-04-11 00:08:32,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,512,16
2016-04-11 00:08:52,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,532,20
2016-04-11 00:09:12,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,552,20
2016-04-11 00:09:32,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,572,20
2016-04-11 00:09:52,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,592,20
2016-04-11 00:10:08,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,608,16
2016-04-11 00:10:28,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,628,20
2016-04-11 00:10:48,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,648,20
2016-04-11 00:11:08,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,668,20
2016-04-11 00:11:08,0.004,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,668,0
2016-04-11 00:11:24,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,684,16
2016-04-11 00:11:43,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,703,19
2016-04-11 00:12:03,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,723,20
2016-04-11 00:12:23,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,743,20
2016-04-11 00:12:43,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,763,20
2016-04-11 00:12:59,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,779,16
2016-04-11 00:13:19,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,799,20
2016-04-11 00:13:39,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,819,20
2016-04-11 00:13:59,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,839,20
2016-04-11 00:14:19,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,859,20
2016-04-11 00:14:19,0.004,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,859,0
2016-04-11 00:14:39,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,879,20
2016-04-11 00:14:59,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,899,20
2016-04-11 00:15:19,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,919,20
2016-04-11 00:15:39,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,939,20
2016-04-11 00:15:59,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,959,20
2016-04-11 00:16:19,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,979,20
2016-04-11 00:16:35,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,995,16
2016-04-11 00:16:35,16.048,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,4,1208,background,604,0,995,0
2016-04-11 00:16:55,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,1208,0,1015,20
2016-04-11 00:17:15,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1035,20
2016-04-11 00:17:35,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1055,20
2016-04-11 00:17:55,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1075,20
2016-04-11 00:18:15,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1095,20
2016-04-11 00:18:35,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1115,20
2016-04-11 00:18:55,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1135,20
2016-04-11 00:19:15,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1155,20
2016-04-11 00:19:15,19.968,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,4,1208,background,604,0,1155,0
2016-04-11 00:19:35,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,1208,0,1175,20
2016-04-11 00:19:55,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1195,20
2016-04-11 00:20:14,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1214,19
2016-04-11 00:20:15,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1215,1
2016-04-11 00:20:34,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1234,19
2016-04-11 00:20:54,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1254,20
2016-04-11 00:21:14,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1274,20
2016-04-11 00:21:34,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1294,20
2016-04-11 00:21:54,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1314,20
2016-04-11 00:22:14,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1334,20
2016-04-11 00:22:34,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1354,20
2016-04-11 00:22:54,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1374,20
2016-04-11 00:23:14,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1394,20
2016-04-11 00:23:34,19.908,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,4,1208,background,604,0,1414,20
2016-04-11 00:24:10,19.92,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,4,1208,background,1208,0,1450,36
2016-04-11 00:24:30,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,1208,0,1470,20
2016-04-11 00:24:50,75.824,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,10,3020,background,604,0,1490,20
2016-04-11 00:25:10,19.924,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,4,1208,background,3020,0,1510,20
2016-04-11 00:25:26,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,1208,0,1526,16
2016-04-11 00:25:46,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1546,20
2016-04-11 00:26:06,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1566,20
2016-04-11 00:26:26,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1586,20
2016-04-11 00:26:26,75.99600000000002,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,10,3020,background,604,0,1586,0
2016-04-11 00:26:46,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,3020,0,1606,20
2016-04-11 00:27:05,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1625,19
2016-04-11 00:27:25,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1645,20
2016-04-11 00:27:45,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1665,20
2016-04-11 00:28:05,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1685,20
2016-04-11 00:28:25,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1705,20
2016-04-11 00:28:45,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1725,20
2016-04-11 00:29:01,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1741,16
2016-04-11 00:29:21,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1761,20
2016-04-11 00:29:41,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1781,20
2016-04-11 00:30:01,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1801,20
2016-04-11 00:30:21,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1821,20
2016-04-11 00:30:41,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1841,20
2016-04-11 00:31:01,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1861,20
2016-04-11 00:31:21,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1881,20
2016-04-11 00:31:41,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1901,20
2016-04-11 00:32:00,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1920,19
2016-04-11 00:32:20,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1940,20
2016-04-11 00:32:40,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1960,20
2016-04-11 00:33:00,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,1980,20
2016-04-11 00:33:20,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2000,20
2016-04-11 00:33:40,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2020,20
2016-04-11 00:34:00,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2040,20
2016-04-11 00:34:20,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2060,20
2016-04-11 00:34:40,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2080,20
2016-04-11 00:35:00,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2100,20
2016-04-11 00:35:20,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2120,20
2016-04-11 00:35:20,0.004,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2120,0
2016-04-11 00:35:40,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2140,20
2016-04-11 00:35:59,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2159,19
2016-04-11 00:36:19,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2179,20
2016-04-11 00:36:19,0.004,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2179,0
2016-04-11 00:36:35,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2195,16
2016-04-11 00:36:55,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2215,20
2016-04-11 00:37:15,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2235,20
2016-04-11 00:37:35,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2255,20
2016-04-11 00:37:35,0.004,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2255,0
2016-04-11 00:37:55,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2275,20
2016-04-11 00:38:15,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2295,20
2016-04-11 00:38:35,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2315,20
2016-04-11 00:38:55,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2335,20
2016-04-11 00:39:15,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2355,20
2016-04-11 00:39:35,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2375,20
2016-04-11 00:39:55,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2395,20
2016-04-11 00:40:14,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2414,19
2016-04-11 00:40:14,0.004,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2414,0
2016-04-11 00:40:34,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2434,20
2016-04-11 00:40:34,0.004,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2434,0
2016-04-11 00:40:54,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2454,20
2016-04-11 00:41:14,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2474,20
2016-04-11 00:41:30,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2490,16
2016-04-11 00:41:50,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2510,20
2016-04-11 00:42:10,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2530,20
2016-04-11 00:42:30,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2550,20
2016-04-11 00:42:46,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2566,16
2016-04-11 00:43:06,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2586,20
2016-04-11 00:43:26,0.0,42.219.159.186,42.219.159.159,520,520,UDP,.A....,0,0,2,604,background,604,0,2606,20
