te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:04:22,0.0,56.228.87.2,42.219.148.18,14898,5222,TCP,....S.,0,16,1,40,background,2,0,262,0
2016-04-11 00:06:35,0.0,176.116.195.149,42.219.148.18,5185,5074,UDP,.A....,0,40,1,440,background,40,0,395,133
2016-04-11 00:10:08,0.0,200.95.34.164,42.219.148.18,1319,80,TCP,....S.,0,40,1,52,background,440,0,608,213
2016-04-11 00:10:37,0.0,69.81.144.249,42.219.148.18,51380,19,UDP,.A....,0,40,1,28,background,52,0,637,29
2016-04-11 00:16:00,0.0,246.183.3.40,42.219.148.18,50222,3306,TCP,....S.,0,40,1,40,background,28,0,960,323
2016-04-11 00:16:01,0.0,192.253.239.94,42.219.148.18,35912,8000,TCP,....S.,0,72,1,40,background,40,0,961,1
2016-04-11 00:18:18,0.0,204.223.22.109,42.219.148.18,46681,5003,TCP,....S.,0,0,1,40,background,40,0,1098,137
2016-04-11 00:19:31,0.0,165.202.36.149,42.219.148.18,45278,8080,TCP,....S.,0,0,1,40,background,40,0,1171,73
2016-04-11 00:21:56,0.0,42.9.7.17,42.219.148.18,3619,445,TCP,....S.,0,72,1,48,background,40,0,1316,145
2016-04-11 00:23:09,0.0,176.116.195.149,42.219.148.18,5218,5075,UDP,.A....,0,40,1,441,background,48,0,1389,73
2016-04-11 00:27:28,0.0,33.12.117.59,42.219.148.18,5484,5580,UDP,.A....,0,0,1,442,background,441,0,1648,259
2016-04-11 00:27:30,0.0,217.231.240.54,42.219.148.18,39255,2121,TCP,....S.,0,40,1,40,background,442,0,1650,2
2016-04-11 00:28:10,0.0,33.12.107.16,42.219.148.18,5060,5060,UDP,.A....,0,0,1,445,background,40,0,1690,40
2016-04-11 00:30:32,0.0,93.179.112.232,42.219.148.18,56733,5900,TCP,....S.,0,0,1,40,background,445,0,1832,142
2016-04-11 00:30:33,0.0,93.179.112.232,42.219.148.18,56733,5900,TCP,....S.,0,0,1,40,background,40,0,1833,1
2016-04-11 00:30:46,0.0,240.62.27.30,42.219.148.18,40542,21320,TCP,....S.,0,0,1,40,background,40,0,1846,13
2016-04-11 00:35:49,0.0,182.42.182.186,42.219.148.18,9090,22,TCP,....S.,0,40,1,40,background,40,0,2149,303
2016-04-11 00:39:40,0.0,176.116.195.149,42.219.148.18,5137,5065,UDP,.A....,0,40,1,441,background,40,0,2380,231
2016-04-11 00:43:04,0.0,225.230.216.251,42.219.148.18,6000,3306,TCP,....S.,0,40,1,40,background,441,0,2584,204
2016-04-11 00:44:41,0.0,237.41.247.88,42.219.148.18,20000,53,UDP,.A....,0,40,1,70,background,40,0,2681,97
2016-04-11 00:45:02,0.0,60.133.101.194,42.219.148.18,5145,5060,UDP,.A....,0,40,1,445,background,70,0,2702,21
2016-04-11 00:45:49,0.0,227.123.84.132,42.219.148.18,57208,8080,TCP,....S.,0,40,1,40,background,445,0,2749,47
2016-04-11 00:47:45,0.0,82.167.246.233,42.219.148.18,41620,1900,UDP,.A....,0,0,1,125,background,40,0,2865,116
2016-04-11 00:52:47,0.0,216.156.202.228,42.219.148.18,5068,5060,UDP,.A....,0,40,1,445,background,125,0,3167,302
2016-04-11 00:56:12,0.0,176.116.195.149,42.219.148.18,5090,6000,UDP,.A....,0,40,1,440,background,445,0,3372,205
2016-04-11 00:58:26,0.0,224.7.72.145,42.219.148.18,6773,8080,TCP,....S.,0,40,1,40,background,440,0,3506,134
2016-04-11 01:03:50,0.0,73.213.27.178,42.219.148.18,20001,53,UDP,.A....,0,40,1,70,background,40,1,3830,324
2016-04-11 01:07:35,0.0,69.81.144.249,42.219.148.18,38399,17,UDP,.A....,0,40,1,28,background,70,1,4055,225
2016-04-11 01:10:17,0.0,57.37.189.45,42.219.148.18,42647,23,TCP,....S.,0,72,1,48,background,28,1,4217,162
2016-04-11 01:12:44,0.0,176.116.195.149,42.219.148.18,5108,5040,UDP,.A....,0,40,1,442,background,48,1,4364,147
2016-04-11 01:12:51,0.0,213.82.166.3,42.219.148.18,5724,5060,UDP,.A....,0,40,1,441,background,442,1,4371,7
