te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable
2016-04-11 00:03:35,0.07200000000000001,69.30.89.92,42.219.153.172,50466,110,TCP,.AP.SF,0,40,5,274,background
2016-04-11 00:03:35,0.084,42.219.153.172,69.30.89.92,110,50466,TCP,.AP.SF,0,0,5,332,background
2016-04-11 00:05:07,0.0,32.64.23.193,42.219.153.172,48306,110,TCP,...R..,0,8,2,80,background
2016-04-11 00:05:07,0.392,32.64.23.193,42.219.153.172,48306,110,TCP,.AP.SF,0,0,5,274,background
2016-04-11 00:05:07,0.396,42.219.153.172,32.64.23.193,110,48306,TCP,.AP.SF,0,0,5,332,background
2016-04-11 00:05:21,3.0039999999999996,213.118.230.230,42.219.153.172,59482,23,TCP,....S.,0,0,2,104,background
2016-04-11 00:06:24,0.0,176.116.195.149,42.219.153.172,5185,5074,UDP,.A....,0,40,1,442,background
2016-04-11 00:08:35,0.055999999999999994,42.219.153.172,69.30.89.92,110,51306,TCP,.AP.SF,0,0,5,332,background
2016-04-11 00:08:35,0.055999999999999994,69.30.89.92,42.219.153.172,51306,110,TCP,.AP.SF,0,40,5,274,background
2016-04-11 00:10:07,0.248,42.219.153.172,203.200.24.169,110,46063,TCP,.AP.SF,0,0,5,332,background
2016-04-11 00:10:07,0.376,203.200.24.169,42.219.153.172,46063,110,TCP,.APRSF,0,72,7,354,background
2016-04-11 00:11:02,7.007999999999999,136.121.35.109,42.219.153.172,48500,23,TCP,....S.,0,40,4,240,background
2016-04-11 00:13:35,0.136,187.110.192.192,42.219.153.172,48840,110,TCP,.AP.SF,0,0,5,274,background
2016-04-11 00:13:35,0.136,42.219.153.172,187.110.192.192,110,48840,TCP,.AP.SF,0,0,5,332,background
2016-04-11 00:14:44,0.0,62.40.208.28,42.219.153.172,41656,3392,TCP,....S.,0,0,1,40,background
2016-04-11 00:15:07,0.156,42.219.153.172,79.242.41.57,110,35373,TCP,.AP.SF,0,0,6,384,background
2016-04-11 00:15:07,0.204,79.242.41.57,42.219.153.172,35373,110,TCP,.APRSF,0,0,7,354,background
2016-04-11 00:16:00,0.0,246.183.3.40,42.219.153.172,48355,3306,TCP,....S.,0,40,1,40,background
2016-04-11 00:17:13,3.812,226.91.87.33,42.219.153.172,3224,53413,UDP,.A....,0,40,2,58,background
2016-04-11 00:18:19,0.0,204.223.22.109,42.219.153.172,46681,5003,TCP,....S.,0,0,1,40,background
2016-04-11 00:18:40,0.055999999999999994,42.219.153.172,69.30.89.92,110,54307,TCP,.AP.SF,0,0,5,332,background
2016-04-11 00:18:40,0.055999999999999994,69.30.89.92,42.219.153.172,54307,110,TCP,.AP.SF,0,40,5,274,background
2016-04-11 00:20:07,0.23199999999999998,42.219.153.172,68.181.221.230,110,54396,TCP,.AP.SF,0,0,5,332,background
2016-04-11 00:20:07,0.348,68.181.221.230,42.219.153.172,54396,110,TCP,.APRSF,0,72,7,354,background
2016-04-11 00:21:40,0.0,42.9.7.17,42.219.153.172,3555,445,TCP,....S.,0,72,1,48,background
2016-04-11 00:22:57,0.0,176.116.195.149,42.219.153.172,5218,5075,UDP,.A....,0,40,1,441,background
2016-04-11 00:23:41,0.132,187.110.192.192,42.219.153.172,55493,110,TCP,.AP.SF,0,0,5,274,background
2016-04-11 00:23:41,0.132,42.219.153.172,187.110.192.192,110,55493,TCP,.AP.SF,0,0,5,332,background
2016-04-11 00:25:07,0.096,42.219.153.172,223.220.38.195,110,42568,TCP,.AP.SF,0,0,5,332,background
2016-04-11 00:25:07,0.14,223.220.38.195,42.219.153.172,42568,110,TCP,.APRSF,0,0,7,354,background
2016-04-11 00:27:17,0.0,33.12.117.59,42.219.153.172,5484,5580,UDP,.A....,0,0,1,441,background
2016-04-11 00:28:10,0.0,33.12.107.16,42.219.153.172,5060,5060,UDP,.A....,0,0,1,446,background
2016-04-11 00:28:16,0.0,217.231.240.54,42.219.153.172,39255,2121,TCP,....S.,0,40,1,40,background
2016-04-11 00:28:41,0.132,187.110.192.192,42.219.153.172,60426,110,TCP,.AP.SF,0,0,5,274,background
2016-04-11 00:28:41,0.132,42.219.153.172,187.110.192.192,110,60426,TCP,.AP.SF,0,0,5,332,background
2016-04-11 00:30:07,0.34,42.219.153.172,85.232.108.153,110,51881,TCP,.AP.SF,0,0,5,332,background
2016-04-11 00:30:07,0.512,85.232.108.153,42.219.153.172,51881,110,TCP,.APRSF,0,0,7,354,background
2016-04-11 00:31:05,0.0,79.6.149.185,42.219.153.172,60473,21,TCP,....S.,0,2,1,48,background
2016-04-11 00:31:05,0.252,42.219.153.172,79.6.149.185,21,60473,TCP,.AP.SF,0,0,8,462,background
2016-04-11 00:31:05,0.252,79.6.149.185,42.219.153.172,60473,21,TCP,.APR.F,0,0,10,439,background
2016-04-11 00:33:41,0.14400000000000002,187.110.192.192,42.219.153.172,37499,110,TCP,.AP.SF,0,0,5,274,background
2016-04-11 00:33:41,0.14400000000000002,42.219.153.172,187.110.192.192,110,37499,TCP,.AP.SF,0,0,5,332,background
2016-04-11 00:35:07,0.1,42.219.153.172,168.35.233.41,110,33095,TCP,.AP.SF,0,0,5,332,background
2016-04-11 00:35:07,0.14800000000000002,168.35.233.41,42.219.153.172,33095,110,TCP,.APRSF,0,40,7,354,background
2016-04-11 00:35:49,0.0,182.42.182.186,42.219.153.172,9090,22,TCP,....S.,0,40,1,40,background
2016-04-11 00:38:41,0.027999999999999997,91.74.89.126,42.219.153.172,40011,110,TCP,.AP.SF,0,40,5,274,background
2016-04-11 00:38:41,0.032,42.219.153.172,91.74.89.126,110,40011,TCP,.AP.SF,0,0,5,332,background
2016-04-11 00:39:28,0.0,176.116.195.149,42.219.153.172,5137,5065,UDP,.A....,0,40,1,441,background
2016-04-11 00:40:07,0.22,42.219.153.172,199.95.15.126,110,34097,TCP,.AP.SF,0,0,5,332,background
2016-04-11 00:40:07,0.336,199.95.15.126,42.219.153.172,34097,110,TCP,.APRSF,0,40,7,354,background
2016-04-11 00:43:04,0.0,225.230.216.251,42.219.153.172,6000,3306,TCP,....S.,0,40,1,40,background
2016-04-11 00:43:43,0.136,42.219.153.172,187.110.192.192,110,45625,TCP,.AP.SF,0,0,5,332,background
2016-04-11 00:43:43,0.14400000000000002,187.110.192.192,42.219.153.172,45625,110,TCP,.AP.SF,0,0,5,274,background
2016-04-11 00:43:56,8.996,70.78.68.27,42.219.153.172,54051,23,TCP,....S.,0,72,3,168,background
2016-04-11 00:44:41,0.0,237.41.247.88,42.219.153.172,20000,53,UDP,.A....,0,40,1,70,background
2016-04-11 00:45:00,0.0,60.133.101.194,42.219.153.172,5145,5060,UDP,.A....,0,40,1,444,background
2016-04-11 00:45:07,0.384,42.219.153.172,189.110.169.54,110,40043,TCP,.AP.SF,0,0,5,332,background
2016-04-11 00:45:07,0.568,189.110.169.54,42.219.153.172,40043,110,TCP,.APRSF,0,72,7,354,background
2016-04-11 00:47:43,0.0,82.167.246.233,42.219.153.172,41620,1900,UDP,.A....,0,0,1,125,background
2016-04-11 00:48:43,0.055999999999999994,42.219.153.172,69.30.89.92,110,34313,TCP,.AP.SF,0,0,5,332,background
