te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable
2016-04-11 00:05:49,0.0,164.225.245.79,42.219.153.215,12200,55002,TCP,....S.,0,72,1,40,background
2016-04-11 00:06:24,0.0,176.116.195.149,42.219.153.215,5185,5074,UDP,.A....,0,40,1,440,background
2016-04-11 00:10:36,0.0,78.71.64.22,42.219.153.215,59117,22,TCP,....S.,0,8,1,48,background
2016-04-11 00:11:03,7.0120000000000005,136.121.35.109,42.219.153.215,46050,23,TCP,....S.,0,40,4,240,background
2016-04-11 00:13:01,0.716,42.219.153.215,75.179.204.192,80,26816,TCP,.AP.SF,0,0,5,745,background
2016-04-11 00:13:01,0.716,75.179.204.192,42.219.153.215,26816,80,TCP,.AP.SF,0,72,6,440,background
2016-04-11 00:13:02,0.696,42.219.153.215,75.179.204.226,80,19630,TCP,.AP.SF,0,0,5,745,background
2016-04-11 00:13:02,0.7,75.179.204.226,42.219.153.215,19630,80,TCP,.AP.SF,0,72,6,440,background
2016-04-11 00:16:00,0.0,246.183.3.40,42.219.153.215,48401,3306,TCP,....S.,0,40,1,40,background
2016-04-11 00:16:30,0.0,240.33.231.48,42.219.153.215,80,17054,TCP,.A..S.,0,40,1,44,background
2016-04-11 00:17:17,7.096,226.91.87.33,42.219.153.215,2208,53413,UDP,.A....,0,40,3,87,background
2016-04-11 00:17:20,0.0,242.101.129.130,42.219.153.215,42095,443,TCP,....S.,0,0,1,40,background
2016-04-11 00:17:20,0.0,42.219.153.215,242.101.129.130,443,42095,TCP,.A..S.,0,0,1,44,background
2016-04-11 00:17:21,0.0,242.101.129.130,42.219.153.215,42095,443,TCP,...R..,0,8,1,40,background
2016-04-11 00:18:19,0.0,204.223.22.109,42.219.153.215,46681,5003,TCP,....S.,0,0,1,40,background
2016-04-11 00:21:40,0.0,42.9.7.17,42.219.153.215,3602,445,TCP,....S.,0,72,1,48,background
2016-04-11 00:22:57,0.0,176.116.195.149,42.219.153.215,5218,5075,UDP,.A....,0,40,1,441,background
2016-04-11 00:27:17,0.0,33.12.117.59,42.219.153.215,5484,5580,UDP,.A....,0,0,1,444,background
2016-04-11 00:27:21,0.0,217.231.240.54,42.219.153.215,39255,2121,TCP,....S.,0,40,1,40,background
2016-04-11 00:28:10,0.0,33.12.107.16,42.219.153.215,5060,5060,UDP,.A....,0,0,1,445,background
2016-04-11 00:35:49,0.0,182.42.182.186,42.219.153.215,9090,22,TCP,....S.,0,40,1,40,background
2016-04-11 00:39:29,0.0,176.116.195.149,42.219.153.215,5137,5065,UDP,.A....,0,40,1,440,background
2016-04-11 00:41:21,0.0,232.161.30.113,42.219.153.215,44002,23,TCP,....S.,0,40,1,60,background
2016-04-11 00:43:04,0.0,225.230.216.251,42.219.153.215,6000,3306,TCP,....S.,0,40,1,40,background
2016-04-11 00:44:41,0.0,237.41.247.88,42.219.153.215,20000,53,UDP,.A....,0,40,1,70,background
2016-04-11 00:45:00,0.0,60.133.101.194,42.219.153.215,5145,5060,UDP,.A....,0,40,1,444,background
2016-04-11 00:47:41,0.0,82.167.246.233,42.219.153.215,41620,1900,UDP,.A....,0,0,1,125,background
2016-04-11 00:49:57,0.0,208.43.182.148,42.219.153.215,48540,29081,TCP,....S.,0,40,1,40,background
2016-04-11 00:52:47,0.0,216.156.202.228,42.219.153.215,5068,5060,UDP,.A....,0,40,1,446,background
2016-04-11 00:56:00,0.0,176.116.195.149,42.219.153.215,5090,6000,UDP,.A....,0,40,1,439,background
2016-04-11 00:58:26,0.0,224.7.72.145,42.219.153.215,293,8080,TCP,....S.,0,40,1,40,background
2016-04-11 00:58:35,0.0,42.219.153.215,82.6.252.214,443,53293,TCP,.A..S.,0,0,1,44,background
2016-04-11 00:58:35,0.192,82.6.252.214,42.219.153.215,53293,443,TCP,...RS.,0,0,2,80,background
2016-04-11 00:58:35,0.764,42.219.153.215,82.6.252.214,443,57268,TCP,.AP.SF,0,0,10,3355,background
2016-04-11 00:58:36,0.9520000000000001,82.6.252.214,42.219.153.215,57268,443,TCP,.APRSF,0,0,14,1265,background
2016-04-11 00:59:34,0.168,42.219.153.215,209.150.110.93,443,48725,TCP,.AP.S.,0,0,5,3210,background
2016-04-11 00:59:34,0.252,209.150.110.93,42.219.153.215,48725,443,TCP,.APRS.,0,0,7,537,background
2016-04-11 01:01:09,0.0,105.190.217.12,42.219.153.215,22,15648,TCP,.A..S.,0,0,1,44,background
2016-04-11 01:03:50,0.0,73.213.27.178,42.219.153.215,20001,53,UDP,.A....,0,40,1,70,background
2016-04-11 01:08:51,8.996,232.121.196.242,42.219.153.215,3095,23,TCP,....S.,0,40,3,180,background
2016-04-11 01:11:46,0.0,213.82.166.3,42.219.153.215,5724,5060,UDP,.A....,0,40,1,441,background
2016-04-11 01:12:33,0.0,176.116.195.149,42.219.153.215,5108,5040,UDP,.A....,0,40,1,439,background
2016-04-11 01:13:50,3.7039999999999997,42.219.153.215,85.238.114.150,80,38150,TCP,.AP.SF,0,0,4,790,background
2016-04-11 01:13:50,3.932,85.238.114.150,42.219.153.215,38150,80,TCP,.AP.SF,0,0,6,545,background
2016-04-11 01:14:25,0.0,236.43.144.65,42.219.153.215,6000,3306,TCP,....S.,0,0,1,40,background
2016-04-11 01:15:06,0.68,42.219.153.215,75.179.204.236,80,21929,TCP,.AP.SF,0,0,5,745,background
2016-04-11 01:15:06,0.68,75.179.204.236,42.219.153.215,21929,80,TCP,.AP.SF,0,72,6,440,background
2016-04-11 01:15:11,0.6679999999999999,42.219.153.215,75.179.204.244,80,20500,TCP,.AP.SF,0,0,5,745,background
2016-04-11 01:15:11,0.672,75.179.204.244,42.219.153.215,20500,80,TCP,.AP.SF,0,72,6,440,background
2016-04-11 01:19:58,0.0,194.231.171.145,42.219.153.215,34680,5560,TCP,....S.,0,40,1,40,background
2016-04-11 01:20:13,0.0,240.62.27.30,42.219.153.215,41597,21320,TCP,....S.,0,0,1,40,background
2016-04-11 01:21:29,3.0,129.119.153.239,42.219.153.215,39868,23,TCP,....S.,0,72,2,104,background
2016-04-11 01:32:44,0.0,198.132.59.191,42.219.153.215,17449,5000,TCP,....S.,0,40,1,40,background
2016-04-11 01:35:08,0.0,246.205.68.186,42.219.153.215,14064,22,TCP,....S.,0,40,1,48,background
2016-04-11 01:36:15,0.0,242.103.59.11,42.219.153.215,54402,102,TCP,....S.,0,0,1,40,background
2016-04-11 01:45:40,0.0,33.12.99.120,42.219.153.215,5380,5060,UDP,.A....,0,0,1,446,background
2016-04-11 01:49:02,0.0,248.30.147.185,42.219.153.215,4935,3389,TCP,....S.,0,40,1,52,background
2016-04-11 01:51:00,0.16399999999999998,42.219.153.215,194.233.65.66,80,53967,TCP,.AP.S.,0,0,3,738,background
2016-04-11 01:51:00,0.312,194.233.65.66,42.219.153.215,53967,80,TCP,.AP.S.,0,0,4,440,background
2016-04-11 01:51:14,0.0,42.219.153.215,194.233.65.66,80,53967,TCP,.A...F,0,0,1,52,background
2016-04-11 01:51:14,0.152,194.233.65.66,42.219.153.215,53967,80,TCP,.A...F,0,0,2,104,background
2016-04-11 01:53:41,0.0,36.37.136.91,42.219.153.215,5060,5060,UDP,.A....,0,0,1,435,background
2016-04-11 01:58:51,0.0,69.124.8.90,42.219.153.215,38328,123,UDP,.A....,0,40,1,37,background
2016-04-11 02:01:32,0.616,42.219.153.215,170.235.243.130,443,51278,TCP,.AP.SF,0,0,9,4307,background
2016-04-11 02:01:34,0.728,170.235.243.130,42.219.153.215,51278,443,TCP,.APRS.,0,72,12,1218,background
2016-04-11 02:01:54,9.0,72.228.239.40,42.219.153.215,4653,4028,TCP,....S.,0,72,3,180,background
2016-04-11 02:07:04,0.0,87.69.231.133,42.219.153.215,41751,23,TCP,....S.,0,40,1,40,background
2016-04-11 02:07:30,0.0,32.100.20.28,42.219.153.215,41478,448,TCP,....S.,0,40,1,40,background
2016-04-11 02:07:55,0.0,217.156.57.81,42.219.153.215,6764,5061,UDP,.A....,0,40,1,434,background
2016-04-11 02:07:55,0.0,217.156.57.81,42.219.153.215,6764,5062,UDP,.A....,0,40,1,435,background
2016-04-11 02:07:56,0.0,217.156.57.81,42.219.153.215,6764,5063,UDP,.A....,0,40,1,436,background
2016-04-11 02:07:56,0.0,217.156.57.81,42.219.153.215,6764,5064,UDP,.A....,0,40,1,436,background
2016-04-11 02:07:56,0.0,217.156.57.81,42.219.153.215,6764,5065,UDP,.A....,0,40,1,435,background
2016-04-11 02:07:57,0.0,217.156.57.81,42.219.153.215,6764,5066,UDP,.A....,0,40,1,436,background
2016-04-11 02:07:57,0.0,217.156.57.81,42.219.153.215,6764,5067,UDP,.A....,0,40,1,430,background
2016-04-11 02:07:57,0.0,217.156.57.81,42.219.153.215,6764,5068,UDP,.A....,0,40,1,432,background
2016-04-11 02:07:57,0.0,217.156.57.81,42.219.153.215,6764,5069,UDP,.A....,0,40,1,435,background
2016-04-11 02:07:58,0.0,217.156.57.81,42.219.153.215,6764,5070,UDP,.A....,0,40,1,435,background
2016-04-11 02:07:58,0.0,217.156.57.81,42.219.153.215,6764,5071,UDP,.A....,0,40,1,433,background
2016-04-11 02:07:58,0.0,217.156.57.81,42.219.153.215,6764,5072,UDP,.A....,0,40,1,435,background
2016-04-11 02:07:58,0.0,217.156.57.81,42.219.153.215,6764,5073,UDP,.A....,0,40,1,434,background
2016-04-11 02:07:59,0.0,217.156.57.81,42.219.153.215,6764,5074,UDP,.A....,0,40,1,435,background
2016-04-11 02:07:59,0.0,217.156.57.81,42.219.153.215,6764,5075,UDP,.A....,0,40,1,435,background
2016-04-11 02:07:59,0.0,217.156.57.81,42.219.153.215,6764,5076,UDP,.A....,0,40,1,434,background
2016-04-11 02:07:59,0.0,217.156.57.81,42.219.153.215,6764,5077,UDP,.A....,0,40,1,433,background
2016-04-11 02:07:59,0.0,217.156.57.81,42.219.153.215,6764,5078,UDP,.A....,0,40,1,435,background
2016-04-11 02:07:59,0.0,217.156.57.81,42.219.153.215,6764,5079,UDP,.A....,0,40,1,435,background
2016-04-11 02:08:00,0.0,217.156.57.81,42.219.153.215,6764,5080,UDP,.A....,0,40,1,433,background
2016-04-11 02:08:00,0.0,217.156.57.81,42.219.153.215,6764,5081,UDP,.A....,0,40,1,435,background
2016-04-11 02:08:00,0.0,217.156.57.81,42.219.153.215,6764,5082,UDP,.A....,0,40,1,436,background
2016-04-11 02:08:00,0.0,217.156.57.81,42.219.153.215,6764,5083,UDP,.A....,0,40,1,434,background
2016-04-11 02:08:00,0.0,217.156.57.81,42.219.153.215,6764,5084,UDP,.A....,0,40,1,435,background
2016-04-11 02:08:00,0.0,217.156.57.81,42.219.153.215,6764,5085,UDP,.A....,0,40,1,435,background
2016-04-11 02:08:01,0.0,217.156.57.81,42.219.153.215,6764,5086,UDP,.A....,0,40,1,434,background
2016-04-11 02:08:01,0.0,217.156.57.81,42.219.153.215,6764,5087,UDP,.A....,0,40,1,435,background
2016-04-11 02:08:01,0.0,217.156.57.81,42.219.153.215,6764,5088,UDP,.A....,0,40,1,434,background
2016-04-11 02:08:01,0.0,217.156.57.81,42.219.153.215,6764,5089,UDP,.A....,0,40,1,433,background
2016-04-11 02:08:01,0.0,217.156.57.81,42.219.153.215,6764,5090,UDP,.A....,0,40,1,435,background
2016-04-11 02:11:58,0.0,242.100.234.89,42.219.153.215,46066,8123,TCP,....S.,0,0,1,40,background
2016-04-11 02:13:42,0.0,242.100.247.131,42.219.153.215,34129,8888,TCP,....S.,0,0,1,40,background
2016-04-11 02:13:51,0.66,42.219.153.215,75.179.204.96,80,46393,TCP,.AP.SF,0,0,5,745,background
2016-04-11 02:13:51,0.664,75.179.204.96,42.219.153.215,46393,80,TCP,.AP.SF,0,72,6,440,background
2016-04-11 02:13:55,0.716,75.179.204.96,42.219.153.215,46394,80,TCP,.AP.SF,0,72,6,440,background
2016-04-11 02:13:55,0.72,42.219.153.215,75.179.204.96,80,46394,TCP,.AP.SF,0,0,5,745,background
2016-04-11 02:14:16,0.0,127.205.43.74,42.219.153.215,26304,53,UDP,.A....,0,72,1,69,background
2016-04-11 02:14:16,0.0,127.205.43.74,42.219.153.215,34567,53,UDP,.A....,0,72,1,69,background
2016-04-11 02:14:17,0.0,127.205.43.74,42.219.153.215,59315,53,UDP,.A....,0,72,1,69,background
2016-04-11 02:14:17,0.0,127.205.43.74,42.219.153.215,60102,53,UDP,.A....,0,72,1,69,background
2016-04-11 02:14:18,0.0,127.205.43.74,42.219.153.215,38530,53,UDP,.A....,0,72,1,69,background
2016-04-11 02:14:19,0.0,127.205.43.74,42.219.153.215,35196,53,UDP,.A....,0,72,1,69,background
2016-04-11 02:14:20,0.0,127.205.43.74,42.219.153.215,30547,53,UDP,.A....,0,72,1,69,background
2016-04-11 02:14:21,0.0,127.205.43.74,42.219.153.215,32365,53,UDP,.A....,0,72,1,69,background
2016-04-11 02:14:22,0.0,127.205.43.74,42.219.153.215,61561,53,UDP,.A....,0,72,1,69,background
2016-04-11 02:14:23,0.0,127.205.43.74,42.219.153.215,7303,53,UDP,.A....,0,72,1,69,background
2016-04-11 02:17:45,0.0,222.156.17.131,42.219.153.215,46690,9443,TCP,....S.,0,40,1,40,background
2016-04-11 02:18:37,0.0,69.81.144.249,42.219.153.215,39346,17,UDP,.A....,0,40,1,28,background
2016-04-11 02:18:41,0.0,222.156.17.131,42.219.153.215,46690,8443,TCP,....S.,0,40,1,40,background
2016-04-11 02:18:46,0.0,42.219.153.215,222.156.17.131,443,46690,TCP,.A..S.,0,0,1,44,background
2016-04-11 02:18:46,0.04,222.156.17.131,42.219.153.215,46690,443,TCP,...RS.,0,40,3,120,background
