te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable
2016-04-11 00:05:12,0.0,79.141.59.8,42.219.148.236,32775,20012,TCP,....S.,0,40,1,60,background
2016-04-11 00:05:33,21.0,79.141.59.8,42.219.148.236,41149,23,TCP,....S.,0,40,4,240,background
2016-04-11 00:06:35,0.0,176.116.195.149,42.219.148.236,5185,5074,UDP,.A....,0,40,1,440,background
2016-04-11 00:12:43,0.0,237.158.111.243,42.219.148.236,36171,23,TCP,....S.,0,40,1,52,background
2016-04-11 00:13:40,21.0,245.134.12.170,42.219.148.236,49118,20012,TCP,....S.,0,72,4,240,background
2016-04-11 00:15:37,8.992,67.17.30.114,42.219.148.236,34312,20012,TCP,....S.,0,72,3,180,background
2016-04-11 00:15:40,2.9960000000000004,67.17.30.114,42.219.148.236,58636,23,TCP,....S.,0,72,2,120,background
2016-04-11 00:16:00,0.0,246.183.3.40,42.219.148.236,50093,3306,TCP,....S.,0,40,1,40,background
2016-04-11 00:16:01,20.996,79.141.76.42,42.219.148.236,48019,20012,TCP,....S.,0,40,4,240,background
2016-04-11 00:16:10,0.0,233.138.185.46,42.219.148.236,0,2048,ICMP,.A....,0,0,1,28,background
2016-04-11 00:16:25,0.0,79.141.76.42,42.219.148.236,48019,20012,TCP,....S.,0,40,1,60,background
2016-04-11 00:16:31,0.0,165.202.36.149,42.219.148.236,45278,8080,TCP,....S.,0,0,1,40,background
2016-04-11 00:17:13,0.0,79.141.76.42,42.219.148.236,48019,20012,TCP,....S.,0,40,1,60,background
2016-04-11 00:17:45,9.0,79.141.33.115,42.219.148.236,55878,20012,TCP,....S.,0,40,3,180,background
2016-04-11 00:17:57,0.0,79.141.33.115,42.219.148.236,55878,20012,TCP,....S.,0,40,1,60,background
2016-04-11 00:18:02,0.0,204.223.22.109,42.219.148.236,46681,5003,TCP,....S.,0,0,1,40,background
2016-04-11 00:18:21,0.0,79.141.33.115,42.219.148.236,55878,20012,TCP,....S.,0,40,1,60,background
2016-04-11 00:18:49,0.0,79.141.76.42,42.219.148.236,57306,23,TCP,....S.,0,40,1,60,background
2016-04-11 00:19:09,0.0,79.141.33.115,42.219.148.236,55878,20012,TCP,....S.,0,40,1,60,background
2016-04-11 00:20:48,3.0,79.141.33.115,42.219.148.236,51925,23,TCP,....S.,0,40,2,120,background
2016-04-11 00:21:38,20.976,245.134.215.12,42.219.148.236,47113,20012,TCP,....S.,0,72,4,240,background
2016-04-11 00:21:56,0.0,42.9.7.17,42.219.148.236,3488,445,TCP,....S.,0,72,1,48,background
2016-04-11 00:22:02,0.0,245.134.215.12,42.219.148.236,47113,20012,TCP,....S.,0,72,1,60,background
2016-04-11 00:22:08,21.0,79.141.29.175,42.219.148.236,38084,20012,TCP,....S.,0,40,4,240,background
2016-04-11 00:22:14,21.0,79.141.69.15,42.219.148.236,52660,20012,TCP,....S.,0,40,4,240,background
