te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable
2016-04-11 00:04:50,0.0,69.81.144.249,42.219.154.55,32813,19,UDP,.A....,0,40,1,28,background
2016-04-11 00:06:24,0.0,176.116.195.149,42.219.154.55,5185,5074,UDP,.A....,0,40,1,435,background
2016-04-11 00:07:21,0.0,42.219.154.55,67.136.233.69,53,15276,UDP,.A....,0,0,1,142,background
2016-04-11 00:07:21,0.0,67.136.233.69,42.219.154.55,15276,53,UDP,.A....,0,40,1,73,background
2016-04-11 00:08:01,0.0,42.219.154.55,56.207.76.118,53,999,UDP,.A....,0,0,1,65,background
2016-04-11 00:08:01,0.0,56.207.76.118,42.219.154.55,999,53,UDP,.A....,0,40,1,65,background
2016-04-11 00:10:45,0.0,223.220.85.48,42.219.154.55,57908,53,UDP,.A....,0,40,1,75,background
2016-04-11 00:10:45,0.0,42.219.154.55,223.220.85.48,53,57908,UDP,.A....,0,0,1,158,background
2016-04-11 00:11:20,5.0,158.127.153.10,42.219.154.55,47455,23,TCP,....S.,0,0,6,360,background
2016-04-11 00:12:38,0.0,127.205.43.68,42.219.154.55,54270,53,UDP,.A....,0,72,1,67,background
2016-04-11 00:12:38,0.0,42.219.154.55,127.205.43.68,53,54270,UDP,.A....,0,0,1,150,background
2016-04-11 00:13:44,0.0,127.205.43.94,42.219.154.55,48373,53,UDP,.A....,0,72,1,81,background
2016-04-11 00:13:44,0.0,42.219.154.55,127.205.43.94,53,48373,UDP,.A....,0,0,1,164,background
2016-04-11 00:13:58,0.0,127.205.43.94,42.219.154.55,17429,53,UDP,.A....,0,72,1,68,background
2016-04-11 00:13:58,0.0,42.219.154.55,127.205.43.94,53,17429,UDP,.A....,0,0,1,151,background
2016-04-11 00:15:44,0.0,127.205.43.94,42.219.154.55,21040,53,UDP,.A....,0,72,1,79,background
2016-04-11 00:15:44,0.0,42.219.154.55,127.205.43.94,53,21040,UDP,.A....,0,0,1,162,background
2016-04-11 00:16:00,0.0,246.183.3.40,42.219.154.55,48445,3306,TCP,....S.,0,40,1,40,background
2016-04-11 00:16:48,0.0,127.205.43.94,42.219.154.55,20336,53,UDP,.A....,0,72,1,80,background
2016-04-11 00:16:48,0.0,127.205.43.94,42.219.154.55,37009,53,UDP,.A....,0,72,1,78,background
2016-04-11 00:16:48,0.0,42.219.154.55,127.205.43.94,53,20336,UDP,.A....,0,0,1,163,background
2016-04-11 00:16:48,0.0,42.219.154.55,127.205.43.94,53,37009,UDP,.A....,0,0,1,161,background
2016-04-11 00:16:53,0.0,127.205.43.94,42.219.154.55,37899,53,UDP,.A....,0,72,1,81,background
2016-04-11 00:16:53,0.0,42.219.154.55,127.205.43.94,53,37899,UDP,.A....,0,0,1,164,background
2016-04-11 00:17:16,0.0,127.205.43.94,42.219.154.55,43777,53,UDP,.A....,0,72,1,83,background
2016-04-11 00:17:16,0.0,42.219.154.55,127.205.43.94,53,43777,UDP,.A....,0,0,1,166,background
2016-04-11 00:18:18,0.0,204.223.22.109,42.219.154.55,46681,5003,TCP,....S.,0,0,1,40,background
2016-04-11 00:20:38,0.0,193.40.48.125,42.219.154.55,53,1264,UDP,.A....,0,40,1,344,background
2016-04-11 00:20:38,0.0,193.40.48.125,42.219.154.55,53,7326,UDP,.A....,0,40,1,356,background
2016-04-11 00:20:38,0.0,42.219.154.55,193.40.48.125,1264,53,UDP,.A....,0,0,1,80,background
2016-04-11 00:20:38,0.0,42.219.154.55,193.40.48.125,7326,53,UDP,.A....,0,0,1,80,background
2016-04-11 00:20:38,0.0,42.219.154.55,57.67.0.81,34602,53,UDP,.A....,0,0,1,68,background
2016-04-11 00:20:38,0.0,42.219.154.55,57.67.1.35,21123,53,UDP,.A....,0,0,1,68,background
2016-04-11 00:20:38,0.0,42.219.154.55,60.6.196.50,13861,53,UDP,.A....,0,0,1,56,background
2016-04-11 00:20:38,0.0,42.219.154.55,60.6.196.50,52390,53,UDP,.A....,0,0,1,56,background
2016-04-11 00:20:38,0.0,57.67.0.81,42.219.154.55,0,0,UDP,......,0,0,1,136,background
2016-04-11 00:20:38,0.0,57.67.0.81,42.219.154.55,53,34602,UDP,.A....,0,0,1,1500,background
2016-04-11 00:20:38,0.0,57.67.1.35,42.219.154.55,53,21123,UDP,.A....,0,0,1,964,background
2016-04-11 00:20:38,0.0,60.6.196.50,42.219.154.55,53,13861,UDP,.A....,0,104,1,941,background
2016-04-11 00:20:38,0.0,60.6.196.50,42.219.154.55,53,52390,UDP,.A....,0,104,1,911,background
2016-04-11 00:21:41,0.0,42.9.7.17,42.219.154.55,3649,445,TCP,....S.,0,72,1,48,background
2016-04-11 00:22:57,0.0,176.116.195.149,42.219.154.55,5218,5075,UDP,.A....,0,40,1,440,background
2016-04-11 00:24:34,0.0,204.97.134.96,42.219.154.55,58313,53,UDP,.A....,0,0,1,98,background
2016-04-11 00:24:34,0.0,42.219.154.55,204.97.134.96,53,58313,UDP,.A....,0,0,1,135,background
2016-04-11 00:27:17,0.0,33.12.117.59,42.219.154.55,5484,5580,UDP,.A....,0,0,1,440,background
2016-04-11 00:27:56,0.0,76.225.198.94,42.219.154.55,0,771,ICMP,.A....,0,0,1,81,background
2016-04-11 00:28:10,0.0,33.12.107.16,42.219.154.55,5060,5060,UDP,.A....,0,0,1,443,background
2016-04-11 00:28:17,0.0,217.231.240.54,42.219.154.55,39255,2121,TCP,....S.,0,40,1,40,background
2016-04-11 00:28:40,0.0,32.100.20.28,42.219.154.55,41478,8083,TCP,....S.,0,40,1,40,background
2016-04-11 00:29:07,0.0,204.97.134.99,42.219.154.55,43710,53,UDP,.A....,0,0,1,95,background
2016-04-11 00:29:07,0.0,42.219.154.55,204.97.134.99,53,43710,UDP,.A....,0,0,1,132,background
2016-04-11 00:29:44,8.996,232.161.42.190,42.219.154.55,33036,23,TCP,....S.,0,40,3,180,background
2016-04-11 00:30:04,0.0,127.205.43.79,42.219.154.55,19501,53,UDP,.A....,0,72,1,78,background
2016-04-11 00:30:04,0.0,42.219.154.55,127.205.43.79,53,19501,UDP,.A....,0,0,1,161,background
2016-04-11 00:30:10,0.0,127.205.43.68,42.219.154.55,29005,53,UDP,.A....,0,72,1,75,background
2016-04-11 00:30:10,0.0,42.219.154.55,127.205.43.68,53,29005,UDP,.A....,0,0,1,158,background
2016-04-11 00:33:03,0.0,42.219.154.55,56.207.76.118,53,999,UDP,.A....,0,0,1,65,background
2016-04-11 00:33:03,0.0,56.207.76.118,42.219.154.55,999,53,UDP,.A....,0,40,1,65,background
2016-04-11 00:35:49,0.0,182.42.182.186,42.219.154.55,9090,22,TCP,....S.,0,40,1,40,background
2016-04-11 00:39:05,5.0,41.166.38.100,42.219.154.55,42057,23,TCP,....S.,0,40,6,360,background
2016-04-11 00:39:29,0.0,176.116.195.149,42.219.154.55,5137,5065,UDP,.A....,0,40,1,438,background
2016-04-11 00:40:53,0.0,204.97.134.98,42.219.154.55,62947,53,UDP,.A....,0,0,1,86,background
2016-04-11 00:40:53,0.0,42.219.154.55,204.97.134.98,53,62947,UDP,.A....,0,0,1,123,background
2016-04-11 00:41:38,0.0,127.205.43.76,42.219.154.55,13551,53,UDP,.A....,0,72,1,73,background
2016-04-11 00:41:38,0.0,42.219.154.55,127.205.43.76,53,13551,UDP,.A....,0,0,1,156,background
2016-04-11 00:42:55,0.0,40.23.18.236,42.219.154.55,0,0,TCP,UA....,0,40,1,60,background
2016-04-11 00:43:04,0.0,225.230.216.251,42.219.154.55,6000,3306,TCP,....S.,0,40,1,40,background
2016-04-11 00:43:31,0.0,127.205.43.95,42.219.154.55,27366,53,UDP,.A....,0,72,1,68,background
