te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:03:49,0.0,242.103.59.11,42.219.155.227,51730,102,TCP,....S.,0,0,1,40,background,2,0,229,0
2016-04-11 00:06:27,0.0,176.116.195.149,42.219.155.227,5185,5074,UDP,.A....,0,40,1,441,background,40,0,387,158
2016-04-11 00:07:45,0.0,227.123.84.75,42.219.155.227,52869,8080,TCP,....S.,0,40,1,40,background,441,0,465,78
2016-04-11 00:09:28,0.0,176.116.194.129,42.219.155.227,49717,666,TCP,....S.,0,40,1,40,background,40,0,568,103
2016-04-11 00:11:36,0.0,82.7.67.216,42.219.155.227,40607,1604,TCP,....S.,0,0,1,40,background,40,0,696,128
2016-04-11 00:14:31,1.0,164.25.162.246,42.219.155.227,55362,23,TCP,....S.,0,72,2,96,background,40,0,871,175
2016-04-11 00:16:00,0.0,246.183.3.40,42.219.155.227,48952,3306,TCP,....S.,0,40,1,40,background,96,0,960,89
2016-04-11 00:18:18,0.0,204.223.22.109,42.219.155.227,46681,5003,TCP,....S.,0,0,1,40,background,40,0,1098,138
2016-04-11 00:21:46,0.0,42.9.7.17,42.219.155.227,4158,445,TCP,....S.,0,72,1,48,background,40,0,1306,208
2016-04-11 00:23:01,0.0,176.116.195.149,42.219.155.227,5218,5075,UDP,.A....,0,40,1,441,background,48,0,1381,75
2016-04-11 00:24:27,0.0,41.28.255.1,42.219.155.227,40896,1072,TCP,....S.,0,0,1,40,background,441,0,1467,86
2016-04-11 00:27:20,0.0,33.12.117.59,42.219.155.227,5484,5580,UDP,.A....,0,0,1,443,background,40,0,1640,173
2016-04-11 00:27:40,0.0,217.231.240.54,42.219.155.227,39255,2121,TCP,....S.,0,40,1,40,background,443,0,1660,20
2016-04-11 00:28:10,0.0,33.12.107.16,42.219.155.227,5060,5060,UDP,.A....,0,0,1,445,background,40,0,1690,30
2016-04-11 00:35:49,0.0,182.42.182.186,42.219.155.227,9090,22,TCP,....S.,0,40,1,40,background,445,0,2149,459
2016-04-11 00:39:32,0.0,176.116.195.149,42.219.155.227,5137,5065,UDP,.A....,0,40,1,437,background,40,0,2372,223
2016-04-11 00:43:02,0.0,56.235.68.172,42.219.155.227,0,771,ICMP,.A....,0,40,1,81,background,437,0,2582,210
2016-04-11 00:43:04,0.0,225.230.216.251,42.219.155.227,6000,3306,TCP,....S.,0,40,1,40,background,81,0,2584,2
2016-04-11 00:44:41,0.0,237.41.247.88,42.219.155.227,20000,53,UDP,.A....,0,40,1,70,background,40,0,2681,97
2016-04-11 00:45:01,0.0,60.133.101.194,42.219.155.227,5145,5060,UDP,.A....,0,40,1,443,background,70,0,2701,20
2016-04-11 00:47:12,3.0,238.183.28.181,42.219.155.227,40495,23,TCP,....S.,0,72,2,104,background,443,0,2832,131
2016-04-11 00:47:46,0.0,82.167.246.233,42.219.155.227,41620,1900,UDP,.A....,0,0,1,125,background,104,0,2866,34
