te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:01:51,0.0,56.228.70.238,42.219.155.222,31632,2087,TCP,....S.,0,0,1,40,background,2,0,111,0
2016-04-11 00:04:49,0.0,238.121.76.141,42.219.155.222,21,58795,TCP,.A..S.,0,40,1,44,background,40,0,289,178
2016-04-11 00:06:27,0.0,176.116.195.149,42.219.155.222,5185,5074,UDP,.A....,0,40,1,439,background,44,0,387,98
2016-04-11 00:08:27,0.0,33.4.216.172,42.219.155.222,39164,8080,TCP,....S.,0,0,1,60,background,439,0,507,120
2016-04-11 00:18:23,0.0,204.223.22.109,42.219.155.222,46681,5003,TCP,....S.,0,0,1,40,background,60,0,1103,596
2016-04-11 00:21:44,0.0,42.9.7.17,42.219.155.222,4119,445,TCP,....S.,0,72,1,48,background,40,0,1304,201
2016-04-11 00:23:00,0.0,176.116.195.149,42.219.155.222,5218,5075,UDP,.A....,0,40,1,441,background,48,0,1380,76
2016-04-11 00:23:12,0.0,117.208.149.212,42.219.155.222,50978,143,TCP,....S.,0,72,1,40,background,441,0,1392,12
2016-04-11 00:23:12,0.0,117.208.149.213,42.219.155.222,56178,143,TCP,....S.,0,72,1,40,background,40,0,1392,0
2016-04-11 00:27:20,0.0,33.12.117.59,42.219.155.222,5484,5580,UDP,.A....,0,0,1,443,background,40,0,1640,248
2016-04-11 00:28:10,0.0,33.12.107.16,42.219.155.222,5060,5060,UDP,.A....,0,0,1,445,background,443,0,1690,50
2016-04-11 00:28:11,0.0,82.7.67.216,42.219.155.222,57446,1604,TCP,....S.,0,0,1,40,background,445,0,1691,1
2016-04-11 00:28:20,0.0,217.231.240.54,42.219.155.222,39255,2121,TCP,....S.,0,40,1,40,background,40,0,1700,9
2016-04-11 00:34:05,3.004,44.124.228.100,42.219.155.222,42951,23,TCP,....S.,0,72,2,104,background,40,0,2045,345
2016-04-11 00:35:34,0.0,242.103.59.11,42.219.155.222,36124,102,TCP,....S.,0,0,1,40,background,104,0,2134,89
2016-04-11 00:35:49,0.0,182.42.182.186,42.219.155.222,9090,22,TCP,....S.,0,40,1,40,background,40,0,2149,15
2016-04-11 00:39:32,0.0,176.116.195.149,42.219.155.222,5137,5065,UDP,.A....,0,40,1,440,background,40,0,2372,223
2016-04-11 00:43:04,0.0,225.230.216.251,42.219.155.222,6000,3306,TCP,....S.,0,40,1,40,background,440,0,2584,212
2016-04-11 00:44:41,0.0,237.41.247.88,42.219.155.222,20000,53,UDP,.A....,0,40,1,70,background,40,0,2681,97
2016-04-11 00:45:01,0.0,60.133.101.194,42.219.155.222,5145,5060,UDP,.A....,0,40,1,444,background,70,0,2701,20
2016-04-11 00:47:49,0.0,82.167.246.233,42.219.155.222,41620,1900,UDP,.A....,0,0,1,125,background,444,0,2869,168
2016-04-11 00:50:44,0.0,218.5.78.229,42.219.155.222,34294,53,UDP,.A....,0,72,1,65,background,125,0,3044,175
2016-04-11 00:52:08,0.0,69.81.144.249,42.219.155.222,36642,17,UDP,.A....,0,40,1,28,background,65,0,3128,84
2016-04-11 00:52:47,0.0,216.156.202.228,42.219.155.222,5068,5060,UDP,.A....,0,40,1,443,background,28,0,3167,39
2016-04-11 00:56:03,0.0,176.116.195.149,42.219.155.222,5090,6000,UDP,.A....,0,40,1,441,background,443,0,3363,196
2016-04-11 00:57:29,0.0,192.253.239.19,42.219.155.222,41992,8000,TCP,....S.,0,72,1,40,background,441,0,3449,86
2016-04-11 00:58:26,0.0,224.7.72.145,42.219.155.222,48294,8080,TCP,....S.,0,40,1,40,background,40,0,3506,57
2016-04-11 01:03:26,3.0,62.189.74.137,42.219.155.222,49061,23,TCP,....S.,0,40,2,104,background,40,1,3806,300
2016-04-11 01:03:50,0.0,73.213.27.178,42.219.155.222,20001,53,UDP,.A....,0,40,1,70,background,104,1,3830,24
2016-04-11 01:09:07,2.9960000000000004,64.17.188.111,42.219.155.222,41905,23,TCP,....S.,0,75,2,104,background,70,1,4147,317
2016-04-11 01:12:04,0.0,213.82.166.3,42.219.155.222,5724,5060,UDP,.A....,0,40,1,439,background,104,1,4324,177
2016-04-11 01:12:36,0.0,176.116.195.149,42.219.155.222,5108,5040,UDP,.A....,0,40,1,439,background,439,1,4356,32
2016-04-11 01:12:51,8.992,40.172.154.212,42.219.155.222,41319,23,TCP,....S.,0,0,3,180,background,439,1,4371,15
2016-04-11 01:13:10,0.0,208.43.183.102,42.219.155.222,49821,8893,TCP,....S.,0,40,1,40,background,180,1,4390,19
2016-04-11 01:13:38,0.0,192.253.239.36,42.219.155.222,52293,2222,TCP,....S.,0,72,1,40,background,40,1,4418,28
