te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:05:59,2.94,66.18.102.197,42.219.150.243,4136,445,TCP,....S.,0,72,2,96,background,2,0,359,0
2016-04-11 00:06:39,0.0,176.116.195.149,42.219.150.243,5185,5074,UDP,.A....,0,40,1,440,background,96,0,399,40
2016-04-11 00:07:54,0.0,165.202.36.149,42.219.150.243,45278,8080,TCP,....S.,0,72,1,40,background,440,0,474,75
2016-04-11 00:09:15,0.0,56.207.76.118,42.219.150.243,999,53,UDP,.A....,0,40,1,65,background,40,0,555,81
2016-04-11 00:16:00,0.0,246.183.3.40,42.219.150.243,50770,3306,TCP,....S.,0,40,1,40,background,65,0,960,405
2016-04-11 00:17:34,2.968,208.36.66.116,42.219.150.243,1190,445,TCP,....S.,0,72,2,96,background,40,0,1054,94
2016-04-11 00:18:06,0.0,204.223.22.109,42.219.150.243,46681,5003,TCP,....S.,0,72,1,40,background,96,0,1086,32
2016-04-11 00:21:21,0.0,69.81.144.249,42.219.150.243,47209,19,UDP,.A....,0,40,1,28,background,40,0,1281,195
2016-04-11 00:22:02,0.0,42.9.7.17,42.219.150.243,4173,445,TCP,....S.,0,72,1,48,background,28,0,1322,41
2016-04-11 00:23:12,0.0,176.116.195.149,42.219.150.243,5218,5075,UDP,.A....,0,40,1,440,background,48,0,1392,70
2016-04-11 00:27:17,0.0,217.231.240.54,42.219.150.243,39255,2121,TCP,....S.,0,40,1,40,background,440,0,1637,245
2016-04-11 00:27:32,0.0,33.12.117.59,42.219.150.243,5484,5580,UDP,.A....,0,72,1,442,background,40,0,1652,15
2016-04-11 00:28:10,0.0,33.12.107.16,42.219.150.243,5060,5060,UDP,.A....,0,72,1,443,background,442,0,1690,38
2016-04-11 00:28:14,8.996,44.72.40.71,42.219.150.243,4175,23,TCP,....S.,0,40,3,180,background,443,0,1694,4
2016-04-11 00:32:29,0.0,242.103.59.11,42.219.150.243,53305,102,TCP,....S.,0,72,1,40,background,180,0,1949,255
2016-04-11 00:32:40,0.0,225.38.88.117,42.219.150.243,0,0,TCP,.A....,0,40,1,60,background,40,0,1960,11
2016-04-11 00:34:17,0.0,56.207.76.118,42.219.150.243,999,53,UDP,.A....,0,40,1,65,background,60,0,2057,97
2016-04-11 00:35:15,0.0,64.14.70.172,42.219.150.243,4020,445,TCP,....S.,0,72,1,48,background,65,0,2115,58
2016-04-11 00:35:49,0.0,182.42.182.186,42.219.150.243,9090,22,TCP,....S.,0,40,1,40,background,48,0,2149,34
2016-04-11 00:38:24,0.0,56.228.69.74,42.219.150.243,31430,8099,TCP,....S.,0,72,1,40,background,40,0,2304,155
2016-04-11 00:39:44,0.0,176.116.195.149,42.219.150.243,5137,5065,UDP,.A....,0,40,1,437,background,40,0,2384,80
2016-04-11 00:43:04,0.0,225.230.216.251,42.219.150.243,6000,3306,TCP,....S.,0,40,1,40,background,437,0,2584,200
2016-04-11 00:44:41,0.0,237.41.247.88,42.219.150.243,20000,53,UDP,.A....,0,40,1,69,background,40,0,2681,97
2016-04-11 00:45:02,0.0,60.133.101.194,42.219.150.243,5145,5060,UDP,.A....,0,40,1,444,background,69,0,2702,21
2016-04-11 00:45:27,3.04,37.188.111.193,42.219.150.243,50688,23,TCP,....S.,0,72,2,104,background,444,0,2727,25
