te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:06:19,0.0,176.116.195.149,42.219.157.26,5185,5074,UDP,.A....,0,40,1,439,background,2,0,379,0
2016-04-11 00:11:28,5.992000000000001,224.4.180.162,42.219.157.26,59756,23,TCP,....S.,0,40,2,120,background,439,0,688,309
2016-04-11 00:11:43,0.0,56.207.76.118,42.219.157.26,999,53,UDP,.A....,0,40,1,65,background,120,0,703,15
2016-04-11 00:13:56,3.008,250.11.255.221,42.219.157.26,39244,23,TCP,....S.,0,0,2,104,background,65,0,836,133
2016-04-11 00:16:00,0.0,246.183.3.40,42.219.157.26,47433,3306,TCP,....S.,0,40,1,40,background,104,0,960,124
2016-04-11 00:18:13,0.0,204.223.22.109,42.219.157.26,46681,5003,TCP,....S.,0,0,1,40,background,40,0,1093,133
2016-04-11 00:21:32,0.0,42.9.7.17,42.219.157.26,4451,445,TCP,....S.,0,72,1,48,background,40,0,1292,199
2016-04-11 00:22:16,0.0,218.153.49.139,42.219.157.26,443,56865,TCP,...R..,0,24,1,40,background,48,0,1336,44
2016-04-11 00:22:52,0.0,176.116.195.149,42.219.157.26,5218,5075,UDP,.A....,0,40,1,440,background,40,0,1372,36
2016-04-11 00:24:22,3.0,233.61.214.217,42.219.157.26,56616,23,TCP,....S.,0,72,2,104,background,440,0,1462,90
2016-04-11 00:24:30,0.0,42.219.157.26,62.27.235.66,0,0,ICMP,.A....,0,40,1,32,background,104,0,1470,8
2016-04-11 00:24:30,0.0,62.27.235.66,42.219.157.26,0,2048,ICMP,.A....,0,40,1,32,background,32,0,1470,0
2016-04-11 00:27:11,0.0,33.12.117.59,42.219.157.26,5484,5580,UDP,.A....,0,0,1,442,background,32,0,1631,161
2016-04-11 00:27:50,0.0,217.231.240.54,42.219.157.26,39255,2121,TCP,....S.,0,40,1,40,background,442,0,1670,39
2016-04-11 00:28:10,0.0,33.12.107.16,42.219.157.26,5060,5060,UDP,.A....,0,0,1,444,background,40,0,1690,20
2016-04-11 00:33:44,9.012,233.112.169.169,42.219.157.26,54527,23,TCP,....S.,0,40,3,156,background,444,0,2024,334
2016-04-11 00:35:30,0.0,82.7.67.216,42.219.157.26,50109,1604,TCP,....S.,0,0,1,40,background,156,0,2130,106
2016-04-11 00:35:49,0.0,182.42.182.186,42.219.157.26,9090,22,TCP,....S.,0,40,1,40,background,40,0,2149,19
2016-04-11 00:36:21,0.0,192.253.239.74,42.219.157.26,59172,2222,TCP,....S.,0,72,1,40,background,40,0,2181,32
2016-04-11 00:36:45,0.0,56.207.76.118,42.219.157.26,999,53,UDP,.A....,0,40,1,65,background,40,0,2205,24
2016-04-11 00:36:57,0.0,69.81.144.249,42.219.157.26,48558,17,UDP,.A....,0,40,1,28,background,65,0,2217,12
2016-04-11 00:39:23,0.0,176.116.195.149,42.219.157.26,5137,5065,UDP,.A....,0,40,1,440,background,28,0,2363,146
2016-04-11 00:39:46,0.0,208.43.183.102,42.219.157.26,49821,8080,TCP,....S.,0,40,1,40,background,440,0,2386,23
2016-04-11 00:43:04,0.0,225.230.216.251,42.219.157.26,6000,3306,TCP,....S.,0,40,1,40,background,40,0,2584,198
2016-04-11 00:44:41,0.0,237.41.247.88,42.219.157.26,20000,53,UDP,.A....,0,40,1,69,background,40,0,2681,97
2016-04-11 00:44:59,0.0,60.133.101.194,42.219.157.26,5145,5060,UDP,.A....,0,40,1,444,background,69,0,2699,18
