te,sa,da,byt,teDelta
2016-04-11 00:00:08,42.219.154.184,158.142.129.14,396,8
2016-04-11 00:00:13,42.219.154.184,54.143.54.189,603,5
2016-04-11 00:00:19,42.219.154.184,63.79.179.9,28,6
2016-04-11 00:00:24,207.206.214.153,42.219.154.184,28,5
2016-04-11 00:00:26,42.219.154.184,214.21.235.54,28,2
2016-04-11 00:00:28,42.219.154.184,69.124.9.215,55,2
2016-04-11 00:00:33,42.219.154.184,79.31.84.8,1590115,5
2016-04-11 00:00:36,143.72.8.137,42.219.154.184,216575,3
2016-04-11 00:00:40,68.181.221.42,42.219.154.184,1601,4
2016-04-11 00:00:47,37.71.81.55,42.219.154.184,2188,7
2016-04-11 00:00:54,42.219.154.184,36.69.160.39,33,7
2016-04-11 00:00:55,169.108.217.205,42.219.154.184,31,1
2016-04-11 00:01:00,42.219.154.184,194.233.77.89,37959177,5
2016-04-11 00:01:02,42.219.154.184,211.59.175.28,58651838,2
2016-04-11 00:01:03,42.219.154.184,204.223.41.243,37261019,1
2016-04-11 00:01:04,42.219.154.184,194.233.74.25,22539477,1
2016-04-11 00:01:07,42.219.154.184,99.176.21.58,49201786,3
2016-04-11 00:01:14,42.219.154.184,117.72.245.119,20412927,7
2016-04-11 00:01:20,143.72.8.137,42.219.154.184,21133726,6
2016-04-11 00:01:25,69.124.9.215,42.219.154.184,21546795,5
2016-04-11 00:01:31,42.219.154.184,253.138.40.100,21751192,6
2016-04-11 00:01:34,42.219.154.184,143.72.4.250,21780108,3
2016-04-11 00:01:37,42.219.154.184,212.88.0.237,2379161,3
2016-04-11 00:01:41,69.19.24.124,42.219.154.184,2456459,4
2016-04-11 00:01:47,42.219.154.184,143.72.8.137,773233,6
2016-04-11 00:01:50,42.219.154.184,57.88.36.65,133881261,3
2016-04-11 00:01:55,37.71.8.150,42.219.154.184,34,5
2016-04-11 00:02:01,60.242.232.65,42.219.154.184,155256579,6
2016-04-11 00:02:05,194.233.74.238,42.219.154.184,19428,4
2016-04-11 00:02:06,42.219.154.184,169.110.171.181,46,1
2016-04-11 00:02:09,208.105.103.203,42.219.154.184,22536217,3
2016-04-11 00:02:14,36.130.48.5,42.219.154.184,5093158,5
