te,sa,da,byt,teDelta
2016-04-11 00:02:31,73.5.203.135,42.219.158.224,68,151
2016-04-11 00:03:54,60.99.0.179,42.219.158.224,120092,83
2016-04-11 00:05:58,165.133.210.160,42.219.158.224,77663,124
2016-04-11 00:08:56,64.20.33.31,42.219.158.224,35070,178
2016-04-11 00:09:26,42.219.158.224,201.161.240.192,52016,30
2016-04-11 00:11:46,42.219.158.224,218.66.166.63,471455,140
2016-04-11 00:13:29,57.90.139.223,42.219.158.224,152570814,103
2016-04-11 00:15:34,112.245.191.245,42.219.158.224,26253431,125
2016-04-11 00:17:22,85.236.82.121,42.219.158.224,160273428,108
2016-04-11 00:19:58,42.219.158.224,143.72.8.137,21524330,156
2016-04-11 00:22:29,42.219.158.224,36.230.23.208,162863700,151
2016-04-11 00:24:44,37.71.8.150,42.219.158.224,64155204,135
2016-04-11 00:26:32,69.124.9.215,42.219.158.224,51607814,108
2016-04-11 00:29:00,131.138.38.164,42.219.158.224,20269454,148
2016-04-11 00:30:27,69.124.9.215,42.219.158.224,20901442,87
2016-04-11 00:32:30,42.219.158.224,143.72.4.250,20744444,123
2016-04-11 00:36:09,194.233.64.113,42.219.158.224,242939786,219
2016-04-11 00:38:01,253.138.42.216,42.219.158.224,537390809,112
2016-04-11 00:40:33,42.219.158.224,211.43.148.99,20249643,152
2016-04-11 00:42:25,56.153.165.185,42.219.158.224,20541860,112
2016-04-11 00:45:49,42.219.158.224,85.245.36.25,20829672,204
2016-04-11 00:48:09,42.219.158.224,244.160.84.204,21204785,140
2016-04-11 00:50:06,69.124.9.215,42.219.158.224,20507788,117
2016-04-11 00:51:55,85.236.82.121,42.219.158.224,22395471,109
2016-04-11 00:53:13,197.71.45.9,42.219.158.224,21079971,78
2016-04-11 00:56:01,42.219.158.224,216.57.165.19,20660917,168
2016-04-11 00:58:12,143.72.4.250,42.219.158.224,21862759,131
2016-04-11 00:59:26,202.35.54.147,42.219.158.224,42843334,74
2016-04-11 01:01:01,202.10.107.115,42.219.158.224,152672253,95
2016-04-11 01:02:46,42.219.158.224,85.236.82.121,162917961,105
2016-04-11 01:04:51,143.72.8.137,42.219.158.224,473740828,125
2016-04-11 01:05:50,194.233.64.113,42.219.158.224,4421525,59
2016-04-11 01:06:46,42.219.158.224,165.133.210.175,561509687,56
2016-04-11 01:09:08,143.72.8.137,42.219.158.224,5986971,142
2016-04-11 01:10:34,194.233.67.157,42.219.158.224,30595170,86
2016-04-11 01:13:28,42.219.158.224,106.150.228.174,209052460,174
2016-04-11 01:14:37,42.219.158.224,73.5.203.135,31877598,69
2016-04-11 01:17:26,168.171.219.22,42.219.158.224,312901234,169
2016-04-11 01:20:02,49.157.214.44,42.219.158.224,513295307,156
2016-04-11 01:21:08,42.219.158.224,216.61.12.29,166634101,66
2016-04-11 01:23:00,85.236.82.121,42.219.158.224,105603876,112
2016-04-11 01:24:39,42.219.158.224,143.72.8.137,72869912,99
2016-04-11 01:26:25,42.219.158.224,204.97.134.127,32368668,106
2016-04-11 01:28:50,42.219.158.224,91.71.126.168,25041673,145
2016-04-11 01:31:34,194.102.198.109,42.219.158.224,163135387,164
2016-04-11 01:35:04,106.150.193.175,42.219.158.224,1891055,210
2016-04-11 01:37:54,42.219.158.224,194.233.74.39,31779968,170
2016-04-11 01:40:01,69.19.24.124,42.219.158.224,58835992,127
2016-04-11 01:42:20,42.219.158.224,238.177.105.92,162581724,139
2016-04-11 01:44:28,42.219.158.224,60.242.232.73,521,128
2016-04-11 01:45:52,192.22.20.196,42.219.158.224,415,84
2016-04-11 01:48:27,42.219.158.224,194.192.119.38,565,155
2016-04-11 01:51:47,42.219.158.224,37.146.25.189,465,200
2016-04-11 01:52:45,42.219.158.224,127.204.60.89,764,58
2016-04-11 01:54:48,42.219.158.224,208.255.38.41,674,123
2016-04-11 01:57:02,233.60.220.66,42.219.158.224,1038,134
2016-04-11 01:59:35,196.176.228.2,42.219.158.224,10137,153
2016-04-11 02:01:46,42.219.158.224,213.93.242.248,248260,131
2016-04-11 02:03:20,143.72.8.137,42.219.158.224,695507,94
2016-04-11 02:05:48,42.219.158.224,204.97.186.216,115703348,148
2016-04-11 02:07:29,103.15.47.44,42.219.158.224,422027986,101
2016-04-11 02:09:51,42.219.158.224,143.72.8.137,61810854,142
2016-04-11 02:11:52,208.255.38.41,42.219.158.224,507699394,121
2016-04-11 02:13:41,42.219.158.224,165.133.210.160,54657305,109
2016-04-11 02:14:29,85.236.82.121,42.219.158.224,118269707,48
2016-04-11 02:15:20,42.219.158.224,208.255.38.41,22532798,51
2016-04-11 02:17:41,42.219.158.224,216.91.57.195,34419021,141
2016-04-11 02:17:57,42.219.158.224,64.148.88.58,20874164,16
2016-04-11 02:21:04,85.236.82.121,42.219.158.224,4915529,187
2016-04-11 02:22:18,73.5.203.135,42.219.158.224,439020496,74
2016-04-11 02:23:53,86.132.20.126,42.219.158.224,515630806,95
2016-04-11 02:25:38,103.36.6.65,42.219.158.224,5865811,105
2016-04-11 02:27:31,42.219.158.224,204.97.95.97,50,113
2016-04-11 02:29:27,194.233.67.233,42.219.158.224,21780695,116
2016-04-11 02:31:54,194.233.67.239,42.219.158.224,20218529,147
2016-04-11 02:33:40,42.219.158.224,131.139.82.162,39243563,106
2016-04-11 02:35:21,54.143.54.136,42.219.158.224,41,101
2016-04-11 02:36:46,42.219.158.224,168.40.234.121,17754,85
2016-04-11 02:38:03,42.219.158.224,143.72.4.250,8140,77
2016-04-11 02:39:56,91.71.126.167,42.219.158.224,6356,113
2016-04-11 02:42:28,42.219.158.224,105.2.255.18,50,152
2016-04-11 02:42:45,176.244.55.17,42.219.158.224,118857904,17
2016-04-11 02:45:36,101.103.191.192,42.219.158.224,22160950,171
2016-04-11 02:46:48,42.219.158.224,37.5.228.166,21919942,72
2016-04-11 02:49:04,42.219.158.224,202.35.54.147,63788930,136
2016-04-11 02:50:40,217.161.4.97,42.219.158.224,119306633,96
2016-04-11 02:51:45,42.219.158.224,158.128.192.110,11637240,65
2016-04-11 02:53:52,168.59.119.58,42.219.158.224,62522312,127
2016-04-11 02:55:20,42.219.158.224,222.176.252.213,51329158,88
2016-04-11 02:56:44,51.168.161.149,42.219.158.224,21726076,84
2016-04-11 02:58:30,42.219.158.224,240.15.181.69,38318961,106
2016-04-11 02:59:35,225.126.187.83,42.219.158.224,79407185,65
2016-04-11 03:01:42,42.219.158.224,73.5.203.135,48,127
2016-04-11 03:04:39,91.71.126.229,42.219.158.224,37410,177
2016-04-11 03:07:13,42.219.158.224,85.203.232.45,345424,154
2016-04-11 03:08:58,36.149.244.182,42.219.158.224,115609931,105
2016-04-11 03:10:56,42.219.158.224,69.19.24.124,428964124,118
