te,sa,da,byt,teDelta
2016-04-11 00:00:15,42.219.158.251,73.5.203.135,397,15
2016-04-11 00:00:26,69.124.9.215,42.219.158.251,568,11
2016-04-11 00:00:37,42.219.158.251,99.176.89.49,434,11
2016-04-11 00:00:48,42.219.158.251,54.143.54.186,54304,11
2016-04-11 00:01:04,42.219.158.251,143.72.4.250,1604,16
2016-04-11 00:01:27,56.153.165.185,42.219.158.251,207101,23
2016-04-11 00:01:41,42.219.158.251,106.150.228.139,13436914,14
2016-04-11 00:02:02,168.40.234.121,42.219.158.251,21370292,21
2016-04-11 00:02:16,42.219.158.251,208.91.91.254,20970148,14
2016-04-11 00:02:26,165.133.210.175,42.219.158.251,20898936,10
2016-04-11 00:02:40,194.233.64.53,42.219.158.251,212569,14
2016-04-11 00:02:51,36.149.244.182,42.219.158.251,208537,11
2016-04-11 00:03:07,168.40.238.59,42.219.158.251,202942,16
2016-04-11 00:03:34,60.242.232.66,42.219.158.251,120223,27
2016-04-11 00:03:39,42.219.158.251,106.150.228.155,158929,5
2016-04-11 00:03:48,42.219.158.251,33.34.43.91,21541211,9
2016-04-11 00:04:10,42.219.158.251,54.143.54.119,34,22
2016-04-11 00:04:15,150.153.92.134,42.219.158.251,133553926,5
2016-04-11 00:04:35,57.67.1.33,42.219.158.251,156770457,20
2016-04-11 00:04:47,143.72.8.137,42.219.158.251,20360338,12
2016-04-11 00:05:06,143.72.8.137,42.219.158.251,20803167,19
2016-04-11 00:05:16,42.219.158.251,91.71.126.147,22093801,10
2016-04-11 00:05:33,42.219.158.251,194.233.94.200,22206403,17
2016-04-11 00:06:02,42.219.158.251,57.80.40.178,4125366,29
2016-04-11 00:06:18,194.233.64.113,42.219.158.251,101963322,16
2016-04-11 00:06:42,42.219.158.251,202.35.61.246,21957641,24
2016-04-11 00:06:45,204.97.186.217,42.219.158.251,21345813,3
2016-04-11 00:07:04,104.184.209.79,42.219.158.251,21130892,19
2016-04-11 00:07:29,175.177.229.127,42.219.158.251,20287011,25
2016-04-11 00:07:41,69.124.9.215,42.219.158.251,21097622,12
2016-04-11 00:07:45,64.30.32.177,42.219.158.251,20270812,4
2016-04-11 00:07:59,143.72.8.137,42.219.158.251,157023552,14
2016-04-11 00:08:17,248.3.121.236,42.219.158.251,20787685,18
2016-04-11 00:08:32,42.219.158.251,73.5.203.135,20924279,15
2016-04-11 00:09:01,42.219.158.251,69.124.9.215,21338369,29
2016-04-11 00:09:19,143.72.8.137,42.219.158.251,20984430,18
2016-04-11 00:09:46,194.233.67.222,42.219.158.251,20689384,27
2016-04-11 00:10:00,42.219.158.251,62.162.188.241,24444547,14
2016-04-11 00:10:01,42.219.158.251,216.61.210.252,5284465,1
