te,sa,da,byt,teDelta
2016-04-11 00:01:20,42.219.155.91,85.236.82.121,85,80
2016-04-11 00:03:13,42.219.155.91,202.27.102.18,147,113
2016-04-11 00:05:14,42.219.155.91,213.34.194.236,201,121
2016-04-11 00:07:11,42.219.155.91,176.102.108.3,161914680,117
2016-04-11 00:09:01,42.219.155.91,36.230.23.208,1985448,110
2016-04-11 00:11:45,42.219.155.91,42.145.31.42,18610010,164
2016-04-11 00:13:47,168.59.119.58,42.219.155.91,154076404,122
2016-04-11 00:15:19,42.219.155.91,143.72.4.250,21476742,92
2016-04-11 00:17:31,143.72.8.137,42.219.155.91,21367223,132
2016-04-11 00:19:30,42.66.91.250,42.219.155.91,20984297,119
2016-04-11 00:21:32,42.219.155.91,61.23.52.123,2077793,122
2016-04-11 00:22:30,42.219.155.91,143.72.4.250,2354938,58
2016-04-11 00:24:41,212.32.30.144,42.219.155.91,55434782,131
2016-04-11 00:27:44,42.219.155.91,240.15.42.149,109169996,183
2016-04-11 00:28:42,202.20.40.90,42.219.155.91,151545698,58
2016-04-11 00:30:40,42.219.155.91,211.172.120.152,92125116,118
2016-04-11 00:32:30,42.219.155.91,36.149.244.182,399504,110
2016-04-11 00:35:11,218.146.77.104,42.219.155.91,21782839,161
2016-04-11 00:37:30,73.60.244.33,42.219.155.91,26416634,139
2016-04-11 00:38:13,42.219.155.91,143.72.8.137,32623747,43
2016-04-11 00:40:02,126.18.11.176,42.219.155.91,33,109
2016-04-11 00:42:26,143.72.8.137,42.219.155.91,32,144
2016-04-11 00:44:04,42.219.155.91,60.242.232.65,32,98
2016-04-11 00:44:36,42.219.155.91,36.149.244.182,32,32
2016-04-11 00:45:52,69.124.9.215,42.219.155.91,95,76
2016-04-11 00:47:02,42.219.155.91,169.108.218.238,40,70
2016-04-11 00:50:20,42.219.155.91,143.72.8.137,710,198
2016-04-11 00:52:33,42.219.155.91,74.112.201.213,3831,133
2016-04-11 00:54:05,143.72.8.137,42.219.155.91,60333,92
2016-04-11 00:56:05,143.72.8.137,42.219.155.91,83705,120
2016-04-11 00:56:38,42.219.155.91,194.233.74.46,5690531,33
2016-04-11 00:58:57,42.219.155.91,71.162.83.40,21238600,139
2016-04-11 01:00:08,106.150.228.129,42.219.155.91,20716857,71
2016-04-11 01:00:16,106.150.228.190,42.219.155.91,540036035,8
2016-04-11 01:03:11,42.219.155.91,193.40.56.249,81447993,175
2016-04-11 01:04:56,42.219.155.91,36.50.44.241,25301057,105
2016-04-11 01:06:58,42.219.155.91,216.51.220.146,98628900,122
2016-04-11 01:08:34,220.230.69.98,42.219.155.91,122034845,96
2016-04-11 01:10:38,42.219.155.91,202.179.151.184,100717894,124
2016-04-11 01:12:19,42.219.155.91,165.133.210.160,28758475,101
2016-04-11 01:14:32,60.237.148.110,42.219.155.91,165334310,133
2016-04-11 01:15:46,42.219.155.91,43.164.49.188,539726312,74
2016-04-11 01:18:22,209.57.25.61,42.219.155.91,92394960,156
2016-04-11 01:19:51,143.72.8.137,42.219.155.91,199497,89
2016-04-11 01:21:23,169.111.78.170,42.219.155.91,1947157,92
2016-04-11 01:22:55,167.150.151.197,42.219.155.91,8151,92
2016-04-11 01:24:06,42.219.155.91,75.179.204.111,119243,71
2016-04-11 01:26:06,143.72.8.137,42.219.155.91,73935,120
2016-04-11 01:27:25,57.90.139.223,42.219.155.91,35827,79
2016-04-11 01:29:34,212.32.30.165,42.219.155.91,47028,129
2016-04-11 01:30:51,158.78.178.3,42.219.155.91,3974,77
2016-04-11 01:32:09,42.219.155.91,143.72.8.137,514,78
2016-04-11 01:33:41,43.164.45.49,42.219.155.91,314,92
2016-04-11 01:34:59,42.219.155.91,165.133.210.175,197,78
2016-04-11 01:36:43,42.219.155.91,229.1.161.42,100254626,104
2016-04-11 01:39:52,54.44.226.210,42.219.155.91,33,189
2016-04-11 01:41:28,143.72.8.137,42.219.155.91,32,96
2016-04-11 01:44:04,143.72.8.137,42.219.155.91,31,156
2016-04-11 01:45:02,56.153.165.185,42.219.155.91,31607016,58
2016-04-11 01:48:30,42.219.155.91,62.149.135.252,158681317,208
2016-04-11 01:49:52,106.150.228.40,42.219.155.91,2062445,82
2016-04-11 01:51:48,62.205.91.156,42.219.155.91,53499516,116
2016-04-11 01:54:39,42.219.155.91,69.124.9.215,33211536,171
2016-04-11 01:56:41,165.133.210.175,42.219.155.91,485351972,122
2016-04-11 01:59:15,42.219.155.91,178.125.6.125,33125300,154
2016-04-11 02:00:39,42.219.155.91,178.103.122.136,159236702,84
2016-04-11 02:04:41,106.150.228.142,42.219.155.91,431743490,242
2016-04-11 02:06:16,42.219.155.91,85.236.82.121,11894477,95
2016-04-11 02:07:14,56.153.165.185,42.219.155.91,49,58
2016-04-11 02:08:33,42.219.155.91,194.233.64.251,190,79
2016-04-11 02:10:03,42.219.155.91,212.32.31.252,193,90
2016-04-11 02:11:02,199.7.218.224,42.219.155.91,144,59
2016-04-11 02:13:42,69.24.135.198,42.219.155.91,1328,160
2016-04-11 02:15:51,42.219.155.91,76.164.179.53,25161157,129
2016-04-11 02:18:37,42.219.155.91,37.253.19.66,495545288,166
2016-04-11 02:20:14,33.12.108.90,42.219.155.91,34446264,97
2016-04-11 02:21:50,194.233.74.129,42.219.155.91,49,96
2016-04-11 02:24:26,42.219.155.91,220.170.225.190,479841538,156
2016-04-11 02:25:34,209.48.6.104,42.219.155.91,28176619,68
2016-04-11 02:27:27,42.219.155.91,208.65.197.120,50386994,113
2016-04-11 02:28:55,188.30.0.195,42.219.155.91,22559511,88
2016-04-11 02:30:37,42.219.155.91,85.236.82.121,50,102
2016-04-11 02:32:44,213.212.208.254,42.219.155.91,36297703,127
2016-04-11 02:34:59,37.64.194.166,42.219.155.91,498729208,135
2016-04-11 02:37:39,42.219.155.91,62.162.176.243,21405545,160
2016-04-11 02:40:07,209.34.79.193,42.219.155.91,115494626,148
2016-04-11 02:42:13,106.150.228.40,42.219.155.91,12161580,126
