te,sa,da,byt,teDelta
2016-04-11 00:00:02,42.219.153.154,56.153.165.185,44,2
2016-04-11 00:00:04,42.219.153.154,253.138.42.216,1044808,2
2016-04-11 00:00:09,158.128.252.40,42.219.153.154,29929,5
2016-04-11 00:00:13,42.219.153.154,78.160.191.56,378597,4
2016-04-11 00:00:20,42.219.153.154,143.72.4.250,21484384,7
2016-04-11 00:00:26,211.49.156.51,42.219.153.154,153815556,6
2016-04-11 00:00:27,42.219.153.154,221.167.85.130,163535769,1
2016-04-11 00:00:34,42.219.153.154,57.67.1.33,273653230,7
2016-04-11 00:00:37,42.219.153.154,211.50.215.162,515881322,3
2016-04-11 00:00:38,42.219.153.154,193.40.57.3,494941933,1
2016-04-11 00:00:39,240.31.43.129,42.219.153.154,20819085,1
2016-04-11 00:00:40,69.116.37.66,42.219.153.154,50703095,1
2016-04-11 00:00:48,196.176.231.205,42.219.153.154,21269048,8
2016-04-11 00:00:50,42.219.153.154,36.149.244.182,21243580,2
2016-04-11 00:00:59,152.173.60.138,42.219.153.154,21468764,9
2016-04-11 00:01:05,42.219.153.154,143.72.8.137,52965066,6
2016-04-11 00:01:08,201.168.231.38,42.219.153.154,154931178,3
2016-04-11 00:01:13,42.219.153.154,214.46.249.108,21194700,5
2016-04-11 00:01:17,106.150.228.53,42.219.153.154,20615792,4
2016-04-11 00:01:23,197.35.47.145,42.219.153.154,158177104,6
2016-04-11 00:01:30,42.219.153.154,204.223.250.209,21401263,7
2016-04-11 00:01:36,42.219.153.154,245.81.75.175,499213132,6
2016-04-11 00:01:40,37.7.7.11,42.219.153.154,20549192,4
2016-04-11 00:01:41,42.219.153.154,211.35.215.139,27363545,1
2016-04-11 00:01:47,210.61.191.215,42.219.153.154,20456229,6
2016-04-11 00:01:50,36.227.192.12,42.219.153.154,20967591,3
2016-04-11 00:01:51,36.149.244.182,42.219.153.154,162604002,1
2016-04-11 00:01:54,37.71.8.150,42.219.153.154,166179063,3
2016-04-11 00:01:58,208.111.18.187,42.219.153.154,22461166,4
2016-04-11 00:02:02,105.2.130.240,42.219.153.154,20252563,4
2016-04-11 00:02:04,61.232.255.249,42.219.153.154,20433592,2
2016-04-11 00:02:08,216.61.95.92,42.219.153.154,21126644,4
2016-04-11 00:02:11,92.18.82.164,42.219.153.154,20251939,3
2016-04-11 00:02:12,42.219.153.154,194.233.67.222,21336924,1
2016-04-11 00:02:20,91.71.126.140,42.219.153.154,20782875,8
2016-04-11 00:02:24,208.255.38.41,42.219.153.154,20524623,4
2016-04-11 00:02:25,61.232.255.249,42.219.153.154,140786412,1
2016-04-11 00:02:30,42.219.153.154,250.135.192.65,22592137,5
2016-04-11 00:02:32,42.219.153.154,37.253.19.66,121642902,2
2016-04-11 00:02:35,42.219.153.154,194.233.67.155,21955576,3
2016-04-11 00:02:39,42.219.153.154,143.72.8.137,21404965,4
2016-04-11 00:02:40,182.42.183.220,42.219.153.154,34,1
2016-04-11 00:02:44,42.219.153.154,168.40.238.59,22194089,4
2016-04-11 00:02:46,143.72.8.137,42.219.153.154,76095594,2
2016-04-11 00:02:53,143.72.4.250,42.219.153.154,5840779,7
2016-04-11 00:02:57,194.233.74.238,42.219.153.154,136336096,4
2016-04-11 00:03:00,42.219.153.154,42.145.31.42,21034456,3
2016-04-11 00:03:01,213.33.166.225,42.219.153.154,366955,1
