te,sa,da,byt,teDelta
2016-04-11 00:00:22,36.149.244.182,42.219.155.115,28110,22
2016-04-11 00:00:30,216.61.95.92,42.219.155.115,2258093,8
2016-04-11 00:00:51,169.108.200.136,42.219.155.115,153438563,21
2016-04-11 00:01:04,42.219.155.115,204.223.191.211,21305208,13
2016-04-11 00:01:23,143.72.8.137,42.219.155.115,21272552,19
2016-04-11 00:01:33,42.219.155.115,56.153.165.185,20531125,10
2016-04-11 00:01:42,42.219.155.115,0.64.255.9,20447882,9
2016-04-11 00:01:44,57.90.139.223,42.219.155.115,20309328,2
2016-04-11 00:01:54,165.33.156.119,42.219.155.115,21093307,10
2016-04-11 00:02:11,42.219.155.115,93.101.248.223,22233299,17
2016-04-11 00:02:27,36.149.244.182,42.219.155.115,155751903,16
2016-04-11 00:02:38,42.219.155.115,43.164.49.177,43357567,11
2016-04-11 00:02:59,42.219.155.115,33.34.97.185,138372506,21
2016-04-11 00:03:24,36.37.183.136,42.219.155.115,135795685,25
2016-04-11 00:03:31,217.167.38.110,42.219.155.115,21487771,7
2016-04-11 00:03:52,75.179.204.120,42.219.155.115,21551926,21
2016-04-11 00:04:11,131.136.243.92,42.219.155.115,21133825,19
2016-04-11 00:04:37,197.34.196.202,42.219.155.115,138831685,26
2016-04-11 00:04:44,42.219.155.115,143.72.4.250,1754056,7
2016-04-11 00:05:06,69.124.9.215,42.219.155.115,51486262,22
2016-04-11 00:05:23,69.30.89.92,42.219.155.115,21660546,17
2016-04-11 00:05:41,42.219.155.115,105.2.130.240,503549514,18
2016-04-11 00:05:53,165.130.170.116,42.219.155.115,22012059,12
2016-04-11 00:05:55,42.219.155.115,45.202.195.102,22313081,2
2016-04-11 00:06:11,91.71.126.153,42.219.155.115,21464318,16
2016-04-11 00:06:24,42.219.155.115,80.9.149.8,22328211,13
2016-04-11 00:06:32,101.88.111.117,42.219.155.115,21618015,8
2016-04-11 00:06:47,63.0.229.233,42.219.155.115,1112229,15
2016-04-11 00:06:59,217.63.103.176,42.219.155.115,21572205,12
2016-04-11 00:07:09,42.219.155.115,82.6.252.214,22462187,10
2016-04-11 00:07:19,42.219.155.115,36.149.244.182,33,10
2016-04-11 00:07:34,85.236.82.121,42.219.155.115,31,15
2016-04-11 00:07:43,42.219.155.115,143.72.8.137,21658506,9
2016-04-11 00:08:01,60.242.232.69,42.219.155.115,33,18
2016-04-11 00:08:27,42.219.155.115,175.177.229.89,32,26
2016-04-11 00:08:51,69.124.9.215,42.219.155.115,33,24
2016-04-11 00:09:11,61.151.164.242,42.219.155.115,32,20
2016-04-11 00:09:21,194.233.67.163,42.219.155.115,32,10
2016-04-11 00:09:31,42.219.155.115,76.164.217.221,32,10
2016-04-11 00:09:55,42.219.155.115,106.150.228.242,31,24
2016-04-11 00:09:56,73.5.203.135,42.219.155.115,25502935,1
2016-04-11 00:10:15,105.2.130.240,42.219.155.115,149475801,19
