te,sa,da,byt,teDelta
2016-04-11 00:00:45,42.219.154.145,165.133.210.175,1244,45
2016-04-11 00:01:43,42.219.154.145,192.22.25.98,147973,58
2016-04-11 00:02:12,64.31.117.98,42.219.154.145,154758,29
2016-04-11 00:02:58,194.211.151.69,42.219.154.145,154155,46
2016-04-11 00:02:59,143.72.8.137,42.219.154.145,21386,1
2016-04-11 00:03:47,42.219.154.145,36.149.128.7,429843,48
2016-04-11 00:03:48,42.219.154.145,244.34.224.228,5144025,1
2016-04-11 00:04:53,218.66.166.63,42.219.154.145,312443309,65
2016-04-11 00:05:14,45.202.195.102,42.219.154.145,22505820,21
2016-04-11 00:06:17,197.34.196.170,42.219.154.145,21316354,63
2016-04-11 00:07:13,42.219.154.145,201.161.248.73,161874094,56
2016-04-11 00:08:14,69.124.9.215,42.219.154.145,21332016,61
2016-04-11 00:09:02,213.32.155.99,42.219.154.145,22573129,48
2016-04-11 00:09:33,42.219.154.145,201.139.16.190,156471548,31
2016-04-11 00:09:44,42.219.154.145,71.190.184.128,5117855,11
2016-04-11 00:10:11,42.219.154.145,188.31.65.49,268299705,27
2016-04-11 00:10:34,102.216.67.115,42.219.154.145,134807628,23
2016-04-11 00:11:03,42.219.154.145,208.111.89.11,157112770,29
2016-04-11 00:11:36,201.167.135.53,42.219.154.145,22108639,33
2016-04-11 00:12:15,76.163.202.93,42.219.154.145,38430279,39
2016-04-11 00:12:48,143.72.8.137,42.219.154.145,37980544,33
2016-04-11 00:13:35,42.219.154.145,76.225.178.78,155710048,47
2016-04-11 00:13:46,211.60.53.91,42.219.154.145,2481101,11
2016-04-11 00:15:03,42.219.154.145,143.72.4.250,804532,77
2016-04-11 00:15:36,42.219.154.145,165.60.39.245,389,33
2016-04-11 00:16:47,174.19.227.33,42.219.154.145,467,71
2016-04-11 00:17:23,42.219.154.145,143.72.4.250,176058914,36
2016-04-11 00:18:17,143.72.4.250,42.219.154.145,22525213,54
2016-04-11 00:18:56,208.255.38.41,42.219.154.145,22166282,39
2016-04-11 00:19:58,42.219.154.145,216.61.142.71,21439013,62
2016-04-11 00:20:44,42.219.154.145,248.18.146.44,152129380,46
2016-04-11 00:21:25,69.124.9.215,42.219.154.145,22398936,41
2016-04-11 00:22:30,42.219.154.145,131.138.75.151,22051824,65
2016-04-11 00:23:07,42.219.154.145,102.216.44.80,21709368,37
2016-04-11 00:23:59,42.219.154.145,212.6.187.89,5057518,52
2016-04-11 00:24:24,143.72.4.250,42.219.154.145,136823325,25
2016-04-11 00:24:43,42.219.154.145,194.233.67.249,60049422,19
2016-04-11 00:25:26,138.211.171.149,42.219.154.145,20969200,43
2016-04-11 00:26:18,42.219.154.145,211.62.220.16,21033006,52
2016-04-11 00:27:18,42.219.154.145,197.34.196.162,20280315,60
2016-04-11 00:28:08,42.219.154.145,215.145.122.160,20605342,50
2016-04-11 00:28:55,42.219.154.145,215.124.46.61,528410922,47
2016-04-11 00:29:58,42.219.154.145,60.242.232.65,28842061,63
2016-04-11 00:30:41,42.219.154.145,91.74.89.126,22308121,43
2016-04-11 00:30:49,248.18.146.44,42.219.154.145,136903044,8
2016-04-11 00:31:26,42.219.154.145,69.124.9.215,20750567,37
2016-04-11 00:32:29,42.219.154.145,0.64.255.9,20393755,63
2016-04-11 00:33:21,85.236.82.121,42.219.154.145,20527817,52
2016-04-11 00:34:20,202.189.12.66,42.219.154.145,34,59
2016-04-11 00:35:13,42.219.154.145,131.138.118.247,33,53
2016-04-11 00:35:55,188.31.65.72,42.219.154.145,5219549,42
2016-04-11 00:36:11,143.72.8.137,42.219.154.145,121389971,16
2016-04-11 00:36:57,42.219.154.145,106.150.228.172,154762408,46
