te,sa,da,byt,teDelta
2016-04-11 00:00:24,42.219.154.155,158.128.197.222,210,24
2016-04-11 00:00:30,42.219.154.155,183.113.136.81,111,6
2016-04-11 00:00:41,196.176.231.205,42.219.154.155,80,11
2016-04-11 00:00:49,42.219.154.155,188.31.65.55,862,8
2016-04-11 00:01:02,150.170.91.5,42.219.154.155,372,13
2016-04-11 00:01:06,42.219.154.155,36.169.200.40,373,4
2016-04-11 00:01:21,42.219.154.155,76.164.157.138,24827,15
2016-04-11 00:01:45,222.155.208.108,42.219.154.155,455,24
2016-04-11 00:01:58,64.111.134.188,42.219.154.155,359,13
2016-04-11 00:02:10,169.110.44.121,42.219.154.155,348,12
2016-04-11 00:02:25,42.219.154.155,143.72.4.250,501,15
2016-04-11 00:02:49,73.5.203.135,42.219.154.155,1031,24
2016-04-11 00:02:56,188.31.65.45,42.219.154.155,2900,7
2016-04-11 00:03:14,165.133.210.160,42.219.154.155,808,18
2016-04-11 00:03:28,42.219.154.155,143.72.8.137,58,14
2016-04-11 00:03:44,42.219.154.155,182.42.185.134,85,16
2016-04-11 00:03:58,36.149.244.182,42.219.154.155,131,14
2016-04-11 00:04:24,42.219.154.155,42.145.31.42,125,26
2016-04-11 00:04:48,42.219.154.155,240.15.181.69,114,24
2016-04-11 00:05:22,204.97.186.216,42.219.154.155,32673,34
2016-04-11 00:05:39,143.72.4.250,42.219.154.155,817,17
2016-04-11 00:06:05,168.157.198.77,42.219.154.155,620,26
2016-04-11 00:06:18,210.71.169.253,42.219.154.155,486,13
2016-04-11 00:06:41,185.5.236.19,42.219.154.155,342,23
2016-04-11 00:06:57,42.219.154.155,42.145.31.42,461,16
2016-04-11 00:07:16,168.40.238.59,42.219.154.155,342,19
2016-04-11 00:07:42,42.152.20.61,42.219.154.155,489,26
2016-04-11 00:08:05,43.164.49.177,42.219.154.155,639,23
2016-04-11 00:08:26,73.60.0.219,42.219.154.155,3290,21
2016-04-11 00:08:50,42.219.154.155,193.40.57.3,21672,24
2016-04-11 00:09:07,193.40.57.79,42.219.154.155,29073,17
2016-04-11 00:09:22,42.219.154.155,106.150.228.145,1606,15
2016-04-11 00:09:45,42.219.154.155,213.39.255.218,74,23
2016-04-11 00:10:05,106.150.228.194,42.219.154.155,97,20
2016-04-11 00:10:12,42.219.154.155,61.152.146.141,101,7
2016-04-11 00:10:26,42.219.154.155,143.72.8.137,81,14
