te,sa,da,byt,teDelta
2016-04-11 00:02:45,217.156.57.81,42.219.157.46,435,165
2016-04-11 00:06:49,217.156.57.81,42.219.157.46,40,244
2016-04-11 00:06:49,245.243.168.36,42.219.157.46,39,0
2016-04-11 00:13:16,242.100.234.89,42.219.157.46,40,387
2016-04-11 00:14:09,176.116.194.233,42.219.157.46,40,53
2016-04-11 00:14:49,242.100.247.131,42.219.157.46,40,40
2016-04-11 00:19:11,223.220.106.111,42.219.157.46,39,262
2016-04-11 00:23:50,233.149.203.199,42.219.157.46,40,279
2016-04-11 00:35:50,194.231.140.151,42.219.157.46,40,720
2016-04-11 00:40:38,208.43.183.102,42.219.157.46,40,288
2016-04-11 00:44:16,233.232.67.107,42.219.157.46,39,218
2016-04-11 00:45:42,70.46.166.190,42.219.157.46,40,86
2016-04-11 00:54:25,213.126.51.232,42.219.157.46,39,523
2016-04-11 00:54:56,185.9.153.210,42.219.157.46,41,31
2016-04-11 01:01:11,174.233.71.97,42.219.157.46,39,375
2016-04-11 01:03:51,87.222.229.198,42.219.157.46,41,160
2016-04-11 01:06:35,240.111.145.48,42.219.157.46,39,164
2016-04-11 01:06:35,185.60.79.173,42.219.157.46,39,0
2016-04-11 01:06:35,176.116.195.149,42.219.157.46,39,0
2016-04-11 01:11:36,178.24.83.101,42.219.157.46,40,301
2016-04-11 01:12:14,117.208.149.92,42.219.157.46,39,38
2016-04-11 01:12:14,228.141.85.89,42.219.157.46,40,0
2016-04-11 01:12:40,82.7.67.216,42.219.157.46,40,26
2016-04-11 01:13:19,217.156.57.81,42.219.157.46,38,39
2016-04-11 01:19:43,217.156.57.81,42.219.157.46,40,384
2016-04-11 01:19:43,58.29.130.207,42.219.157.46,38,0
2016-04-11 01:20:32,42.219.157.46,57.100.23.199,39,49
2016-04-11 01:22:05,217.156.57.81,42.219.157.46,41,93
2016-04-11 01:22:43,217.156.57.81,42.219.157.46,39,38
2016-04-11 01:22:43,250.54.44.184,42.219.157.46,39,0
2016-04-11 01:23:10,198.132.44.182,42.219.157.46,39,27
2016-04-11 01:25:31,213.221.146.209,42.219.157.46,39,141
2016-04-11 01:26:16,176.116.194.233,42.219.157.46,39,45
2016-04-11 01:44:36,33.12.108.90,42.219.157.46,40,1100
2016-04-11 01:46:30,189.110.91.148,42.219.157.46,39,114
2016-04-11 01:46:51,238.177.191.186,42.219.157.46,40,21
2016-04-11 01:50:25,176.116.195.149,42.219.157.46,40,214
2016-04-11 01:52:16,217.231.240.206,42.219.157.46,38,111
2016-04-11 01:52:40,240.111.145.48,42.219.157.46,39,24
2016-04-11 01:53:57,233.198.23.219,42.219.157.46,39,77
2016-04-11 01:53:57,240.60.35.125,42.219.157.46,40,0
2016-04-11 01:54:34,124.72.83.54,42.219.157.46,39,37
2016-04-11 01:54:57,242.101.231.152,42.219.157.46,41,23
2016-04-11 01:54:57,213.55.165.103,42.219.157.46,40,0
2016-04-11 01:56:07,198.132.59.191,42.219.157.46,40,70
2016-04-11 01:56:08,68.137.135.248,42.219.157.46,40,1
2016-04-11 01:56:22,246.7.239.54,42.219.157.46,40,14
2016-04-11 02:10:11,170.253.36.53,42.219.157.46,38,829
2016-04-11 02:10:46,118.234.45.73,42.219.157.46,39,35
