te,sa,da,byt,teDelta
2016-04-11 00:03:06,73.133.93.64,42.219.147.238,98,186
2016-04-11 00:03:06,33.12.115.38,42.219.147.238,40,0
2016-04-11 00:04:40,49.67.243.28,42.219.147.238,41,94
2016-04-11 00:05:26,87.237.90.225,42.219.147.238,40,46
2016-04-11 00:06:23,227.123.84.207,42.219.147.238,41,57
2016-04-11 00:09:53,176.116.194.233,42.219.147.238,41,210
2016-04-11 00:14:54,217.156.57.81,42.219.147.238,40,301
2016-04-11 00:16:52,49.107.129.159,42.219.147.238,39,118
2016-04-11 00:19:48,73.133.93.64,42.219.147.238,40,176
2016-04-11 00:19:48,36.37.176.93,42.219.147.238,40,0
2016-04-11 00:20:39,60.56.180.25,42.219.147.238,38,51
2016-04-11 00:25:48,69.39.92.230,42.219.147.238,38,309
2016-04-11 00:27:43,198.132.44.182,42.219.147.238,41,115
2016-04-11 00:30:03,165.72.140.4,42.219.147.238,40,140
2016-04-11 00:44:13,225.145.165.222,42.219.147.238,40,850
2016-04-11 00:44:39,32.100.20.28,42.219.147.238,40,26
2016-04-11 00:46:08,96.96.13.149,42.219.147.238,38,89
2016-04-11 00:49:17,68.137.135.208,42.219.147.238,39,189
2016-04-11 00:49:52,51.188.35.98,42.219.147.238,38,35
2016-04-11 00:52:10,242.101.233.184,42.219.147.238,40,138
2016-04-11 00:53:37,246.181.237.124,42.219.147.238,38,87
2016-04-11 00:54:38,185.60.79.173,42.219.147.238,39,61
2016-04-11 01:00:37,73.60.0.219,42.219.147.238,41,359
2016-04-11 01:00:37,240.62.27.30,42.219.147.238,39,0
2016-04-11 01:01:10,33.12.108.90,42.219.147.238,39,33
2016-04-11 01:03:25,176.116.194.233,42.219.147.238,41,135
2016-04-11 01:06:16,246.150.65.216,42.219.147.238,38,171
2016-04-11 01:06:16,60.151.63.79,42.219.147.238,40,0
2016-04-11 01:07:48,67.116.1.213,42.219.147.238,39,92
2016-04-11 01:13:01,40.23.18.236,42.219.147.238,39,313
2016-04-11 01:17:27,176.116.195.149,42.219.147.238,40,266
2016-04-11 01:20:53,182.42.182.186,42.219.147.238,40,206
2016-04-11 01:23:45,246.182.202.32,42.219.147.238,39,172
2016-04-11 01:23:45,204.91.46.225,42.219.147.238,40,0
2016-04-11 01:25:24,46.49.158.175,42.219.147.238,38,99
2016-04-11 01:25:51,242.101.133.245,42.219.147.238,40,27
2016-04-11 01:28:16,104.235.89.71,42.219.147.238,39,145
2016-04-11 01:30:47,73.60.0.219,42.219.147.238,40,151
2016-04-11 01:30:47,33.12.115.38,42.219.147.238,38,0
2016-04-11 01:38:11,44.126.79.200,42.219.147.238,39,444
2016-04-11 01:40:22,36.37.160.108,42.219.147.238,40,131
2016-04-11 01:44:56,36.6.79.89,42.219.147.238,39,274
2016-04-11 01:45:47,246.150.65.216,42.219.147.238,39,51
2016-04-11 01:51:12,172.28.91.27,42.219.147.238,40,325
