te,sa,da,byt,teDelta
2016-04-11 00:00:26,72.228.239.40,42.219.155.236,208,26
2016-04-11 00:04:24,192.253.239.135,42.219.155.236,41,238
2016-04-11 00:07:32,77.126.83.228,42.219.155.236,39,188
2016-04-11 00:09:18,176.116.194.129,42.219.155.236,39,106
2016-04-11 00:09:39,217.231.255.195,42.219.155.236,41,21
2016-04-11 00:12:19,210.160.172.222,42.219.155.236,39,160
2016-04-11 00:28:07,210.45.113.126,42.219.155.236,41,948
2016-04-11 00:29:50,56.228.70.238,42.219.155.236,41,103
2016-04-11 00:30:55,224.7.72.145,42.219.155.236,40,65
2016-04-11 00:31:49,224.36.149.165,42.219.155.236,38,54
2016-04-11 00:33:29,213.66.127.81,42.219.155.236,40,100
2016-04-11 00:34:57,70.165.203.90,42.219.155.236,40,88
2016-04-11 00:35:10,187.196.131.67,42.219.155.236,38,13
2016-04-11 00:36:04,69.39.92.190,42.219.155.236,40,54
2016-04-11 00:37:34,242.100.154.142,42.219.155.236,39,90
2016-04-11 00:38:15,96.96.13.149,42.219.155.236,38,41
2016-04-11 00:41:07,208.41.160.30,42.219.155.236,39,172
2016-04-11 00:44:19,136.248.23.93,42.219.155.236,40,192
2016-04-11 00:44:28,33.12.108.90,42.219.155.236,39,9
2016-04-11 00:45:19,237.14.73.16,42.219.155.236,39,51
2016-04-11 00:45:19,246.7.153.223,42.219.155.236,40,0
2016-04-11 00:48:23,217.156.57.81,42.219.155.236,40,184
2016-04-11 00:50:28,96.96.13.149,42.219.155.236,39,125
2016-04-11 01:00:33,36.37.176.93,42.219.155.236,38,605
2016-04-11 01:06:22,43.42.79.211,42.219.155.236,39,349
2016-04-11 01:12:00,248.18.149.207,42.219.155.236,38,338
2016-04-11 01:12:00,168.105.169.6,42.219.155.236,40,0
2016-04-11 01:13:46,197.71.45.9,42.219.155.236,40,106
2016-04-11 01:13:58,49.184.219.1,42.219.155.236,40,12
2016-04-11 01:14:24,69.132.5.51,42.219.155.236,39,26
2016-04-11 01:14:24,217.215.20.46,42.219.155.236,40,0
2016-04-11 01:18:45,222.156.17.131,42.219.155.236,41,261
2016-04-11 01:28:00,69.81.144.249,42.219.155.236,41,555
2016-04-11 01:31:24,178.24.83.101,42.219.155.236,40,204
2016-04-11 01:34:27,240.111.145.48,42.219.155.236,40,183
2016-04-11 01:36:35,208.43.183.102,42.219.155.236,39,128
2016-04-11 01:37:49,62.216.161.65,42.219.155.236,39,74
2016-04-11 01:38:28,64.99.164.99,42.219.155.236,38,39
2016-04-11 01:41:49,228.115.176.239,42.219.155.236,40,201
2016-04-11 01:45:00,170.142.80.51,42.219.155.236,38,191
2016-04-11 01:46:08,73.60.0.219,42.219.155.236,40,68
2016-04-11 01:51:20,77.72.92.155,42.219.155.236,40,312
2016-04-11 01:54:08,242.100.155.243,42.219.155.236,40,168
2016-04-11 01:55:41,92.40.124.145,42.219.155.236,40,93
2016-04-11 01:56:48,176.116.194.233,42.219.155.236,40,67
2016-04-11 02:01:39,36.37.183.136,42.219.155.236,39,291
2016-04-11 02:06:57,225.230.216.251,42.219.155.236,39,318
2016-04-11 02:10:39,200.149.172.191,42.219.155.236,39,222
2016-04-11 02:17:55,70.8.151.155,42.219.155.236,41,436
2016-04-11 02:25:57,69.81.144.249,42.219.155.236,40,482
2016-04-11 02:26:17,136.78.151.145,42.219.155.236,39,20
2016-04-11 02:35:38,33.12.108.90,42.219.155.236,39,561
2016-04-11 02:39:15,233.198.212.137,42.219.155.236,38,217
2016-04-11 02:41:15,96.96.13.149,42.219.155.236,38,120
2016-04-11 02:41:15,104.235.89.71,42.219.155.236,39,0
2016-04-11 02:41:15,47.149.216.48,42.219.155.236,41,0
2016-04-11 02:42:36,176.116.194.233,42.219.155.236,39,81
2016-04-11 02:48:07,194.231.140.151,42.219.155.236,39,331
2016-04-11 02:53:33,33.12.108.90,42.219.155.236,40,326
2016-04-11 02:58:37,176.116.194.233,42.219.155.236,39,304
2016-04-11 02:59:43,68.137.244.137,42.219.155.236,38,66
2016-04-11 03:05:54,202.136.127.210,42.219.155.236,40,371
2016-04-11 03:11:18,56.228.99.129,42.219.155.236,41,324
2016-04-11 03:16:05,44.221.71.249,42.219.155.236,39,287
2016-04-11 03:16:23,77.129.245.45,42.219.155.236,39,18
2016-04-11 03:20:17,208.43.184.193,42.219.155.236,39,234
2016-04-11 03:23:13,237.41.247.88,42.219.155.236,40,176
2016-04-11 03:23:13,57.121.116.61,42.219.155.236,40,0
2016-04-11 03:25:14,33.12.102.177,42.219.155.236,39,121
2016-04-11 03:29:43,217.231.240.101,42.219.155.236,40,269
2016-04-11 03:29:43,117.208.149.209,42.219.155.236,40,0
2016-04-11 03:34:36,189.75.129.177,42.219.155.236,40,293
2016-04-11 03:34:36,96.96.13.149,42.219.155.236,38,0
2016-04-11 03:45:38,50.14.148.212,42.219.155.236,41,662
2016-04-11 03:46:35,206.187.9.150,42.219.155.236,39,57
2016-04-11 03:47:41,232.161.156.223,42.219.155.236,39,66
2016-04-11 03:47:41,197.71.45.9,42.219.155.236,41,0
2016-04-11 03:48:34,32.100.20.28,42.219.155.236,40,53
2016-04-11 03:48:34,77.81.114.166,42.219.155.236,40,0
2016-04-11 03:54:40,133.234.39.210,42.219.155.236,40,366
2016-04-11 03:55:49,93.179.112.232,42.219.155.236,39,69
2016-04-11 04:01:05,133.133.193.103,42.219.155.236,39,316
2016-04-11 04:04:05,197.71.45.9,42.219.155.236,41,180
2016-04-11 04:04:05,73.60.0.219,42.219.155.236,39,0
2016-04-11 04:04:10,78.111.244.187,42.219.155.236,39,5
2016-04-11 04:06:14,36.37.160.108,42.219.155.236,39,124
2016-04-11 04:12:13,194.231.171.145,42.219.155.236,40,359
2016-04-11 04:15:18,33.12.108.90,42.219.155.236,40,185
2016-04-11 04:15:52,73.60.0.219,42.219.155.236,40,34
2016-04-11 04:16:07,192.253.239.102,42.219.155.236,39,15
2016-04-11 04:17:56,216.248.210.20,42.219.155.236,40,109
2016-04-11 04:17:56,104.235.89.71,42.219.155.236,40,0
2016-04-11 04:21:03,248.18.149.201,42.219.155.236,39,187
2016-04-11 04:21:03,56.207.76.118,42.219.155.236,38,0
2016-04-11 04:21:59,96.96.13.149,42.219.155.236,38,56
2016-04-11 04:22:42,123.84.157.67,42.219.155.236,41,43
2016-04-11 04:22:50,117.208.149.88,42.219.155.236,40,8
2016-04-11 04:25:59,33.12.108.90,42.219.155.236,41,189
2016-04-11 04:27:55,64.8.240.60,42.219.155.236,40,116
2016-04-11 04:28:47,185.60.79.173,42.219.155.236,40,52
2016-04-11 04:31:33,33.12.108.90,42.219.155.236,38,166
2016-04-11 04:32:49,66.59.232.101,42.219.155.236,39,76
2016-04-11 04:33:45,56.228.87.2,42.219.155.236,40,56
2016-04-11 04:34:17,224.4.53.231,42.219.155.236,41,32
2016-04-11 04:37:30,42.246.249.21,42.219.155.236,39,193
2016-04-11 04:39:42,64.75.135.244,42.219.155.236,41,132
2016-04-11 04:42:02,33.12.99.120,42.219.155.236,41,140
2016-04-11 04:44:36,217.156.57.81,42.219.155.236,39,154
2016-04-11 04:56:32,96.96.13.149,42.219.155.236,40,716
2016-04-11 04:58:48,69.39.92.190,42.219.155.236,41,136
2016-04-11 04:58:48,178.219.248.29,42.219.155.236,39,0
2016-04-11 05:02:59,62.100.79.46,42.219.155.236,39,251
2016-04-11 05:05:11,217.156.57.81,42.219.155.236,39,132
2016-04-11 05:07:00,61.201.253.7,42.219.155.236,38,109
2016-04-11 05:07:42,192.253.239.109,42.219.155.236,40,42
2016-04-11 05:08:21,217.231.240.206,42.219.155.236,39,39
2016-04-11 05:08:45,78.180.95.118,42.219.155.236,41,24
2016-04-11 05:11:07,80.22.111.183,42.219.155.236,39,142
2016-04-11 05:16:17,182.42.182.186,42.219.155.236,41,310
2016-04-11 05:20:50,50.26.111.109,42.219.155.236,40,273
2016-04-11 05:27:03,176.116.194.233,42.219.155.236,41,373
2016-04-11 05:28:04,204.223.23.73,42.219.155.236,40,61
2016-04-11 05:29:39,138.211.174.170,42.219.155.236,39,95
2016-04-11 05:30:18,176.116.194.129,42.219.155.236,39,39
2016-04-11 05:30:48,73.60.0.219,42.219.155.236,39,30
2016-04-11 05:35:30,78.107.240.167,42.219.155.236,40,282
2016-04-11 05:35:30,240.41.208.134,42.219.155.236,39,0
2016-04-11 05:36:24,240.62.27.30,42.219.155.236,40,54
2016-04-11 05:41:35,69.116.95.62,42.219.155.236,41,311
2016-04-11 05:46:45,68.137.244.182,42.219.155.236,40,310
2016-04-11 05:48:59,165.49.228.166,42.219.155.236,39,134
2016-04-11 05:50:08,117.208.149.46,42.219.155.236,41,69
2016-04-11 05:50:52,232.12.206.109,42.219.155.236,40,44
2016-04-11 05:52:43,47.149.222.98,42.219.155.236,39,111
2016-04-11 05:52:43,178.219.248.29,42.219.155.236,38,0
2016-04-11 05:53:16,213.198.93.117,42.219.155.236,39,33
2016-04-11 05:57:18,197.34.213.105,42.219.155.236,41,242
2016-04-11 05:58:08,217.156.57.81,42.219.155.236,40,50
2016-04-11 05:58:26,178.24.84.166,42.219.155.236,40,18
2016-04-11 06:01:25,69.124.8.90,42.219.155.236,40,179
2016-04-11 06:04:55,223.95.46.108,42.219.155.236,40,210
2016-04-11 06:10:08,213.55.165.103,42.219.155.236,38,313
2016-04-11 06:10:59,64.199.88.119,42.219.155.236,38,51
2016-04-11 06:12:17,233.198.164.181,42.219.155.236,38,78
2016-04-11 06:16:02,222.156.17.131,42.219.155.236,39,225
2016-04-11 06:18:33,176.116.195.41,42.219.155.236,40,151
2016-04-11 06:19:07,32.100.20.28,42.219.155.236,39,34
2016-04-11 06:19:07,198.132.59.191,42.219.155.236,39,0
2016-04-11 06:19:54,192.253.239.224,42.219.155.236,40,47
2016-04-11 06:23:46,242.100.247.131,42.219.155.236,39,232
2016-04-11 06:24:08,228.137.170.84,42.219.155.236,41,22
2016-04-11 06:28:46,208.43.183.102,42.219.155.236,39,278
2016-04-11 06:31:35,234.195.36.195,42.219.155.236,40,169
2016-04-11 06:34:17,80.22.12.36,42.219.155.236,40,162
2016-04-11 06:37:00,36.37.147.152,42.219.155.236,39,163
2016-04-11 06:43:52,66.129.192.241,42.219.155.236,40,412
2016-04-11 06:46:04,69.81.144.249,42.219.155.236,40,132
2016-04-11 06:48:24,73.60.0.219,42.219.155.236,40,140
2016-04-11 06:49:16,36.122.146.22,42.219.155.236,39,52
2016-04-11 06:49:47,101.88.108.96,42.219.155.236,40,31
2016-04-11 06:50:00,224.36.242.0,42.219.155.236,38,13
2016-04-11 06:51:35,59.232.32.245,42.219.155.236,39,95
2016-04-11 06:53:40,164.229.244.209,42.219.155.236,40,125
2016-04-11 06:55:58,217.231.240.77,42.219.155.236,39,138
2016-04-11 06:59:10,129.124.114.54,42.219.155.236,38,192
2016-04-11 06:59:50,44.77.212.26,42.219.155.236,39,40
2016-04-11 07:01:51,208.85.55.1,42.219.155.236,40,121
2016-04-11 07:02:37,96.96.13.149,42.219.155.236,39,46
2016-04-11 07:04:44,68.137.135.253,42.219.155.236,39,127
2016-04-11 07:05:43,217.231.240.206,42.219.155.236,39,59
2016-04-11 07:08:37,223.92.217.89,42.219.155.236,39,174
2016-04-11 07:09:45,213.127.68.134,42.219.155.236,40,68
2016-04-11 07:12:39,217.156.57.81,42.219.155.236,39,174
2016-04-11 07:13:21,208.43.183.102,42.219.155.236,38,42
2016-04-11 07:13:27,75.129.33.114,42.219.155.236,39,6
2016-04-11 07:13:47,217.231.240.206,42.219.155.236,40,20
2016-04-11 07:15:05,73.213.27.178,42.219.155.236,40,78
2016-04-11 07:15:06,96.96.13.149,42.219.155.236,39,1
2016-04-11 07:15:42,52.197.218.208,42.219.155.236,39,36
