te,sa,da,byt,teDelta
2016-04-11 00:00:44,42.219.153.187,112.56.64.91,60885,44
2016-04-11 00:01:44,102.216.44.74,42.219.153.187,55494,60
2016-04-11 00:02:16,43.164.49.177,42.219.153.187,48312,32
2016-04-11 00:03:04,42.219.153.187,194.233.64.251,64419,48
2016-04-11 00:03:43,42.219.153.187,248.6.159.87,100634,39
2016-04-11 00:04:55,42.219.153.187,85.236.114.211,46339,72
2016-04-11 00:05:22,240.111.145.48,42.219.153.187,59093,27
2016-04-11 00:06:23,211.56.47.6,42.219.153.187,68775,61
2016-04-11 00:07:07,42.219.153.187,143.72.4.250,45029,44
2016-04-11 00:07:59,42.219.153.187,76.164.111.204,236561,52
2016-04-11 00:08:24,42.219.153.187,218.38.215.145,127971,25
2016-04-11 00:08:33,91.71.126.160,42.219.153.187,84736,9
2016-04-11 00:09:46,212.32.30.165,42.219.153.187,73302,73
2016-04-11 00:10:43,37.151.24.172,42.219.153.187,56914,57
2016-04-11 00:11:49,42.219.153.187,49.149.152.95,66502,66
2016-04-11 00:12:36,193.40.57.79,42.219.153.187,40313,47
2016-04-11 00:13:29,69.82.49.243,42.219.153.187,65994,53
2016-04-11 00:14:07,42.219.153.187,143.72.8.137,48344,38
2016-04-11 00:14:34,42.219.153.187,36.50.46.169,176799,27
2016-04-11 00:15:38,42.219.153.187,204.97.138.41,51090,64
2016-04-11 00:16:06,42.219.153.187,176.42.23.254,26499,28
2016-04-11 00:16:42,93.101.248.223,42.219.153.187,133248,36
2016-04-11 00:17:21,211.63.160.65,42.219.153.187,216213,39
2016-04-11 00:17:32,92.1.225.160,42.219.153.187,31659,11
2016-04-11 00:17:57,42.219.153.187,169.108.218.243,68748,25
2016-04-11 00:18:25,143.72.8.137,42.219.153.187,91645,28
2016-04-11 00:19:09,42.219.153.187,63.79.179.9,69955,44
2016-04-11 00:19:46,175.177.229.65,42.219.153.187,70039,37
2016-04-11 00:20:25,214.41.254.85,42.219.153.187,34145,39
2016-04-11 00:21:08,60.242.232.68,42.219.153.187,22706,43
2016-04-11 00:21:34,42.219.153.187,219.101.205.166,49434,26
2016-04-11 00:22:11,188.31.65.97,42.219.153.187,56643,37
2016-04-11 00:23:17,106.150.228.135,42.219.153.187,103032,66
2016-04-11 00:24:07,42.219.153.187,209.62.235.76,39536,50
2016-04-11 00:25:43,42.219.153.187,218.108.100.30,63818,96
2016-04-11 00:26:49,42.219.153.187,240.125.16.139,44871,66
2016-04-11 00:27:31,42.219.153.187,218.66.166.63,30572,42
2016-04-11 00:29:13,143.72.4.250,42.219.153.187,49088,102
2016-04-11 00:29:59,42.219.153.187,143.72.4.250,71795,46
2016-04-11 00:31:03,69.124.9.215,42.219.153.187,167268,64
2016-04-11 00:32:14,212.32.30.165,42.219.153.187,12135,71
2016-04-11 00:32:56,42.219.153.187,176.233.88.188,48620,42
2016-04-11 00:33:32,42.219.153.187,143.72.4.250,73149,36
2016-04-11 00:34:21,57.67.1.33,42.219.153.187,33015,49
2016-04-11 00:34:41,42.219.153.187,91.71.126.181,54861,20
2016-04-11 00:35:37,42.219.153.187,240.27.16.76,100029,56
2016-04-11 00:36:12,222.238.236.26,42.219.153.187,30739,35
2016-04-11 00:37:01,42.219.153.187,208.109.120.40,90982,49
2016-04-11 00:37:08,42.219.153.187,36.169.200.40,57494,7
2016-04-11 00:38:17,42.219.153.187,36.169.195.18,89166,69
2016-04-11 00:39:37,42.219.153.187,223.8.231.93,99086,80
2016-04-11 00:40:47,165.133.210.175,42.219.153.187,271232,70
2016-04-11 00:41:09,185.18.175.235,42.219.153.187,45586,22
2016-04-11 00:41:52,54.143.54.97,42.219.153.187,40191,43
2016-04-11 00:42:46,194.233.74.238,42.219.153.187,39225,54
2016-04-11 00:43:36,143.72.8.137,42.219.153.187,39320,50
2016-04-11 00:44:13,189.83.159.44,42.219.153.187,72721,37
2016-04-11 00:44:40,85.236.82.121,42.219.153.187,90424,27
2016-04-11 00:45:24,202.27.9.8,42.219.153.187,25943,44
2016-04-11 00:46:15,202.190.238.246,42.219.153.187,100182,51
2016-04-11 00:46:45,36.191.176.173,42.219.153.187,74930,30
2016-04-11 00:47:22,42.219.153.187,143.72.4.250,58626,37
2016-04-11 00:47:55,165.211.31.193,42.219.153.187,86501,33
2016-04-11 00:48:50,106.150.228.172,42.219.153.187,137637,55
2016-04-11 00:49:42,211.25.64.177,42.219.153.187,66570,52
2016-04-11 00:50:33,165.133.210.175,42.219.153.187,59699,51
2016-04-11 00:51:13,106.150.228.53,42.219.153.187,40453,40
2016-04-11 00:52:33,91.71.126.158,42.219.153.187,52168,80
2016-04-11 00:53:30,42.219.153.187,143.72.4.250,53579,57
2016-04-11 00:54:19,42.219.153.187,185.5.236.224,36370,49
2016-04-11 00:54:58,194.233.64.113,42.219.153.187,69054,39
2016-04-11 00:55:34,165.133.210.160,42.219.153.187,34734,36
2016-04-11 00:55:56,89.107.13.224,42.219.153.187,96015,22
2016-04-11 00:56:32,56.153.165.185,42.219.153.187,33714,36
2016-04-11 00:56:41,42.219.153.187,64.31.145.24,57701,9
2016-04-11 00:57:38,234.49.168.125,42.219.153.187,32097,57
2016-04-11 00:58:25,42.219.153.187,212.119.22.187,82383,47
2016-04-11 00:59:04,42.219.153.187,56.153.165.185,62972,39
2016-04-11 00:59:45,32.95.166.227,42.219.153.187,20781,41
2016-04-11 01:00:02,42.219.153.187,36.50.44.241,46554,17
2016-04-11 01:01:16,42.219.153.187,211.44.71.80,36175,74
2016-04-11 01:01:43,188.31.65.63,42.219.153.187,97690,27
2016-04-11 01:02:43,42.219.153.187,37.253.63.171,50022,60
2016-04-11 01:03:14,42.219.153.187,209.92.117.72,32010,31
2016-04-11 01:03:31,42.219.153.187,212.88.0.237,118303,17
2016-04-11 01:04:22,54.143.54.186,42.219.153.187,18356,51
2016-04-11 01:05:25,42.219.153.187,213.43.223.152,65917,63
2016-04-11 01:05:57,42.219.153.187,77.51.47.77,27509,32
2016-04-11 01:06:34,143.72.8.137,42.219.153.187,42921,37
2016-04-11 01:07:29,76.163.213.163,42.219.153.187,47183,55
2016-04-11 01:08:39,42.219.153.187,37.6.177.168,76182,70
2016-04-11 01:09:05,42.219.153.187,89.211.66.96,92678,26
2016-04-11 01:09:56,63.210.16.78,42.219.153.187,59719,51
2016-04-11 01:10:26,79.242.41.57,42.219.153.187,350446,30
2016-04-11 01:11:06,201.173.109.225,42.219.153.187,63579,40
2016-04-11 01:11:52,42.219.153.187,67.208.91.182,62044,46
2016-04-11 01:12:25,42.219.153.187,194.233.74.238,50545,33
2016-04-11 01:13:26,212.76.238.224,42.219.153.187,80196,61
2016-04-11 01:14:13,42.219.153.187,69.124.9.215,48411,47
2016-04-11 01:15:15,42.219.153.187,85.236.124.232,39336,62
2016-04-11 01:15:45,32.64.23.193,42.219.153.187,33498,30
2016-04-11 01:15:57,42.219.153.187,143.72.8.137,100682,12
2016-04-11 01:16:57,42.219.153.187,194.233.67.128,40943,60
2016-04-11 01:17:52,194.233.74.238,42.219.153.187,373722,55
2016-04-11 01:18:36,42.219.153.187,211.44.105.203,299321,44
2016-04-11 01:19:29,54.143.54.165,42.219.153.187,38161,53
2016-04-11 01:20:20,42.219.153.187,63.0.80.227,43713,51
2016-04-11 01:21:06,196.176.228.225,42.219.153.187,83832,46
2016-04-11 01:22:07,42.219.153.187,73.5.203.135,85824,61
