te,sa,da,byt,teDelta
2016-04-11 00:01:25,212.89.237.31,42.219.156.240,306168,85
2016-04-11 00:02:36,168.59.127.120,42.219.156.240,6429848,71
2016-04-11 00:04:26,42.219.156.240,158.128.144.230,92525,110
2016-04-11 00:07:54,208.255.38.41,42.219.156.240,153109,208
2016-04-11 00:09:38,168.153.14.176,42.219.156.240,1351372,104
2016-04-11 00:11:25,194.233.67.163,42.219.156.240,249054,107
2016-04-11 00:12:42,42.219.156.240,216.61.210.252,42483,77
2016-04-11 00:13:47,42.219.156.240,189.7.101.201,400326,65
2016-04-11 00:15:36,202.189.12.93,42.219.156.240,120010,109
2016-04-11 00:17:08,42.219.156.240,101.34.128.149,64604,92
2016-04-11 00:19:08,194.233.64.110,42.219.156.240,272853,120
2016-04-11 00:21:47,42.219.156.240,143.72.8.137,188035,159
2016-04-11 00:24:07,194.233.64.42,42.219.156.240,570203,140
2016-04-11 00:25:04,209.62.208.172,42.219.156.240,1119356,57
2016-04-11 00:26:51,197.197.174.133,42.219.156.240,94104,107
2016-04-11 00:28:04,127.204.60.89,42.219.156.240,201822,73
2016-04-11 00:30:19,42.219.156.240,182.42.185.134,2414079,135
2016-04-11 00:31:48,143.72.4.250,42.219.156.240,849252,89
2016-04-11 00:33:04,42.219.156.240,60.242.232.71,1750455,76
2016-04-11 00:34:09,42.219.156.240,42.152.5.55,612435,65
2016-04-11 00:36:03,219.109.61.118,42.219.156.240,33298,114
2016-04-11 00:37:27,143.72.4.250,42.219.156.240,1762996,84
2016-04-11 00:39:32,42.219.156.240,204.97.73.36,2715027,125
2016-04-11 00:41:42,54.143.54.180,42.219.156.240,454225,130
2016-04-11 00:43:31,42.219.156.240,194.233.70.244,847481,109
2016-04-11 00:45:17,193.40.48.125,42.219.156.240,6350889,106
2016-04-11 00:46:30,188.30.178.15,42.219.156.240,1695426,73
2016-04-11 00:49:03,175.177.229.89,42.219.156.240,718091,153
2016-04-11 00:51:38,150.241.81.22,42.219.156.240,452933,155
2016-04-11 00:53:42,42.219.156.240,165.131.98.75,154956,124
2016-04-11 00:54:58,194.233.64.195,42.219.156.240,635270,76
2016-04-11 00:56:19,42.219.156.240,60.242.232.71,10915140,81
2016-04-11 00:58:42,197.35.47.145,42.219.156.240,627072,143
2016-04-11 00:59:35,42.219.156.240,240.27.31.149,812375,53
2016-04-11 01:01:44,194.233.74.54,42.219.156.240,274863,129
2016-04-11 01:03:18,42.219.156.240,143.72.4.250,15706,94
2016-04-11 01:05:34,42.219.156.240,143.72.8.137,4277774,136
2016-04-11 01:07:07,42.219.156.240,78.128.238.198,156623,93
2016-04-11 01:10:31,42.219.156.240,223.114.19.19,1221526,204
2016-04-11 01:12:06,143.72.4.250,42.219.156.240,911717,95
2016-04-11 01:13:25,42.219.156.240,43.28.221.2,6083,79
2016-04-11 01:14:21,42.219.156.240,36.149.244.182,198419,56
2016-04-11 01:17:45,80.168.105.247,42.219.156.240,48888,204
2016-04-11 01:19:19,42.219.156.240,143.72.8.137,143872,94
2016-04-11 01:21:17,182.42.183.229,42.219.156.240,5720611,118
2016-04-11 01:21:33,91.71.126.203,42.219.156.240,84948,16
2016-04-11 01:21:58,165.133.210.175,42.219.156.240,61632,25
2016-04-11 01:23:54,71.220.169.175,42.219.156.240,2883887,116
2016-04-11 01:25:27,42.219.156.240,73.5.203.135,386642,93
2016-04-11 01:27:54,42.219.156.240,188.31.65.118,104049,147
2016-04-11 01:29:09,42.219.156.240,194.233.64.113,43320,75
2016-04-11 01:30:08,213.44.95.11,42.219.156.240,947415,59
2016-04-11 01:31:02,42.219.156.240,57.80.40.121,2403,54
2016-04-11 01:33:00,221.181.217.3,42.219.156.240,1365239,118
2016-04-11 01:36:21,168.98.166.241,42.219.156.240,278839,201
2016-04-11 01:38:47,42.219.156.240,238.172.122.211,124372,146
2016-04-11 01:40:22,36.149.244.182,42.219.156.240,1314890,95
2016-04-11 01:43:19,42.219.156.240,64.169.168.27,25919467,177
2016-04-11 01:44:58,194.233.74.238,42.219.156.240,55436,99
2016-04-11 01:47:30,73.5.203.135,42.219.156.240,117361,152
2016-04-11 01:48:46,42.219.156.240,211.230.191.126,8157485,76
2016-04-11 01:50:34,42.219.156.240,73.5.203.135,939961,108
2016-04-11 01:53:45,42.219.156.240,106.150.228.194,8020113,191
2016-04-11 01:55:21,36.37.136.91,42.219.156.240,139779,96
2016-04-11 01:56:34,67.136.170.185,42.219.156.240,144045,73
2016-04-11 01:59:28,212.88.0.237,42.219.156.240,100001,174
2016-04-11 02:02:55,42.219.156.240,143.72.8.137,4315445,207
2016-04-11 02:04:48,240.15.166.44,42.219.156.240,55660,113
2016-04-11 02:07:33,42.219.156.240,73.5.203.135,105700,165
2016-04-11 02:09:30,194.233.67.157,42.219.156.240,160266,117
2016-04-11 02:12:12,143.72.8.137,42.219.156.240,73918,162
2016-04-11 02:14:12,37.71.38.115,42.219.156.240,101499,120
2016-04-11 02:15:44,136.123.47.167,42.219.156.240,734940,92
2016-04-11 02:17:43,43.42.79.215,42.219.156.240,86087318,119
2016-04-11 02:19:14,42.219.156.240,89.107.13.224,13319627,91
2016-04-11 02:19:56,216.49.127.22,42.219.156.240,450182,42
2016-04-11 02:21:29,188.31.65.58,42.219.156.240,67073,93
2016-04-11 02:23:25,42.219.156.240,194.233.89.10,200284,116
2016-04-11 02:25:38,42.219.156.240,212.32.31.252,3085014,133
2016-04-11 02:28:10,42.219.156.240,217.176.165.84,117259,152
2016-04-11 02:29:51,107.90.157.82,42.219.156.240,332314,101
2016-04-11 02:31:19,99.176.23.12,42.219.156.240,811214,88
2016-04-11 02:32:50,42.219.156.240,143.72.8.137,115895,91
2016-04-11 02:34:27,42.219.156.240,85.236.82.121,51533,97
2016-04-11 02:35:09,42.219.156.240,143.72.8.137,260000,42
2016-04-11 02:38:19,60.242.232.70,42.219.156.240,119997,190
2016-04-11 02:39:58,143.72.4.250,42.219.156.240,122353,99
2016-04-11 02:41:43,213.85.82.31,42.219.156.240,613873,105
2016-04-11 02:44:57,54.143.54.183,42.219.156.240,302422,194
2016-04-11 02:47:28,222.176.252.213,42.219.156.240,1430000,151
2016-04-11 02:48:59,32.43.68.155,42.219.156.240,444470,91
2016-04-11 02:49:37,165.133.210.175,42.219.156.240,1520023,38
2016-04-11 02:51:31,42.219.156.240,37.199.221.130,443162,114
2016-04-11 02:54:10,165.133.210.175,42.219.156.240,285263,159
2016-04-11 02:56:26,106.150.228.155,42.219.156.240,917564,136
2016-04-11 02:58:16,76.164.109.12,42.219.156.240,432976,110
2016-04-11 03:00:32,42.219.156.240,158.128.250.209,59838,136
2016-04-11 03:02:21,42.219.156.240,143.72.8.137,383398,109
2016-04-11 03:04:00,42.219.156.240,216.61.210.252,2532553,99
2016-04-11 03:05:31,193.40.57.79,42.219.156.240,396645,91
2016-04-11 03:06:44,42.219.156.240,69.124.9.215,61811,73
2016-04-11 03:09:17,42.219.156.240,194.233.64.50,278878,153
2016-04-11 03:12:19,200.139.33.203,42.219.156.240,141121,182
2016-04-11 03:15:37,208.91.91.254,42.219.156.240,92028,198
2016-04-11 03:17:22,37.4.224.213,42.219.156.240,3659978,105
2016-04-11 03:19:35,214.21.87.89,42.219.156.240,1413256,133
2016-04-11 03:22:32,62.161.83.62,42.219.156.240,3174917,177
2016-04-11 03:25:20,106.150.228.76,42.219.156.240,35086,168
2016-04-11 03:27:41,193.40.48.125,42.219.156.240,112879,141
2016-04-11 03:28:46,253.139.127.229,42.219.156.240,174661,65
2016-04-11 03:30:50,85.236.82.121,42.219.156.240,420613,124
2016-04-11 03:31:32,42.219.156.240,165.131.98.75,614402,42
2016-04-11 03:32:59,143.72.8.137,42.219.156.240,172442,87
2016-04-11 03:35:05,42.219.156.240,178.125.6.125,1730143,126
2016-04-11 03:36:56,42.219.156.240,60.242.232.70,995033,111
2016-04-11 03:39:33,199.43.51.228,42.219.156.240,50956,157
2016-04-11 03:40:53,42.219.156.240,143.72.8.137,1427581,80
2016-04-11 03:43:30,42.219.156.240,143.72.8.137,208047,157
2016-04-11 03:45:04,85.236.82.121,42.219.156.240,2777932,94
2016-04-11 03:48:02,193.40.56.249,42.219.156.240,44627,178
2016-04-11 03:49:53,42.219.156.240,248.172.34.149,162015,111
2016-04-11 03:53:32,47.149.216.48,42.219.156.240,8055457,219
2016-04-11 03:56:26,42.219.156.240,194.233.67.222,1058732,174
2016-04-11 03:59:14,42.219.156.240,204.97.186.217,116689,168
2016-04-11 04:00:38,42.219.156.240,76.164.156.53,11991229,84
2016-04-11 04:02:55,42.219.156.240,174.50.239.107,67644,137
2016-04-11 04:04:33,73.56.232.30,42.219.156.240,37634,98
2016-04-11 04:05:32,102.216.44.76,42.219.156.240,853285,59
2016-04-11 04:08:27,42.219.156.240,85.236.82.121,526791,175
2016-04-11 04:10:54,42.219.156.240,253.138.42.216,64241,147
2016-04-11 04:12:49,42.219.156.240,64.220.87.253,758388,115
2016-04-11 04:14:54,69.124.9.215,42.219.156.240,773026,125
2016-04-11 04:16:15,42.219.156.240,143.72.4.250,443652,81
2016-04-11 04:18:20,194.233.67.185,42.219.156.240,15842233,125
2016-04-11 04:21:12,176.42.15.226,42.219.156.240,3527412,172
2016-04-11 04:22:59,136.41.145.122,42.219.156.240,444546,107
2016-04-11 04:25:03,204.91.46.202,42.219.156.240,176251,124
2016-04-11 04:28:12,42.219.156.240,36.50.44.241,328649,189
2016-04-11 04:30:23,165.133.210.175,42.219.156.240,702264,131
2016-04-11 04:32:09,143.72.8.137,42.219.156.240,22918,106
2016-04-11 04:35:11,42.219.156.240,69.124.9.215,1578116,182
2016-04-11 04:37:43,42.219.156.240,165.121.66.112,818105,152
2016-04-11 04:40:05,42.219.156.240,143.72.8.137,527505,142
2016-04-11 04:42:01,43.164.45.110,42.219.156.240,469476,116
2016-04-11 04:43:06,85.236.82.121,42.219.156.240,51765,65
2016-04-11 04:43:43,152.218.94.128,42.219.156.240,1107168,37
2016-04-11 04:46:28,42.219.156.240,214.21.235.54,1052380,165
2016-04-11 04:49:44,61.115.233.135,42.219.156.240,479567,196
2016-04-11 04:53:06,42.219.156.240,60.242.232.72,1413617,202
2016-04-11 04:55:09,194.233.94.250,42.219.156.240,244497,123
2016-04-11 04:56:04,168.59.119.58,42.219.156.240,415459,55
2016-04-11 04:57:05,42.219.156.240,194.233.67.222,105007,61
2016-04-11 04:58:12,91.71.126.158,42.219.156.240,1193761,67
2016-04-11 05:00:27,62.100.228.238,42.219.156.240,311967,135
2016-04-11 05:02:48,42.219.156.240,214.40.229.233,1374099,141
2016-04-11 05:05:56,42.219.156.240,219.244.143.111,979813,188
2016-04-11 05:08:30,57.67.1.33,42.219.156.240,1435974,154
2016-04-11 05:11:28,168.38.8.181,42.219.156.240,3967002,178
2016-04-11 05:13:01,240.15.181.69,42.219.156.240,157218,93
2016-04-11 05:14:35,42.219.156.240,202.1.127.100,495698,94
2016-04-11 05:15:46,106.150.228.174,42.219.156.240,171095,71
2016-04-11 05:18:06,143.72.8.137,42.219.156.240,162042,140
2016-04-11 05:20:26,211.56.203.9,42.219.156.240,65676,140
2016-04-11 05:23:05,194.233.67.128,42.219.156.240,1718531,159
2016-04-11 05:24:35,42.219.156.240,211.230.227.188,173123,90
2016-04-11 05:28:11,37.5.228.166,42.219.156.240,2490784,216
2016-04-11 05:29:25,213.22.182.128,42.219.156.240,3554540,74
2016-04-11 05:31:36,42.219.156.240,218.153.241.193,261385,131
2016-04-11 05:33:17,42.219.156.240,36.149.128.7,994331,101
2016-04-11 05:34:05,42.219.156.240,36.37.147.152,612613,48
2016-04-11 05:36:42,42.219.156.240,85.236.82.121,184328,157
2016-04-11 05:39:45,76.164.116.51,42.219.156.240,461224,183
2016-04-11 05:41:54,42.219.156.240,197.34.232.61,48911,129
2016-04-11 05:43:29,62.169.8.184,42.219.156.240,15232957,95
2016-04-11 05:46:16,42.219.156.240,89.107.250.95,1784143,167
2016-04-11 05:48:02,194.233.64.110,42.219.156.240,467323,106
2016-04-11 05:50:51,42.219.156.240,143.72.8.137,1571047,169
2016-04-11 05:52:24,42.219.156.240,85.236.82.121,357007,93
2016-04-11 05:54:15,228.115.176.239,42.219.156.240,210672,111
2016-04-11 05:54:47,175.177.229.122,42.219.156.240,68049,32
2016-04-11 05:55:26,42.219.156.240,208.109.215.1,5410,39
2016-04-11 05:58:56,42.219.156.240,209.21.96.69,3787987,210
