te,sa,da,byt,teDelta
2016-04-11 00:00:46,36.52.10.230,42.219.156.132,39,46
2016-04-11 00:01:55,61.201.253.7,42.219.156.132,439,69
2016-04-11 00:02:45,217.156.57.81,42.219.156.132,47,50
2016-04-11 00:06:09,209.143.221.104,42.219.156.132,209,204
2016-04-11 00:06:18,236.104.173.103,42.219.156.132,435,9
2016-04-11 00:06:27,208.43.183.102,42.219.156.132,41,9
2016-04-11 00:06:36,210.58.162.108,42.219.156.132,153,9
2016-04-11 00:07:42,68.137.244.161,42.219.156.132,56,66
2016-04-11 00:10:51,86.128.235.174,42.219.156.132,41,189
2016-04-11 00:12:18,176.116.195.41,42.219.156.132,436,87
2016-04-11 00:23:12,96.96.13.149,42.219.156.132,53,654
2016-04-11 00:23:12,68.137.135.240,42.219.156.132,39,0
2016-04-11 00:26:19,217.156.57.81,42.219.156.132,41,187
2016-04-11 00:30:08,226.115.238.128,42.219.156.132,437,229
2016-04-11 00:31:13,224.109.246.178,42.219.156.132,42,65
2016-04-11 00:31:59,195.250.247.33,42.219.156.132,38,46
2016-04-11 00:38:09,69.81.144.249,42.219.156.132,442,370
2016-04-11 00:38:09,234.196.29.249,42.219.156.132,257,0
2016-04-11 00:39:22,246.150.65.216,42.219.156.132,44,73
2016-04-11 00:40:22,214.16.227.117,42.219.156.132,40,60
2016-04-11 00:43:04,185.223.217.122,42.219.156.132,448,162
2016-04-11 00:43:52,32.100.20.28,42.219.156.132,40,48
2016-04-11 00:44:19,194.231.191.138,42.219.156.132,40,27
2016-04-11 00:44:19,117.208.149.209,42.219.156.132,41,0
2016-04-11 00:48:42,217.231.240.101,42.219.156.132,41,263
2016-04-11 00:54:15,176.116.194.233,42.219.156.132,59,333
2016-04-11 00:57:33,62.136.164.97,42.219.156.132,435,198
2016-04-11 01:02:15,92.18.45.40,42.219.156.132,184,282
2016-04-11 01:02:15,239.234.54.254,42.219.156.132,95,0
2016-04-11 01:02:33,176.116.194.233,42.219.156.132,445,18
2016-04-11 01:07:27,78.67.128.51,42.219.156.132,37,294
2016-04-11 01:12:22,32.100.20.28,42.219.156.132,40,295
2016-04-11 01:17:09,43.42.79.206,42.219.156.132,40,287
2016-04-11 01:24:04,79.141.33.217,42.219.156.132,39,415
2016-04-11 01:27:22,208.43.183.102,42.219.156.132,39,198
2016-04-11 01:31:40,69.132.5.212,42.219.156.132,434,258
2016-04-11 01:34:54,208.43.183.102,42.219.156.132,98,194
2016-04-11 01:45:14,240.19.64.164,42.219.156.132,94,620
2016-04-11 01:46:00,176.116.194.233,42.219.156.132,102,46
2016-04-11 01:49:15,222.156.17.131,42.219.156.132,39,195
2016-04-11 01:51:34,208.43.183.102,42.219.156.132,289,139
2016-04-11 01:51:45,165.202.36.149,42.219.156.132,50,11
2016-04-11 01:54:22,36.37.136.91,42.219.156.132,37,157
2016-04-11 01:57:39,224.4.180.162,42.219.156.132,18,197
2016-04-11 02:01:53,61.35.227.227,42.219.156.132,41,254
2016-04-11 02:05:20,204.91.46.241,42.219.156.132,40,207
2016-04-11 02:06:47,56.207.76.118,42.219.156.132,168,87
2016-04-11 02:08:34,33.12.108.90,42.219.156.132,430,107
2016-04-11 02:11:19,165.45.203.178,42.219.156.132,438,165
2016-04-11 02:17:31,229.102.208.218,42.219.156.132,72,372
2016-04-11 02:18:51,69.81.144.249,42.219.156.132,54,80
2016-04-11 02:19:26,69.81.144.249,42.219.156.132,42,35
2016-04-11 02:19:59,32.93.109.11,42.219.156.132,50,33
2016-04-11 02:21:47,217.231.240.101,42.219.156.132,41,108
2016-04-11 02:23:25,217.231.240.101,42.219.156.132,25,98
2016-04-11 02:23:31,176.116.194.233,42.219.156.132,100,6
2016-04-11 02:25:29,189.110.91.148,42.219.156.132,61,118
2016-04-11 02:27:46,42.219.156.132,185.34.79.74,446,137
2016-04-11 02:30:30,217.231.240.101,42.219.156.132,438,164
2016-04-11 02:30:57,112.92.175.105,42.219.156.132,39,27
2016-04-11 02:30:57,96.96.13.149,42.219.156.132,120,0
2016-04-11 02:37:33,47.149.216.48,42.219.156.132,53,396
2016-04-11 02:40:31,242.100.155.243,42.219.156.132,45,178
2016-04-11 02:41:11,221.177.83.32,42.219.156.132,38,40
2016-04-11 02:43:42,176.116.195.149,42.219.156.132,49,151
2016-04-11 02:45:39,217.156.57.81,42.219.156.132,55,117
2016-04-11 02:48:08,225.36.196.178,42.219.156.132,45,149
2016-04-11 02:51:28,203.250.5.4,42.219.156.132,98,200
2016-04-11 02:53:35,117.208.149.94,42.219.156.132,41,127
2016-04-11 02:58:07,176.116.194.233,42.219.156.132,47,272
2016-04-11 02:58:08,198.132.27.142,42.219.156.132,41,1
2016-04-11 02:58:33,165.72.140.4,42.219.156.132,42,25
2016-04-11 03:00:15,222.156.17.131,42.219.156.132,40,102
2016-04-11 03:03:56,240.111.145.48,42.219.156.132,51,221
2016-04-11 03:05:16,198.132.44.182,42.219.156.132,48,80
2016-04-11 03:06:23,96.96.13.149,42.219.156.132,104,67
2016-04-11 03:09:11,48.73.6.241,42.219.156.132,38,168
2016-04-11 03:10:13,62.100.126.36,42.219.156.132,39,62
2016-04-11 03:10:38,32.100.20.28,42.219.156.132,41,25
2016-04-11 03:18:54,197.34.213.105,42.219.156.132,39,496
2016-04-11 03:21:10,185.60.79.173,42.219.156.132,40,136
2016-04-11 03:21:10,240.111.145.48,42.219.156.132,45,0
2016-04-11 03:23:47,74.116.18.127,42.219.156.132,443,157
2016-04-11 03:24:52,208.43.183.102,42.219.156.132,433,65
2016-04-11 03:25:15,91.71.55.49,42.219.156.132,97,23
2016-04-11 03:27:15,176.116.194.233,42.219.156.132,49,120
2016-04-11 03:29:51,168.153.48.4,42.219.156.132,40,156
2016-04-11 03:32:55,176.116.195.149,42.219.156.132,39,184
2016-04-11 03:35:48,117.208.149.212,42.219.156.132,40,173
2016-04-11 03:38:28,220.2.193.41,42.219.156.132,103,160
2016-04-11 03:38:55,240.62.27.30,42.219.156.132,38,27
2016-04-11 03:41:40,73.60.0.219,42.219.156.132,40,165
2016-04-11 03:44:22,217.156.57.81,42.219.156.132,41,162
2016-04-11 03:46:18,198.132.44.182,42.219.156.132,42,116
2016-04-11 03:49:29,213.82.166.3,42.219.156.132,43,191
2016-04-11 03:56:57,246.7.129.12,42.219.156.132,145,448
2016-04-11 03:57:08,225.113.113.162,42.219.156.132,42,11
2016-04-11 03:57:08,208.43.183.102,42.219.156.132,99,0
2016-04-11 03:57:28,176.116.195.149,42.219.156.132,120,20
2016-04-11 03:59:29,168.98.166.241,42.219.156.132,103,121
2016-04-11 04:00:16,222.224.94.225,42.219.156.132,98,47
2016-04-11 04:01:34,240.111.145.48,42.219.156.132,44,78
2016-04-11 04:02:52,248.31.241.70,42.219.156.132,41,78
2016-04-11 04:02:52,210.99.63.68,42.219.156.132,448,0
2016-04-11 04:13:14,36.228.110.46,42.219.156.132,355,622
2016-04-11 04:15:06,173.24.8.115,42.219.156.132,101,112
2016-04-11 04:18:30,194.231.191.138,42.219.156.132,39,204
2016-04-11 04:20:52,188.30.209.111,42.219.156.132,437,142
2016-04-11 04:20:52,61.35.227.227,42.219.156.132,443,0
2016-04-11 04:20:52,194.231.140.151,42.219.156.132,39,0
2016-04-11 04:21:42,68.137.135.205,42.219.156.132,119,50
2016-04-11 04:27:32,136.123.47.167,42.219.156.132,436,350
2016-04-11 04:38:27,72.64.180.52,42.219.156.132,40,655
2016-04-11 04:39:03,36.37.147.152,42.219.156.132,51,36
2016-04-11 04:39:52,70.164.44.50,42.219.156.132,102,49
2016-04-11 04:40:14,217.156.57.81,42.219.156.132,105,22
2016-04-11 04:40:53,204.91.46.228,42.219.156.132,105,39
2016-04-11 04:42:49,221.161.13.217,42.219.156.132,436,116
2016-04-11 04:50:08,68.137.244.185,42.219.156.132,40,439
2016-04-11 05:00:45,40.137.236.9,42.219.156.132,105,637
2016-04-11 05:06:04,61.96.164.222,42.219.156.132,128,319
2016-04-11 05:12:39,77.124.108.171,42.219.156.132,445,395
2016-04-11 05:13:19,239.73.204.213,42.219.156.132,43,40
2016-04-11 05:13:19,198.132.59.191,42.219.156.132,436,0
2016-04-11 05:14:02,242.101.129.180,42.219.156.132,40,43
2016-04-11 05:22:20,204.91.46.238,42.219.156.132,443,498
2016-04-11 05:22:45,80.22.139.148,42.219.156.132,38,25
2016-04-11 05:26:43,34.70.243.42,42.219.156.132,51,238
2016-04-11 05:27:21,242.103.61.21,42.219.156.132,20,38
2016-04-11 05:28:04,68.137.135.228,42.219.156.132,42,43
2016-04-11 05:31:24,182.42.182.186,42.219.156.132,40,200
2016-04-11 05:31:49,246.7.239.54,42.219.156.132,42,25
2016-04-11 05:35:51,182.42.182.186,42.219.156.132,38,242
2016-04-11 05:40:31,242.100.158.153,42.219.156.132,37,280
2016-04-11 05:41:59,68.137.135.198,42.219.156.132,42,88
2016-04-11 05:46:15,238.80.87.172,42.219.156.132,56,256
2016-04-11 05:46:15,239.17.221.5,42.219.156.132,438,0
2016-04-11 05:55:25,60.56.180.25,42.219.156.132,41,550
2016-04-11 05:59:37,227.171.100.125,42.219.156.132,439,252
2016-04-11 06:01:32,194.231.140.151,42.219.156.132,42,115
2016-04-11 06:01:32,43.42.79.219,42.219.156.132,40,0
2016-04-11 06:01:56,96.96.13.149,42.219.156.132,39,24
2016-04-11 06:02:31,208.43.183.102,42.219.156.132,434,35
2016-04-11 06:03:59,69.39.92.190,42.219.156.132,42,88
2016-04-11 06:04:02,217.156.57.81,42.219.156.132,40,3
2016-04-11 06:12:56,41.54.151.243,42.219.156.132,43,534
2016-04-11 06:15:18,225.36.196.187,42.219.156.132,37,142
2016-04-11 06:25:39,215.150.201.226,42.219.156.132,39,621
2016-04-11 06:26:16,194.231.191.138,42.219.156.132,57,37
2016-04-11 06:26:37,216.156.202.228,42.219.156.132,41,21
2016-04-11 06:29:34,33.12.102.177,42.219.156.132,445,177
2016-04-11 06:30:57,209.150.124.198,42.219.156.132,53,83
2016-04-11 06:34:02,64.166.191.61,42.219.156.132,43,185
2016-04-11 06:34:03,32.100.20.28,42.219.156.132,37,1
