te,sa,da,byt,teDelta
2016-04-11 00:09:38,69.124.8.108,42.219.149.201,277,578
2016-04-11 00:09:38,68.137.244.158,42.219.149.201,95,0
2016-04-11 00:16:45,240.111.145.48,42.219.149.201,38,427
2016-04-11 00:21:58,243.183.213.251,42.219.149.201,40,313
2016-04-11 00:34:03,217.156.57.81,42.219.149.201,438,725
2016-04-11 00:35:14,82.6.252.214,42.219.149.201,37,71
2016-04-11 00:37:25,208.43.183.102,42.219.149.201,54,131
2016-04-11 00:38:05,75.129.109.157,42.219.149.201,99,40
2016-04-11 00:38:05,170.191.169.65,42.219.149.201,64,0
2016-04-11 00:38:42,201.167.23.75,42.219.149.201,41,37
2016-04-11 00:39:35,42.112.137.119,42.219.149.201,120,53
2016-04-11 00:43:01,176.116.194.233,42.219.149.201,140,206
2016-04-11 00:43:34,32.100.20.28,42.219.149.201,42,33
2016-04-11 00:43:34,47.149.216.48,42.219.149.201,41,0
2016-04-11 00:44:54,32.93.109.11,42.219.149.201,41,80
2016-04-11 00:44:54,69.81.144.249,42.219.149.201,119,0
2016-04-11 00:46:15,246.181.237.124,42.219.149.201,40,81
2016-04-11 00:49:09,217.231.255.197,42.219.149.201,41,174
2016-04-11 00:52:44,210.147.74.199,42.219.149.201,105,215
2016-04-11 00:56:47,133.178.113.43,42.219.149.201,40,243
2016-04-11 00:57:24,56.228.99.129,42.219.149.201,40,37
2016-04-11 00:57:49,208.43.183.102,42.219.149.201,18,25
2016-04-11 00:58:17,207.242.17.169,42.219.149.201,43,28
2016-04-11 01:00:58,217.156.57.81,42.219.149.201,102,161
2016-04-11 01:00:58,198.132.25.203,42.219.149.201,437,0
2016-04-11 01:01:29,77.82.254.60,42.219.149.201,270,31
2016-04-11 01:05:09,33.12.111.207,42.219.149.201,38,220
2016-04-11 01:06:14,69.12.45.239,42.219.149.201,37,65
2016-04-11 01:08:14,182.136.160.219,42.219.149.201,41,120
2016-04-11 01:08:14,73.60.0.219,42.219.149.201,39,0
2016-04-11 01:12:52,165.72.140.4,42.219.149.201,40,278
2016-04-11 01:12:52,42.216.49.94,42.219.149.201,445,0
2016-04-11 01:21:03,176.116.194.233,42.219.149.201,39,491
2016-04-11 01:25:14,112.92.200.56,42.219.149.201,41,251
2016-04-11 01:25:14,242.100.154.142,42.219.149.201,48,0
2016-04-11 01:27:59,245.82.128.79,42.219.149.201,62,165
2016-04-11 01:33:35,173.9.180.37,42.219.149.201,41,336
2016-04-11 01:34:46,198.132.59.191,42.219.149.201,67,71
2016-04-11 01:39:33,233.145.129.216,42.219.149.201,40,287
2016-04-11 01:40:08,208.43.183.102,42.219.149.201,104,35
2016-04-11 01:42:36,36.37.183.136,42.219.149.201,75,148
2016-04-11 01:43:27,208.43.183.102,42.219.149.201,43,51
2016-04-11 01:46:56,46.135.211.145,42.219.149.201,439,209
2016-04-11 01:47:44,105.190.91.120,42.219.149.201,441,48
2016-04-11 01:48:11,67.116.103.246,42.219.149.201,193,27
2016-04-11 01:50:58,56.228.99.129,42.219.149.201,439,167
2016-04-11 01:56:39,216.156.202.228,42.219.149.201,49,341
2016-04-11 01:59:34,82.6.252.215,42.219.149.201,39,175
2016-04-11 02:02:54,194.231.171.145,42.219.149.201,39,200
2016-04-11 02:05:39,47.135.133.141,42.219.149.201,42,165
2016-04-11 02:06:07,96.96.13.149,42.219.149.201,435,28
2016-04-11 02:08:45,204.91.46.244,42.219.149.201,41,158
2016-04-11 02:09:53,222.156.17.131,42.219.149.201,104,68
2016-04-11 02:10:14,233.60.220.66,42.219.149.201,49,21
2016-04-11 02:21:15,79.40.84.142,42.219.149.201,67,661
2016-04-11 02:26:26,208.43.183.102,42.219.149.201,44,311
2016-04-11 02:33:49,165.28.39.233,42.219.149.201,106,443
2016-04-11 02:36:44,204.223.23.73,42.219.149.201,119,175
2016-04-11 02:39:24,225.145.165.222,42.219.149.201,183,160
2016-04-11 02:40:20,69.119.22.181,42.219.149.201,41,56
2016-04-11 02:41:50,194.231.140.151,42.219.149.201,39,90
2016-04-11 02:45:00,62.100.126.36,42.219.149.201,42,190
2016-04-11 02:57:00,69.12.45.239,42.219.149.201,39,720
2016-04-11 02:57:12,69.39.92.230,42.219.149.201,40,12
2016-04-11 02:57:12,69.12.45.239,42.219.149.201,50,0
2016-04-11 02:59:58,47.149.222.98,42.219.149.201,438,166
2016-04-11 03:06:33,69.132.4.149,42.219.149.201,100,395
2016-04-11 03:09:08,96.96.13.149,42.219.149.201,436,155
2016-04-11 03:12:12,68.137.244.166,42.219.149.201,39,184
2016-04-11 03:15:28,33.12.108.90,42.219.149.201,78,196
2016-04-11 03:16:09,64.213.178.33,42.219.149.201,439,41
2016-04-11 03:16:17,210.23.244.191,42.219.149.201,41,8
2016-04-11 03:16:18,242.100.234.89,42.219.149.201,443,1
2016-04-11 03:16:32,79.185.109.227,42.219.149.201,120,14
2016-04-11 03:17:03,117.208.149.43,42.219.149.201,40,31
2016-04-11 03:18:20,61.201.254.159,42.219.149.201,56,77
2016-04-11 03:18:20,56.208.168.104,42.219.149.201,60,0
2016-04-11 03:21:18,68.137.135.230,42.219.149.201,437,178
2016-04-11 03:21:33,248.24.211.32,42.219.149.201,443,15
