te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable
2016-04-11 00:06:35,0.0,176.116.195.149,42.219.148.34,5185,5074,UDP,.A....,0,40,1,440,background
2016-04-11 00:14:15,0.0,227.123.84.75,42.219.148.34,60622,8080,TCP,....S.,0,40,1,40,background
2016-04-11 00:16:00,0.0,246.183.3.40,42.219.148.34,50206,3306,TCP,....S.,0,40,1,40,background
2016-04-11 00:18:27,0.0,204.223.22.109,42.219.148.34,46681,5003,TCP,....S.,0,0,1,40,background
2016-04-11 00:21:56,0.0,42.9.7.17,42.219.148.34,3602,445,TCP,....S.,0,72,1,48,background
2016-04-11 00:23:09,0.0,176.116.195.149,42.219.148.34,5218,5075,UDP,.A....,0,40,1,440,background
2016-04-11 00:27:28,0.0,33.12.117.59,42.219.148.34,5484,5580,UDP,.A....,0,0,1,442,background
2016-04-11 00:27:43,0.0,217.231.240.54,42.219.148.34,39255,2121,TCP,....S.,0,40,1,40,background
2016-04-11 00:28:10,0.0,33.12.107.16,42.219.148.34,5060,5060,UDP,.A....,0,0,1,446,background
2016-04-11 00:30:36,0.0,48.137.15.159,42.219.148.34,80,54617,TCP,.A..S.,0,72,1,44,background
2016-04-11 00:32:24,0.0,242.103.60.163,42.219.148.34,60782,22,TCP,....S.,0,0,1,40,background
2016-04-11 00:33:22,0.0,56.235.68.172,42.219.148.34,0,771,ICMP,.A....,0,40,1,81,background
2016-04-11 00:35:22,0.0,165.202.36.149,42.219.148.34,45278,8080,TCP,....S.,0,0,1,40,background
2016-04-11 00:35:49,0.0,182.42.182.186,42.219.148.34,9090,22,TCP,....S.,0,40,1,40,background
2016-04-11 00:39:40,0.0,176.116.195.149,42.219.148.34,5137,5065,UDP,.A....,0,40,1,440,background
2016-04-11 00:40:45,0.0,93.179.112.232,42.219.148.34,56733,5900,TCP,....S.,0,0,1,40,background
2016-04-11 00:43:04,0.0,225.230.216.251,42.219.148.34,6000,3306,TCP,....S.,0,40,1,40,background
2016-04-11 00:44:41,0.0,237.41.247.88,42.219.148.34,20000,53,UDP,.A....,0,40,1,70,background
2016-04-11 00:45:02,0.0,60.133.101.194,42.219.148.34,5145,5060,UDP,.A....,0,40,1,445,background
2016-04-11 00:47:46,0.0,82.167.246.233,42.219.148.34,41620,1900,UDP,.A....,0,0,1,125,background
2016-04-11 00:52:47,0.0,216.156.202.228,42.219.148.34,5068,5060,UDP,.A....,0,40,1,445,background
2016-04-11 00:54:57,3.016,235.245.91.51,42.219.148.34,33497,23,TCP,....S.,0,72,2,104,background
2016-04-11 00:56:12,0.0,176.116.195.149,42.219.148.34,5090,6000,UDP,.A....,0,40,1,442,background
2016-04-11 00:58:26,0.0,224.7.72.145,42.219.148.34,58599,8080,TCP,....S.,0,40,1,40,background
2016-04-11 01:03:50,0.0,73.213.27.178,42.219.148.34,20001,53,UDP,.A....,0,40,1,70,background
2016-04-11 01:12:44,0.0,176.116.195.149,42.219.148.34,5108,5040,UDP,.A....,0,40,1,441,background
