te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable
2016-04-11 00:04:25,0.0,165.202.36.149,42.219.151.203,45278,8080,TCP,....S.,0,0,1,40,background
2016-04-11 00:06:38,0.0,176.116.195.149,42.219.151.203,5185,5074,UDP,.A....,0,40,1,438,background
2016-04-11 00:07:05,8.984,229.102.208.218,42.219.151.203,42729,23,TCP,....S.,0,72,3,168,background
2016-04-11 00:07:31,0.0,69.81.144.249,42.219.151.203,36067,19,UDP,.A....,0,40,1,28,background
2016-04-11 00:10:55,0.0,242.103.59.11,42.219.151.203,53731,102,TCP,....S.,0,0,1,40,background
2016-04-11 00:12:53,2.98,154.203.218.53,42.219.151.203,11260,23,TCP,....S.,0,72,2,104,background
2016-04-11 00:14:59,3.0639999999999996,129.181.98.80,42.219.151.203,26134,445,TCP,....S.,0,72,2,96,background
2016-04-11 00:15:45,0.0,82.6.252.214,42.219.151.203,34108,443,TCP,....S.,0,0,1,40,background
2016-04-11 00:16:00,0.0,246.183.3.40,42.219.151.203,50574,3306,TCP,....S.,0,40,1,40,background
2016-04-11 00:17:07,0.0,247.79.40.192,42.219.151.203,0,0,TCP,.A..S.,0,40,1,60,background
2016-04-11 00:18:20,0.0,204.223.22.109,42.219.151.203,46681,5003,TCP,....S.,0,0,1,40,background
2016-04-11 00:21:33,9.004,50.17.77.78,42.219.151.203,45598,23,TCP,....S.,0,0,3,180,background
2016-04-11 00:22:00,0.0,42.9.7.17,42.219.151.203,3977,445,TCP,....S.,0,72,1,48,background
2016-04-11 00:23:11,0.0,176.116.195.149,42.219.151.203,5218,5075,UDP,.A....,0,40,1,439,background
2016-04-11 00:23:59,3.0639999999999996,222.223.213.197,42.219.151.203,1375,445,TCP,....S.,0,72,2,96,background
2016-04-11 00:27:31,0.0,33.12.117.59,42.219.151.203,5484,5580,UDP,.A....,0,0,1,442,background
2016-04-11 00:28:10,0.0,33.12.107.16,42.219.151.203,5060,5060,UDP,.A....,0,0,1,442,background
2016-04-11 00:28:21,0.0,217.231.240.54,42.219.151.203,39255,2121,TCP,....S.,0,40,1,40,background
2016-04-11 00:28:40,0.0,56.207.76.118,42.219.151.203,999,53,UDP,.A....,0,40,1,65,background
2016-04-11 00:33:03,0.0,240.62.27.30,42.219.151.203,48045,21320,TCP,....S.,0,0,1,40,background
2016-04-11 00:35:49,0.0,182.42.182.186,42.219.151.203,9090,22,TCP,....S.,0,40,1,40,background
2016-04-11 00:39:42,0.0,176.116.195.149,42.219.151.203,5137,5065,UDP,.A....,0,40,1,439,background
2016-04-11 00:43:04,0.0,225.230.216.251,42.219.151.203,6000,3306,TCP,....S.,0,40,1,40,background
2016-04-11 00:44:33,0.0,69.81.144.249,42.219.151.203,56436,17,UDP,.A....,0,40,1,28,background
2016-04-11 00:44:41,0.0,237.41.247.88,42.219.151.203,20000,53,UDP,.A....,0,40,1,70,background
2016-04-11 00:45:02,0.0,60.133.101.194,42.219.151.203,5145,5060,UDP,.A....,0,40,1,445,background
2016-04-11 00:47:45,0.0,82.167.246.233,42.219.151.203,41620,1900,UDP,.A....,0,0,1,125,background
2016-04-11 00:52:01,3.04,66.126.129.199,42.219.151.203,41210,23,TCP,....S.,0,72,2,120,background
2016-04-11 00:52:47,0.0,216.156.202.228,42.219.151.203,5068,5060,UDP,.A....,0,40,1,444,background
2016-04-11 00:53:13,0.0,117.6.76.117,42.219.151.203,41593,443,TCP,....S.,0,40,1,40,background
2016-04-11 00:53:53,9.104,178.117.25.157,42.219.151.203,57496,3389,TCP,....S.,0,40,3,152,background
2016-04-11 00:56:14,0.0,176.116.195.149,42.219.151.203,5090,6000,UDP,.A....,0,40,1,440,background
2016-04-11 00:57:30,0.0,105.190.217.12,42.219.151.203,22,18927,TCP,.A..S.,0,0,1,44,background
2016-04-11 00:58:26,0.0,224.7.72.145,42.219.151.203,59191,8080,TCP,....S.,0,40,1,40,background
2016-04-11 01:03:50,0.0,73.213.27.178,42.219.151.203,20001,53,UDP,.A....,0,40,1,70,background
2016-04-11 01:04:34,0.0,208.43.182.148,42.219.151.203,48540,29081,TCP,....S.,0,40,1,40,background
2016-04-11 01:04:40,0.0,32.100.20.28,42.219.151.203,41478,8083,TCP,....S.,0,40,1,40,background
2016-04-11 01:08:10,0.0,198.132.37.185,42.219.151.203,34626,465,TCP,....S.,0,40,1,40,background
2016-04-11 01:12:19,0.0,48.137.15.159,42.219.151.203,80,10996,TCP,.A..S.,0,72,1,44,background
2016-04-11 01:12:46,0.0,176.116.195.149,42.219.151.203,5108,5040,UDP,.A....,0,40,1,440,background
2016-04-11 01:13:02,0.0,213.82.166.3,42.219.151.203,5724,5060,UDP,.A....,0,40,1,439,background
2016-04-11 01:19:51,0.0,185.9.153.210,42.219.151.203,0,771,ICMP,.A....,0,72,1,56,background
2016-04-11 01:22:03,2.9960000000000004,71.185.96.200,42.219.151.203,40688,23,TCP,....S.,0,40,2,120,background
2016-04-11 01:35:08,0.0,246.205.68.186,42.219.151.203,14064,22,TCP,....S.,0,40,1,48,background
2016-04-11 01:37:57,0.0,208.43.183.102,42.219.151.203,49821,1111,TCP,....S.,0,40,1,40,background
2016-04-11 01:41:44,0.0,124.57.65.249,42.219.151.203,6667,50760,TCP,...R..,0,8,1,40,background
2016-04-11 01:45:51,0.0,33.12.99.120,42.219.151.203,5380,5060,UDP,.A....,0,0,1,441,background
2016-04-11 01:51:53,0.0,240.60.35.125,42.219.151.203,80,2229,TCP,.A..S.,0,0,2,96,background
2016-04-11 01:53:52,0.0,36.37.136.91,42.219.151.203,5060,5060,UDP,.A....,0,0,1,435,background
2016-04-11 01:58:30,0.0,56.207.76.118,42.219.151.203,999,53,UDP,.A....,0,40,1,65,background
2016-04-11 01:58:51,0.0,69.124.8.90,42.219.151.203,38328,123,UDP,.A....,0,40,1,37,background
2016-04-11 02:02:39,9.0,72.228.239.40,42.219.151.203,3854,4028,TCP,....S.,0,72,3,180,background
2016-04-11 02:06:54,0.0,246.7.233.91,42.219.151.203,12200,8118,TCP,....S.,0,72,1,40,background
2016-04-11 02:08:39,0.0,198.132.44.182,42.219.151.203,34680,9191,TCP,....S.,0,40,1,40,background
2016-04-11 02:10:26,8.968,152.180.66.135,42.219.151.203,56973,23,TCP,....S.,0,72,3,180,background
2016-04-11 02:10:40,2.984,54.234.176.14,42.219.151.203,1372,445,TCP,....S.,0,72,2,128,background
2016-04-11 02:16:04,3.0039999999999996,67.171.252.10,42.219.151.203,53391,23,TCP,....S.,0,0,2,104,background
2016-04-11 02:17:53,0.0,222.156.17.131,42.219.151.203,46690,9443,TCP,....S.,0,40,1,40,background
2016-04-11 02:18:14,0.0,222.156.17.131,42.219.151.203,46690,443,TCP,....S.,0,40,1,40,background
2016-04-11 02:18:33,0.0,222.156.17.131,42.219.151.203,46690,8443,TCP,....S.,0,40,1,40,background
2016-04-11 02:18:39,4.508,87.200.243.245,42.219.151.203,59865,53413,UDP,.A....,0,40,2,58,background
2016-04-11 02:18:44,0.0,222.156.17.131,42.219.151.203,46690,4444,TCP,....S.,0,40,1,40,background
2016-04-11 02:19:07,0.0,222.156.17.131,42.219.151.203,46690,5443,TCP,....S.,0,40,1,40,background
2016-04-11 02:27:46,3.0,49.184.219.1,42.219.151.203,3641,23,TCP,....S.,0,0,2,120,background
2016-04-11 02:29:09,2.984,35.80.79.36,42.219.151.203,2517,445,TCP,....S.,0,0,2,96,background
