te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable
2016-04-11 00:06:26,0.0,176.116.195.149,42.219.155.122,5185,5074,UDP,.A....,0,40,1,441,background
2016-04-11 00:16:00,0.0,246.183.3.40,42.219.155.122,48817,3306,TCP,....S.,0,40,1,40,background
2016-04-11 00:18:23,0.0,204.223.22.109,42.219.155.122,46681,5003,TCP,....S.,0,0,1,40,background
2016-04-11 00:21:44,0.0,42.9.7.17,42.219.155.122,4023,445,TCP,....S.,0,72,1,48,background
2016-04-11 00:23:00,0.0,176.116.195.149,42.219.155.122,5218,5075,UDP,.A....,0,40,1,440,background
2016-04-11 00:24:55,0.0,198.132.44.182,42.219.155.122,38582,1883,TCP,....S.,0,40,1,40,background
2016-04-11 00:25:20,0.0,242.100.155.243,42.219.155.122,39184,8080,TCP,....S.,0,0,1,40,background
2016-04-11 00:27:19,0.0,33.12.117.59,42.219.155.122,5484,5580,UDP,.A....,0,0,1,442,background
2016-04-11 00:28:10,0.0,33.12.107.16,42.219.155.122,5060,5060,UDP,.A....,0,0,1,445,background
2016-04-11 00:28:19,0.0,217.231.240.54,42.219.155.122,39255,2121,TCP,....S.,0,40,1,40,background
2016-04-11 00:35:49,0.0,182.42.182.186,42.219.155.122,9090,22,TCP,....S.,0,40,1,40,background
2016-04-11 00:39:31,0.0,176.116.195.149,42.219.155.122,5137,5065,UDP,.A....,0,40,1,441,background
2016-04-11 00:40:54,2.52,164.225.86.224,42.219.155.122,3056,445,TCP,....S.,0,72,2,96,background
2016-04-11 00:43:04,0.0,225.230.216.251,42.219.155.122,6000,3306,TCP,....S.,0,40,1,40,background
2016-04-11 00:44:41,0.0,237.41.247.88,42.219.155.122,20000,53,UDP,.A....,0,40,1,70,background
2016-04-11 00:45:01,0.0,60.133.101.194,42.219.155.122,5145,5060,UDP,.A....,0,40,1,443,background
2016-04-11 00:47:46,0.0,82.167.246.233,42.219.155.122,41620,1900,UDP,.A....,0,0,1,125,background
2016-04-11 00:51:42,3.0239999999999996,141.214.249.216,42.219.155.122,2750,445,TCP,....S.,0,40,2,96,background
2016-04-11 00:52:47,0.0,216.156.202.228,42.219.155.122,5068,5060,UDP,.A....,0,40,1,445,background
2016-04-11 00:56:03,0.0,176.116.195.149,42.219.155.122,5090,6000,UDP,.A....,0,40,1,439,background
2016-04-11 00:58:26,0.0,224.7.72.145,42.219.155.122,1515,8080,TCP,....S.,0,40,1,40,background
2016-04-11 01:00:40,0.0,237.102.183.63,42.219.155.122,0,2048,ICMP,.A....,0,40,1,28,background
2016-04-11 01:03:50,0.0,73.213.27.178,42.219.155.122,20001,53,UDP,.A....,0,40,1,70,background
2016-04-11 01:05:35,3.008,208.204.92.92,42.219.155.122,4187,445,TCP,....S.,0,72,2,96,background
2016-04-11 01:07:12,3.0,239.176.23.226,42.219.155.122,47136,23,TCP,....S.,0,72,2,120,background
2016-04-11 01:09:55,0.0,192.253.239.211,42.219.155.122,39856,2222,TCP,....S.,0,72,1,40,background
2016-04-11 01:12:01,0.0,213.82.166.3,42.219.155.122,5724,5060,UDP,.A....,0,40,1,441,background
2016-04-11 01:12:35,0.0,176.116.195.149,42.219.155.122,5108,5040,UDP,.A....,0,40,1,441,background
2016-04-11 01:12:38,0.0,40.172.154.212,42.219.155.122,43837,23,TCP,....S.,0,0,1,60,background
2016-04-11 01:21:34,3.344,66.116.167.11,42.219.155.122,44532,23,TCP,....S.,0,72,3,180,background
2016-04-11 01:23:46,0.0,244.34.7.166,42.219.155.122,46759,3128,TCP,....S.,0,0,1,40,background
2016-04-11 01:29:48,3.016,218.138.32.161,42.219.155.122,1541,445,TCP,....S.,0,0,2,96,background
2016-04-11 01:29:51,1.004,200.55.251.186,42.219.155.122,50540,23,TCP,....S.,0,40,2,120,background
2016-04-11 01:31:52,0.0,117.208.149.199,42.219.155.122,59460,443,TCP,....S.,0,72,1,40,background
2016-04-11 01:31:52,0.0,117.208.149.207,42.219.155.122,42746,443,TCP,....S.,0,72,1,40,background
2016-04-11 01:35:08,0.0,246.205.68.186,42.219.155.122,14064,22,TCP,....S.,0,40,1,48,background
2016-04-11 01:45:42,0.0,33.12.99.120,42.219.155.122,5380,5060,UDP,.A....,0,0,1,441,background
2016-04-11 01:53:43,0.0,36.37.136.91,42.219.155.122,5060,5060,UDP,.A....,0,0,1,436,background
2016-04-11 01:58:51,0.0,69.124.8.90,42.219.155.122,38328,123,UDP,.A....,0,40,1,37,background
2016-04-11 02:00:39,0.0,174.112.102.202,42.219.155.122,49769,3389,TCP,....S.,0,40,1,44,background
2016-04-11 02:00:39,0.0,174.112.102.202,42.219.155.122,58515,3389,TCP,....S.,0,40,1,44,background
2016-04-11 02:01:57,3.0,72.228.239.40,42.219.155.122,2808,4028,TCP,....S.,0,72,2,120,background
2016-04-11 02:12:25,0.0,56.207.76.118,42.219.155.122,999,53,UDP,.A....,0,40,1,65,background
2016-04-11 02:17:00,0.0,164.229.244.176,42.219.155.122,12200,55002,TCP,....S.,0,72,1,40,background
2016-04-11 02:18:08,0.0,222.156.17.131,42.219.155.122,46690,443,TCP,....S.,0,40,1,40,background
2016-04-11 02:18:08,0.0,222.156.17.131,42.219.155.122,46690,5443,TCP,....S.,0,40,1,40,background
2016-04-11 02:18:31,0.0,222.156.17.131,42.219.155.122,46690,4444,TCP,....S.,0,40,1,40,background
