te,sa,da,byt,teDelta
2016-04-11 00:05:59,198.132.25.203,42.219.147.211,148,359
2016-04-11 00:11:12,201.39.107.137,42.219.147.211,17,313
2016-04-11 00:11:12,198.132.37.185,42.219.147.211,101,0
2016-04-11 00:18:41,217.156.57.81,42.219.147.211,437,449
2016-04-11 00:18:41,176.116.195.149,42.219.147.211,435,0
2016-04-11 00:19:33,246.182.202.32,42.219.147.211,40,52
2016-04-11 00:22:32,246.150.65.216,42.219.147.211,39,179
2016-04-11 00:25:07,75.129.168.66,42.219.147.211,41,155
2016-04-11 00:25:14,51.128.77.9,42.219.147.211,43,7
2016-04-11 00:28:18,192.253.239.123,42.219.147.211,40,184
2016-04-11 00:31:58,224.4.3.92,42.219.147.211,41,220
2016-04-11 00:35:52,32.100.20.28,42.219.147.211,39,234
2016-04-11 00:39:17,192.253.239.145,42.219.147.211,40,205
2016-04-11 00:39:17,224.4.3.92,42.219.147.211,432,0
2016-04-11 00:39:30,210.45.113.127,42.219.147.211,436,13
2016-04-11 00:45:16,72.76.164.210,42.219.147.211,41,346
2016-04-11 00:45:52,212.247.228.206,42.219.147.211,43,36
2016-04-11 00:47:34,224.36.75.198,42.219.147.211,41,102
2016-04-11 00:48:17,92.42.61.251,42.219.147.211,50,43
2016-04-11 00:49:43,248.18.149.207,42.219.147.211,41,86
2016-04-11 00:54:25,47.149.223.235,42.219.147.211,38,282
2016-04-11 00:55:45,217.156.57.81,42.219.147.211,100,80
2016-04-11 00:56:53,242.100.247.131,42.219.147.211,48,68
2016-04-11 00:59:22,173.15.191.161,42.219.147.211,41,149
2016-04-11 01:01:08,75.129.109.97,42.219.147.211,437,106
2016-04-11 01:05:07,176.116.194.233,42.219.147.211,444,239
2016-04-11 01:05:56,60.133.101.194,42.219.147.211,41,49
2016-04-11 01:06:14,36.6.79.89,42.219.147.211,41,18
2016-04-11 01:07:03,204.91.46.228,42.219.147.211,41,49
2016-04-11 01:07:03,164.243.36.173,42.219.147.211,187,0
2016-04-11 01:07:36,176.116.194.233,42.219.147.211,39,33
2016-04-11 01:14:24,55.5.22.217,42.219.147.211,64,408
2016-04-11 01:22:42,246.205.68.186,42.219.147.211,44,498
2016-04-11 01:28:48,176.42.77.99,42.219.147.211,77,366
2016-04-11 01:34:39,217.156.57.81,42.219.147.211,40,351
2016-04-11 01:36:59,208.43.182.148,42.219.147.211,40,140
2016-04-11 01:37:30,235.251.24.111,42.219.147.211,40,31
2016-04-11 01:37:30,224.63.50.190,42.219.147.211,438,0
2016-04-11 01:40:17,217.156.57.81,42.219.147.211,104,167
2016-04-11 01:45:15,165.72.140.4,42.219.147.211,68,298
2016-04-11 01:46:08,136.102.7.239,42.219.147.211,40,53
2016-04-11 01:48:33,217.231.240.77,42.219.147.211,39,145
2016-04-11 01:49:07,34.199.50.39,42.219.147.211,35,34
2016-04-11 01:51:27,62.174.229.231,42.219.147.211,433,140
2016-04-11 01:51:55,80.22.139.148,42.219.147.211,40,28
2016-04-11 01:51:55,240.62.27.30,42.219.147.211,434,0
2016-04-11 01:52:33,70.8.151.155,42.219.147.211,439,38
2016-04-11 01:53:25,221.177.83.32,42.219.147.211,99,52
2016-04-11 01:55:39,232.105.100.34,42.219.147.211,438,134
2016-04-11 01:55:39,240.111.145.48,42.219.147.211,39,0
2016-04-11 01:56:04,206.187.9.150,42.219.147.211,40,25
2016-04-11 02:04:16,101.88.108.96,42.219.147.211,42,492
2016-04-11 02:08:42,69.116.95.62,42.219.147.211,101,266
2016-04-11 02:11:54,178.64.33.218,42.219.147.211,441,192
2016-04-11 02:11:54,226.3.96.45,42.219.147.211,99,0
2016-04-11 02:16:25,236.43.144.65,42.219.147.211,62,271
2016-04-11 02:16:25,117.208.149.136,42.219.147.211,116,0
2016-04-11 02:17:57,217.156.57.81,42.219.147.211,92,92
2016-04-11 02:18:00,174.229.85.113,42.219.147.211,64,3
2016-04-11 02:18:00,216.243.117.68,42.219.147.211,440,0
2016-04-11 02:18:51,214.16.227.98,42.219.147.211,38,51
2016-04-11 02:21:14,36.190.211.206,42.219.147.211,435,143
2016-04-11 02:25:10,210.45.113.127,42.219.147.211,441,236
2016-04-11 02:26:43,182.36.118.145,42.219.147.211,69,93
2016-04-11 02:27:13,37.7.240.221,42.219.147.211,436,30
2016-04-11 02:31:11,233.198.23.219,42.219.147.211,87,238
2016-04-11 02:34:06,210.50.199.198,42.219.147.211,50,175
2016-04-11 02:34:45,240.19.64.164,42.219.147.211,431,39
2016-04-11 02:36:28,217.156.57.81,42.219.147.211,281,103
2016-04-11 02:37:50,229.219.209.92,42.219.147.211,101,82
2016-04-11 02:39:14,80.9.143.19,42.219.147.211,59,84
2016-04-11 02:42:44,221.177.81.97,42.219.147.211,41,210
2016-04-11 02:45:48,217.156.57.81,42.219.147.211,443,184
2016-04-11 02:47:36,215.150.201.226,42.219.147.211,432,108
2016-04-11 02:47:57,217.231.255.197,42.219.147.211,120,21
2016-04-11 02:50:42,213.82.166.3,42.219.147.211,103,165
2016-04-11 03:00:21,71.25.83.185,42.219.147.211,47,579
2016-04-11 03:02:54,233.145.134.82,42.219.147.211,106,153
2016-04-11 03:03:46,208.43.183.102,42.219.147.211,77,52
2016-04-11 03:05:13,44.118.221.185,42.219.147.211,102,87
2016-04-11 03:06:23,217.231.255.226,42.219.147.211,103,70
2016-04-11 03:06:24,210.177.202.183,42.219.147.211,43,1
2016-04-11 03:07:39,56.228.70.238,42.219.147.211,48,75
2016-04-11 03:07:39,198.132.44.182,42.219.147.211,38,0
2016-04-11 03:13:08,197.197.151.10,42.219.147.211,101,329
2016-04-11 03:13:08,237.130.152.64,42.219.147.211,436,0
2016-04-11 03:15:30,242.100.155.243,42.219.147.211,39,142
2016-04-11 03:17:18,211.68.251.7,42.219.147.211,103,108
2016-04-11 03:21:27,96.96.13.149,42.219.147.211,55,249
2016-04-11 03:23:49,225.145.165.222,42.219.147.211,37,142
2016-04-11 03:24:13,227.123.66.225,42.219.147.211,50,24
2016-04-11 03:25:31,73.60.0.219,42.219.147.211,431,78
2016-04-11 03:26:26,56.228.99.129,42.219.147.211,49,55
2016-04-11 03:26:35,240.111.145.48,42.219.147.211,49,9
2016-04-11 03:27:12,176.116.194.233,42.219.147.211,44,37
2016-04-11 03:29:23,242.101.233.184,42.219.147.211,49,131
2016-04-11 03:32:44,216.93.244.94,42.219.147.211,95,201
2016-04-11 03:36:29,204.91.46.229,42.219.147.211,41,225
2016-04-11 03:37:17,176.116.194.233,42.219.147.211,50,48
2016-04-11 03:39:22,133.141.11.13,42.219.147.211,48,125
2016-04-11 03:41:07,96.96.13.149,42.219.147.211,441,105
2016-04-11 03:41:50,182.192.176.131,42.219.147.211,48,43
2016-04-11 03:45:23,73.213.27.178,42.219.147.211,96,213
2016-04-11 03:47:16,225.230.216.251,42.219.147.211,40,113
2016-04-11 03:47:16,252.86.228.193,42.219.147.211,40,0
2016-04-11 03:48:17,235.245.228.8,42.219.147.211,441,61
2016-04-11 03:49:14,41.28.255.1,42.219.147.211,56,57
2016-04-11 03:51:51,217.156.57.81,42.219.147.211,67,157
2016-04-11 03:52:51,33.12.99.120,42.219.147.211,435,60
2016-04-11 03:55:51,248.18.149.201,42.219.147.211,444,180
2016-04-11 04:05:39,240.111.145.48,42.219.147.211,43,588
2016-04-11 04:06:20,49.135.203.165,42.219.147.211,41,41
2016-04-11 04:12:49,217.231.240.101,42.219.147.211,39,389
2016-04-11 04:20:44,240.41.208.134,42.219.147.211,442,475
2016-04-11 04:20:44,75.173.203.191,42.219.147.211,41,0
2016-04-11 04:20:51,198.132.27.142,42.219.147.211,47,7
2016-04-11 04:23:22,248.30.219.200,42.219.147.211,437,151
2016-04-11 04:23:22,217.47.168.138,42.219.147.211,37,0
2016-04-11 04:37:13,227.123.84.75,42.219.147.211,438,831
2016-04-11 04:37:30,129.112.1.80,42.219.147.211,42,17
2016-04-11 04:37:31,176.116.194.233,42.219.147.211,304,1
2016-04-11 04:37:50,225.36.202.171,42.219.147.211,119,19
2016-04-11 04:40:02,240.147.31.217,42.219.147.211,38,132
