te,sa,da,byt,teDelta
2016-04-11 00:07:00,42.112.137.119,42.219.145.84,36,420
2016-04-11 00:08:17,246.7.129.12,42.219.145.84,40,77
2016-04-11 00:11:09,69.39.92.230,42.219.145.84,48,172
2016-04-11 00:11:24,32.100.20.28,42.219.145.84,138,15
2016-04-11 00:11:54,33.12.108.90,42.219.145.84,438,30
2016-04-11 00:17:37,217.156.57.81,42.219.145.84,38,343
2016-04-11 00:18:40,68.137.135.202,42.219.145.84,434,63
2016-04-11 00:18:40,69.81.144.249,42.219.145.84,40,0
2016-04-11 00:21:35,64.198.6.79,42.219.145.84,40,175
2016-04-11 00:25:16,69.39.92.230,42.219.145.84,119,221
2016-04-11 00:26:37,117.208.149.143,42.219.145.84,42,81
2016-04-11 00:27:11,69.60.250.29,42.219.145.84,104,34
2016-04-11 00:35:18,92.40.124.145,42.219.145.84,50,487
2016-04-11 00:38:09,36.190.213.106,42.219.145.84,44,171
2016-04-11 00:42:21,185.223.217.122,42.219.145.84,48,252
2016-04-11 00:43:13,68.137.244.170,42.219.145.84,246,52
2016-04-11 00:48:01,182.36.118.145,42.219.145.84,54,288
2016-04-11 00:51:55,87.79.104.94,42.219.145.84,39,234
2016-04-11 00:53:29,96.248.73.93,42.219.145.84,41,94
2016-04-11 00:55:54,67.163.74.169,42.219.145.84,102,145
2016-04-11 00:58:50,68.137.244.148,42.219.145.84,41,176
2016-04-11 00:59:22,129.181.177.168,42.219.145.84,39,32
2016-04-11 01:00:12,176.116.194.233,42.219.145.84,71,50
2016-04-11 01:07:03,33.12.108.90,42.219.145.84,33,411
2016-04-11 01:07:03,62.174.229.143,42.219.145.84,91,0
2016-04-11 01:10:04,62.100.126.36,42.219.145.84,445,181
2016-04-11 01:10:34,96.96.13.149,42.219.145.84,99,30
2016-04-11 01:10:34,32.93.109.11,42.219.145.84,440,0
2016-04-11 01:11:22,217.231.240.101,42.219.145.84,40,48
2016-04-11 01:14:13,113.63.71.82,42.219.145.84,42,171
2016-04-11 01:15:15,246.7.238.246,42.219.145.84,457,62
2016-04-11 01:20:38,96.96.13.149,42.219.145.84,55,323
2016-04-11 01:21:30,182.36.60.55,42.219.145.84,61,52
2016-04-11 01:26:16,235.255.177.138,42.219.145.84,106,286
2016-04-11 01:30:24,60.133.101.194,42.219.145.84,41,248
2016-04-11 01:31:30,139.130.12.57,42.219.145.84,62,66
2016-04-11 01:31:30,69.39.92.230,42.219.145.84,40,0
2016-04-11 01:42:26,117.208.149.142,42.219.145.84,101,656
2016-04-11 01:43:06,79.177.76.28,42.219.145.84,443,40
2016-04-11 01:47:51,36.37.136.91,42.219.145.84,72,285
2016-04-11 01:47:52,217.231.240.206,42.219.145.84,56,1
2016-04-11 01:48:24,133.27.0.55,42.219.145.84,101,32
2016-04-11 01:54:35,248.18.149.207,42.219.145.84,438,371
2016-04-11 01:56:49,217.231.240.206,42.219.145.84,41,134
2016-04-11 02:00:46,176.7.106.231,42.219.145.84,50,237
2016-04-11 02:02:51,48.67.246.34,42.219.145.84,437,125
2016-04-11 02:05:41,48.67.246.34,42.219.145.84,98,170
2016-04-11 02:06:24,42.219.145.84,242.101.129.180,95,43
2016-04-11 02:06:54,198.132.59.191,42.219.145.84,39,30
2016-04-11 02:12:51,36.190.211.206,42.219.145.84,50,357
2016-04-11 02:12:52,33.12.108.90,42.219.145.84,39,1
