te,sa,da,byt,teDelta
2016-04-11 00:01:24,208.43.183.102,42.219.149.126,39,84
2016-04-11 00:02:16,70.8.151.155,42.219.149.126,38,52
2016-04-11 00:05:59,182.42.182.186,42.219.149.126,42,223
2016-04-11 00:17:53,33.12.108.90,42.219.149.126,108,714
2016-04-11 00:18:08,131.88.150.183,42.219.149.126,40,15
2016-04-11 00:18:37,73.60.0.219,42.219.149.126,60,29
2016-04-11 00:20:31,92.18.45.40,42.219.149.126,102,114
2016-04-11 00:20:46,74.220.228.11,42.219.149.126,38,15
2016-04-11 00:20:46,56.228.99.129,42.219.149.126,37,0
2016-04-11 00:21:34,192.253.239.133,42.219.149.126,40,48
2016-04-11 00:24:07,245.243.168.36,42.219.149.126,39,153
2016-04-11 00:24:59,224.7.72.145,42.219.149.126,42,52
2016-04-11 00:29:44,80.22.139.148,42.219.149.126,220,285
2016-04-11 00:30:06,218.12.179.68,42.219.149.126,445,22
2016-04-11 00:32:31,192.253.239.177,42.219.149.126,52,145
2016-04-11 00:33:23,208.68.222.188,42.219.149.126,132,52
2016-04-11 00:33:23,183.115.27.216,42.219.149.126,38,0
2016-04-11 00:40:20,64.203.190.190,42.219.149.126,438,417
2016-04-11 00:40:20,85.248.106.77,42.219.149.126,87,0
2016-04-11 00:43:31,33.12.102.177,42.219.149.126,160,191
2016-04-11 00:43:31,242.103.59.11,42.219.149.126,441,0
2016-04-11 00:43:38,43.20.164.243,42.219.149.126,205,7
2016-04-11 00:44:18,226.88.215.38,42.219.149.126,437,40
2016-04-11 00:44:54,242.100.234.89,42.219.149.126,38,36
2016-04-11 00:47:09,164.234.44.129,42.219.149.126,40,135
2016-04-11 00:52:25,36.37.147.152,42.219.149.126,48,316
2016-04-11 00:58:42,43.42.79.214,42.219.149.126,40,377
2016-04-11 01:00:12,218.47.158.132,42.219.149.126,40,90
2016-04-11 01:03:11,224.4.140.60,42.219.149.126,436,179
2016-04-11 01:05:23,46.148.67.118,42.219.149.126,19,132
2016-04-11 01:05:59,165.45.203.178,42.219.149.126,440,36
2016-04-11 01:06:47,246.7.235.37,42.219.149.126,119,48
2016-04-11 01:07:28,217.231.240.101,42.219.149.126,441,41
2016-04-11 01:12:35,197.34.213.105,42.219.149.126,40,307
2016-04-11 01:12:35,78.47.91.5,42.219.149.126,217,0
2016-04-11 01:13:38,118.234.45.73,42.219.149.126,136,63
2016-04-11 01:15:16,226.125.160.195,42.219.149.126,443,98
2016-04-11 01:19:52,71.185.39.179,42.219.149.126,82,276
2016-04-11 01:22:09,96.96.13.149,42.219.149.126,41,137
2016-04-11 01:22:10,198.132.87.104,42.219.149.126,49,1
2016-04-11 01:31:00,33.12.107.16,42.219.149.126,57,530
2016-04-11 01:41:11,73.173.220.69,42.219.149.126,438,611
2016-04-11 01:41:43,208.43.183.102,42.219.149.126,40,32
2016-04-11 01:41:43,168.98.166.241,42.219.149.126,41,0
2016-04-11 01:41:59,246.182.202.32,42.219.149.126,51,16
2016-04-11 01:41:59,245.243.168.36,42.219.149.126,40,0
2016-04-11 01:44:06,222.156.17.131,42.219.149.126,41,127
2016-04-11 01:44:06,50.102.163.157,42.219.149.126,59,0
2016-04-11 01:44:07,133.2.215.60,42.219.149.126,439,1
2016-04-11 01:44:07,204.91.46.207,42.219.149.126,452,0
2016-04-11 01:44:51,158.156.0.51,42.219.149.126,39,44
2016-04-11 01:50:50,224.49.126.38,42.219.149.126,59,359
2016-04-11 01:59:38,192.253.239.174,42.219.149.126,435,528
2016-04-11 01:59:38,230.22.147.48,42.219.149.126,41,0
2016-04-11 01:59:56,216.156.202.228,42.219.149.126,42,18
