te,sa,da,byt,teDelta
2016-04-11 00:02:45,78.180.78.61,42.219.145.45,39,165
2016-04-11 00:03:19,73.60.0.219,42.219.145.45,39,34
2016-04-11 00:06:03,117.208.149.83,42.219.145.45,99,164
2016-04-11 00:10:57,222.156.17.131,42.219.145.45,140,294
2016-04-11 00:14:39,234.35.176.198,42.219.145.45,41,222
2016-04-11 00:18:32,225.44.110.242,42.219.145.45,440,233
2016-04-11 00:22:32,217.231.248.88,42.219.145.45,40,240
2016-04-11 00:22:32,32.100.20.28,42.219.145.45,55,0
2016-04-11 00:24:38,36.37.183.136,42.219.145.45,47,126
2016-04-11 00:26:50,96.96.13.149,42.219.145.45,42,132
2016-04-11 00:26:50,42.219.170.246,42.219.145.45,53,0
2016-04-11 00:27:15,217.226.234.166,42.219.145.45,61,25
2016-04-11 00:31:00,36.80.70.244,42.219.145.45,51,225
2016-04-11 00:31:55,138.211.60.100,42.219.145.45,39,55
2016-04-11 00:34:53,152.62.204.197,42.219.145.45,39,178
2016-04-11 00:39:31,168.96.17.112,42.219.145.45,99,278
2016-04-11 00:41:58,68.137.135.237,42.219.145.45,436,147
2016-04-11 00:42:52,227.123.66.126,42.219.145.45,37,54
2016-04-11 00:43:18,168.127.72.177,42.219.145.45,39,26
2016-04-11 00:43:50,67.116.103.246,42.219.145.45,442,32
2016-04-11 00:43:50,239.104.164.221,42.219.145.45,39,0
2016-04-11 00:46:51,62.40.208.28,42.219.145.45,237,181
2016-04-11 00:48:29,208.43.183.102,42.219.145.45,444,98
2016-04-11 00:48:29,48.137.15.159,42.219.145.45,49,0
2016-04-11 00:50:41,33.12.99.120,42.219.145.45,63,132
2016-04-11 00:51:03,217.156.57.81,42.219.145.45,40,22
2016-04-11 00:53:03,117.208.149.223,42.219.145.45,105,120
2016-04-11 00:53:03,33.12.102.177,42.219.145.45,82,0
2016-04-11 00:57:28,227.169.55.238,42.219.145.45,97,265
2016-04-11 00:58:11,175.176.50.200,42.219.145.45,98,43
2016-04-11 01:01:04,165.199.130.160,42.219.145.45,40,173
2016-04-11 01:04:06,173.10.84.104,42.219.145.45,64,182
2016-04-11 01:04:15,185.60.79.173,42.219.145.45,133,9
2016-04-11 01:06:26,224.36.150.198,42.219.145.45,434,131
2016-04-11 01:08:15,68.137.244.141,42.219.145.45,39,109
2016-04-11 01:12:13,82.7.67.216,42.219.145.45,440,238
2016-04-11 01:24:43,177.210.14.60,42.219.145.45,104,750
2016-04-11 01:27:55,36.37.176.93,42.219.145.45,41,192
2016-04-11 01:29:14,73.133.93.64,42.219.145.45,99,79
2016-04-11 01:34:31,70.46.166.190,42.219.145.45,438,317
2016-04-11 01:34:31,255.158.243.204,42.219.145.45,37,0
2016-04-11 01:36:21,96.96.13.149,42.219.145.45,42,110
2016-04-11 01:36:41,33.12.108.90,42.219.145.45,103,20
2016-04-11 01:44:45,47.51.61.49,42.219.145.45,133,484
2016-04-11 01:44:46,51.128.77.9,42.219.145.45,54,1
2016-04-11 01:49:26,67.116.103.246,42.219.145.45,41,280
2016-04-11 01:50:08,217.231.240.101,42.219.145.45,103,42
2016-04-11 01:51:01,232.161.122.142,42.219.145.45,39,53
2016-04-11 01:56:09,176.116.194.233,42.219.145.45,38,308
2016-04-11 02:01:58,248.18.149.207,42.219.145.45,40,349
2016-04-11 02:04:27,220.83.82.81,42.219.145.45,98,149
2016-04-11 02:09:00,197.197.151.10,42.219.145.45,41,273
2016-04-11 02:09:54,32.100.20.28,42.219.145.45,62,54
2016-04-11 02:10:50,233.198.212.137,42.219.145.45,434,56
2016-04-11 02:10:50,217.156.57.81,42.219.145.45,41,0
2016-04-11 02:10:50,210.45.113.127,42.219.145.45,92,0
2016-04-11 02:12:11,248.30.219.239,42.219.145.45,41,81
2016-04-11 02:14:04,192.253.239.226,42.219.145.45,52,113
2016-04-11 02:17:19,168.153.48.4,42.219.145.45,195,195
2016-04-11 02:24:02,96.96.13.149,42.219.145.45,40,403
2016-04-11 02:30:37,69.81.144.249,42.219.145.45,42,395
2016-04-11 02:44:09,136.111.69.112,42.219.145.45,48,812
2016-04-11 02:54:14,192.253.239.179,42.219.145.45,40,605
2016-04-11 02:54:33,33.12.108.90,42.219.145.45,101,19
2016-04-11 02:55:11,56.228.69.74,42.219.145.45,130,38
2016-04-11 02:57:37,239.7.165.190,42.219.145.45,40,146
2016-04-11 02:57:37,178.24.83.101,42.219.145.45,41,0
2016-04-11 02:57:52,32.100.20.28,42.219.145.45,437,15
2016-04-11 03:09:03,217.156.57.81,42.219.145.45,68,671
2016-04-11 03:10:52,36.190.213.106,42.219.145.45,51,109
2016-04-11 03:22:18,68.137.244.158,42.219.145.45,42,686
2016-04-11 03:24:57,227.169.55.238,42.219.145.45,101,159
2016-04-11 03:27:01,40.137.236.9,42.219.145.45,437,124
2016-04-11 03:27:01,208.43.184.193,42.219.145.45,40,0
2016-04-11 03:30:04,176.116.194.233,42.219.145.45,102,183
2016-04-11 03:30:30,216.156.202.228,42.219.145.45,40,26
