te,sa,da,byt,teDelta
2016-04-11 00:03:18,68.137.135.207,42.219.156.156,119,198
2016-04-11 00:09:00,93.179.112.232,42.219.156.156,40,342
2016-04-11 00:20:48,194.231.171.145,42.219.156.156,40,708
2016-04-11 00:25:27,235.241.13.191,42.219.156.156,42,279
2016-04-11 00:27:26,60.133.101.194,42.219.156.156,40,119
2016-04-11 00:29:20,69.55.59.192,42.219.156.156,40,114
2016-04-11 00:30:47,229.219.239.216,42.219.156.156,40,87
2016-04-11 00:30:47,242.103.59.11,42.219.156.156,53,0
2016-04-11 00:31:27,200.139.248.167,42.219.156.156,51,40
2016-04-11 00:36:09,42.219.156.156,209.150.110.93,40,282
2016-04-11 00:37:14,192.253.239.74,42.219.156.156,157,65
2016-04-11 00:38:33,165.28.39.233,42.219.156.156,16,79
2016-04-11 00:38:46,176.116.194.233,42.219.156.156,436,13
2016-04-11 00:43:01,222.156.17.131,42.219.156.156,436,255
2016-04-11 00:43:01,216.133.109.189,42.219.156.156,40,0
2016-04-11 00:45:55,96.96.13.149,42.219.156.156,49,174
2016-04-11 00:53:38,238.28.43.21,42.219.156.156,109,463
2016-04-11 00:54:23,222.156.17.70,42.219.156.156,102,45
2016-04-11 00:55:21,133.67.235.67,42.219.156.156,42,58
2016-04-11 00:56:14,217.231.240.101,42.219.156.156,40,53
2016-04-11 00:59:07,217.231.240.54,42.219.156.156,38,173
2016-04-11 01:03:15,208.43.183.102,42.219.156.156,136,248
2016-04-11 01:05:03,45.177.21.232,42.219.156.156,38,108
2016-04-11 01:11:23,178.219.248.29,42.219.156.156,58,380
2016-04-11 01:11:47,176.116.195.41,42.219.156.156,39,24
2016-04-11 01:11:48,89.27.219.54,42.219.156.156,40,1
2016-04-11 01:11:49,129.118.6.155,42.219.156.156,41,1
2016-04-11 01:14:17,64.230.105.122,42.219.156.156,95,148
2016-04-11 01:14:17,238.177.105.92,42.219.156.156,39,0
2016-04-11 01:15:49,240.111.145.48,42.219.156.156,445,92
2016-04-11 01:17:58,58.239.105.235,42.219.156.156,430,129
2016-04-11 01:20:53,33.12.108.90,42.219.156.156,40,175
2016-04-11 01:21:15,227.123.84.93,42.219.156.156,41,22
2016-04-11 01:22:03,248.30.219.200,42.219.156.156,41,48
2016-04-11 01:24:13,178.11.100.96,42.219.156.156,39,130
