te,sa,da,byt,teDelta
2016-04-11 00:00:25,67.47.151.102,42.219.150.243,58,25
2016-04-11 00:00:45,75.30.107.107,42.219.150.243,41,20
2016-04-11 00:06:40,246.182.202.32,42.219.150.243,49,355
2016-04-11 00:09:27,58.29.130.207,42.219.150.243,437,167
2016-04-11 00:13:54,32.100.20.28,42.219.150.243,72,267
2016-04-11 00:17:39,70.32.25.159,42.219.150.243,43,225
2016-04-11 00:20:05,227.123.84.11,42.219.150.243,41,146
2016-04-11 00:20:39,92.40.124.145,42.219.150.243,175,34
2016-04-11 00:23:22,32.100.20.28,42.219.150.243,42,163
2016-04-11 00:24:10,79.116.197.137,42.219.150.243,42,48
2016-04-11 00:24:26,217.231.240.101,42.219.150.243,40,16
2016-04-11 00:24:26,64.7.143.130,42.219.150.243,42,0
2016-04-11 00:34:08,73.60.0.219,42.219.150.243,386,582
2016-04-11 00:35:25,228.137.65.98,42.219.150.243,39,77
2016-04-11 00:35:25,66.176.115.159,42.219.150.243,41,0
2016-04-11 00:45:42,73.60.0.219,42.219.150.243,100,617
2016-04-11 00:45:42,73.60.0.219,42.219.150.243,51,0
2016-04-11 00:48:24,217.156.57.81,42.219.150.243,434,162
2016-04-11 00:49:05,234.198.120.58,42.219.150.243,42,41
2016-04-11 00:49:26,42.93.243.234,42.219.150.243,105,21
2016-04-11 00:49:26,73.60.0.219,42.219.150.243,100,0
2016-04-11 00:49:26,217.156.57.81,42.219.150.243,39,0
2016-04-11 00:49:28,93.179.112.232,42.219.150.243,41,2
2016-04-11 01:00:36,192.253.239.224,42.219.150.243,32,668
2016-04-11 01:00:36,33.12.99.120,42.219.150.243,100,0
2016-04-11 01:01:26,198.132.37.185,42.219.150.243,59,50
2016-04-11 01:04:42,43.42.79.223,42.219.150.243,69,196
2016-04-11 01:06:00,194.231.166.210,42.219.150.243,440,78
2016-04-11 01:10:23,217.156.57.81,42.219.150.243,42,263
2016-04-11 01:20:07,232.99.127.87,42.219.150.243,439,584
2016-04-11 01:20:31,42.93.243.234,42.219.150.243,39,24
2016-04-11 01:21:04,72.228.239.40,42.219.150.243,40,33
2016-04-11 01:24:38,214.16.227.98,42.219.150.243,40,214
2016-04-11 01:27:24,32.100.20.28,42.219.150.243,441,166
2016-04-11 01:28:03,82.7.67.216,42.219.150.243,36,39
2016-04-11 01:28:34,105.190.91.120,42.219.150.243,20,31
2016-04-11 01:29:22,73.60.0.219,42.219.150.243,41,48
2016-04-11 01:32:11,224.108.136.64,42.219.150.243,436,169
2016-04-11 01:36:40,233.119.121.169,42.219.150.243,41,269
2016-04-11 01:36:40,35.4.21.65,42.219.150.243,121,0
2016-04-11 01:36:40,182.22.81.203,42.219.150.243,429,0
2016-04-11 01:40:18,235.252.39.115,42.219.150.243,41,218
2016-04-11 01:43:11,64.163.217.237,42.219.150.243,47,173
2016-04-11 01:43:45,213.221.146.209,42.219.150.243,429,34
2016-04-11 01:46:54,96.96.13.149,42.219.150.243,39,189
2016-04-11 01:49:00,64.97.75.49,42.219.150.243,41,126
2016-04-11 01:49:00,93.179.206.164,42.219.150.243,269,0
2016-04-11 01:49:15,240.111.145.48,42.219.150.243,43,15
2016-04-11 01:54:17,32.100.20.28,42.219.150.243,100,302
2016-04-11 01:54:18,232.161.253.157,42.219.150.243,442,1
2016-04-11 01:55:08,32.100.20.28,42.219.150.243,39,50
2016-04-11 01:57:26,150.18.190.204,42.219.150.243,439,138
2016-04-11 02:00:54,79.210.3.57,42.219.150.243,58,208
2016-04-11 02:01:26,176.116.194.233,42.219.150.243,47,32
2016-04-11 02:04:01,164.229.229.96,42.219.150.243,26,155
2016-04-11 02:04:50,36.190.211.206,42.219.150.243,40,49
2016-04-11 02:08:55,176.116.194.233,42.219.150.243,46,245
2016-04-11 02:10:24,70.171.40.18,42.219.150.243,39,89
2016-04-11 02:13:06,68.137.135.241,42.219.150.243,441,162
2016-04-11 02:19:16,69.132.5.51,42.219.150.243,442,370
2016-04-11 02:21:28,96.96.13.149,42.219.150.243,40,132
2016-04-11 02:21:55,217.156.57.81,42.219.150.243,40,27
2016-04-11 02:24:02,176.116.194.233,42.219.150.243,39,127
2016-04-11 02:26:52,240.111.145.48,42.219.150.243,39,170
2016-04-11 02:27:34,61.201.253.86,42.219.150.243,46,42
2016-04-11 02:27:51,82.7.67.216,42.219.150.243,105,17
2016-04-11 02:29:57,158.41.99.43,42.219.150.243,88,126
2016-04-11 02:29:57,228.137.113.6,42.219.150.243,38,0
2016-04-11 02:29:58,36.37.160.108,42.219.150.243,40,1
2016-04-11 02:29:59,176.116.195.149,42.219.150.243,448,1
2016-04-11 02:32:00,198.132.25.203,42.219.150.243,58,121
2016-04-11 02:32:46,208.43.183.102,42.219.150.243,59,46
2016-04-11 02:33:11,165.225.172.89,42.219.150.243,51,25
2016-04-11 02:36:08,216.255.165.6,42.219.150.243,439,177
2016-04-11 02:37:45,224.36.213.210,42.219.150.243,40,97
2016-04-11 02:38:51,73.133.93.64,42.219.150.243,40,66
2016-04-11 02:39:54,219.127.216.223,42.219.150.243,124,63
2016-04-11 02:39:58,154.203.129.200,42.219.150.243,435,4
2016-04-11 02:42:58,62.100.229.92,42.219.150.243,40,180
2016-04-11 02:42:58,58.29.130.207,42.219.150.243,162,0
2016-04-11 02:44:33,70.147.223.200,42.219.150.243,52,95
2016-04-11 02:47:03,248.24.211.32,42.219.150.243,57,150
2016-04-11 02:50:25,164.229.228.90,42.219.150.243,103,202
2016-04-11 02:55:07,69.124.8.90,42.219.150.243,104,282
2016-04-11 03:03:01,217.231.240.101,42.219.150.243,46,474
2016-04-11 03:09:44,69.124.8.90,42.219.150.243,54,403
2016-04-11 03:09:46,96.96.13.149,42.219.150.243,39,2
2016-04-11 03:14:56,217.156.57.81,42.219.150.243,39,310
2016-04-11 03:15:07,78.71.64.22,42.219.150.243,42,11
2016-04-11 03:17:21,217.231.255.197,42.219.150.243,48,134
2016-04-11 03:18:16,200.116.104.197,42.219.150.243,441,55
2016-04-11 03:18:16,227.123.66.225,42.219.150.243,42,0
2016-04-11 03:19:20,32.100.20.28,42.219.150.243,98,64
2016-04-11 03:19:20,224.4.140.73,42.219.150.243,84,0
2016-04-11 03:21:52,69.124.8.108,42.219.150.243,39,152
2016-04-11 03:22:21,240.62.27.30,42.219.150.243,49,29
2016-04-11 03:24:01,49.107.129.159,42.219.150.243,438,100
2016-04-11 03:28:02,33.12.108.90,42.219.150.243,99,241
2016-04-11 03:28:24,221.177.81.97,42.219.150.243,40,22
2016-04-11 03:30:45,190.76.32.221,42.219.150.243,438,141
2016-04-11 03:32:07,33.12.108.90,42.219.150.243,50,82
2016-04-11 03:35:37,211.136.164.113,42.219.150.243,440,210
2016-04-11 03:37:31,75.129.33.116,42.219.150.243,39,114
