te,sa,da,byt,teDelta
2016-04-11 00:02:07,96.96.13.149,42.219.158.233,42,127
2016-04-11 00:02:17,239.238.251.110,42.219.158.233,432,10
2016-04-11 00:05:43,113.63.71.82,42.219.158.233,38,206
2016-04-11 00:06:07,164.229.244.209,42.219.158.233,144,24
2016-04-11 00:06:26,176.116.195.149,42.219.158.233,40,19
2016-04-11 00:09:59,224.4.237.69,42.219.158.233,293,213
2016-04-11 00:09:59,248.60.153.118,42.219.158.233,41,0
2016-04-11 00:13:39,100.4.251.107,42.219.158.233,41,220
2016-04-11 00:26:21,113.63.71.82,42.219.158.233,39,762
2016-04-11 00:26:21,246.181.237.124,42.219.158.233,42,0
2016-04-11 00:26:21,232.161.164.175,42.219.158.233,440,0
2016-04-11 00:29:55,67.233.13.23,42.219.158.233,40,214
2016-04-11 00:32:43,211.136.164.113,42.219.158.233,39,168
2016-04-11 00:35:00,242.103.59.11,42.219.158.233,49,137
2016-04-11 00:35:53,61.96.164.222,42.219.158.233,106,53
2016-04-11 00:36:20,33.12.108.90,42.219.158.233,435,27
2016-04-11 00:38:50,68.137.244.135,42.219.158.233,437,150
2016-04-11 00:39:24,92.45.51.184,42.219.158.233,39,34
2016-04-11 00:40:08,37.17.29.110,42.219.158.233,37,44
2016-04-11 00:40:40,246.205.68.186,42.219.158.233,48,32
2016-04-11 00:41:13,36.80.70.244,42.219.158.233,191,33
2016-04-11 00:41:56,85.248.106.77,42.219.158.233,39,43
2016-04-11 00:42:32,229.23.147.137,42.219.158.233,48,36
2016-04-11 00:50:34,117.208.149.49,42.219.158.233,75,482
2016-04-11 00:58:34,244.34.95.189,42.219.158.233,40,480
2016-04-11 00:59:50,141.204.16.173,42.219.158.233,40,76
2016-04-11 01:05:20,201.117.8.1,42.219.158.233,42,330
2016-04-11 01:08:10,69.39.92.190,42.219.158.233,41,170
2016-04-11 01:11:50,224.4.174.148,42.219.158.233,438,220
2016-04-11 01:12:27,217.156.57.81,42.219.158.233,119,37
2016-04-11 01:17:41,225.36.196.178,42.219.158.233,40,314
2016-04-11 01:21:31,217.231.240.101,42.219.158.233,438,230
2016-04-11 01:27:23,216.156.202.228,42.219.158.233,39,352
2016-04-11 01:28:03,207.242.17.169,42.219.158.233,45,40
2016-04-11 01:32:10,117.208.149.220,42.219.158.233,160,247
2016-04-11 01:36:55,204.91.46.210,42.219.158.233,46,285
2016-04-11 01:38:52,242.101.129.130,42.219.158.233,38,117
2016-04-11 01:41:54,228.137.24.139,42.219.158.233,438,182
2016-04-11 01:42:12,196.62.152.11,42.219.158.233,40,18
2016-04-11 01:42:46,129.119.28.84,42.219.158.233,52,34
2016-04-11 01:44:11,238.177.105.92,42.219.158.233,54,85
2016-04-11 01:44:11,92.40.124.145,42.219.158.233,37,0
2016-04-11 01:44:28,36.80.70.244,42.219.158.233,93,17
2016-04-11 01:45:03,96.96.13.149,42.219.158.233,39,35
2016-04-11 01:45:54,133.60.253.39,42.219.158.233,38,51
2016-04-11 01:46:44,96.96.13.149,42.219.158.233,442,50
2016-04-11 01:47:30,79.141.4.247,42.219.158.233,428,46
2016-04-11 01:47:48,173.8.125.45,42.219.158.233,442,18
2016-04-11 01:54:28,165.225.172.89,42.219.158.233,106,400
2016-04-11 01:55:05,222.155.226.58,42.219.158.233,40,37
2016-04-11 01:56:52,96.96.13.149,42.219.158.233,54,107
2016-04-11 01:59:56,218.152.173.5,42.219.158.233,95,184
2016-04-11 02:00:32,32.100.20.28,42.219.158.233,40,36
2016-04-11 02:02:34,35.104.114.185,42.219.158.233,40,122
