te,sa,da,byt,teDelta
2016-04-11 00:00:17,56.228.69.101,42.219.155.236,433,17
2016-04-11 00:02:36,117.208.149.85,42.219.155.236,38,139
2016-04-11 00:03:30,133.178.113.43,42.219.155.236,79,54
2016-04-11 00:12:12,69.12.45.239,42.219.155.236,41,522
2016-04-11 00:13:31,85.113.100.221,42.219.155.236,432,79
2016-04-11 00:16:13,37.76.55.251,42.219.155.236,40,162
2016-04-11 00:16:27,32.100.20.28,42.219.155.236,96,14
2016-04-11 00:18:33,194.102.255.57,42.219.155.236,381,126
2016-04-11 00:18:47,69.132.5.212,42.219.155.236,49,14
2016-04-11 00:19:15,247.78.40.77,42.219.155.236,41,28
2016-04-11 00:23:59,43.28.221.2,42.219.155.236,94,284
2016-04-11 00:28:41,36.80.70.244,42.219.155.236,104,282
2016-04-11 00:29:40,61.219.191.164,42.219.155.236,126,59
2016-04-11 00:31:44,185.223.217.122,42.219.155.236,237,124
2016-04-11 00:32:48,238.80.87.172,42.219.155.236,432,64
2016-04-11 00:34:57,33.12.108.90,42.219.155.236,49,129
2016-04-11 00:36:22,178.26.131.73,42.219.155.236,95,85
2016-04-11 00:43:19,194.231.191.138,42.219.155.236,41,417
2016-04-11 00:54:55,117.208.149.57,42.219.155.236,39,696
2016-04-11 01:05:31,43.42.79.225,42.219.155.236,42,636
2016-04-11 01:11:30,217.231.240.77,42.219.155.236,56,359
2016-04-11 01:12:28,68.137.135.243,42.219.155.236,439,58
2016-04-11 01:17:12,215.237.247.143,42.219.155.236,96,284
2016-04-11 01:22:45,182.42.182.186,42.219.155.236,101,333
2016-04-11 01:22:59,164.231.230.223,42.219.155.236,39,14
2016-04-11 01:25:26,238.177.105.92,42.219.155.236,50,147
2016-04-11 01:26:20,42.219.155.236,209.150.110.93,372,54
2016-04-11 01:26:20,217.156.57.81,42.219.155.236,40,0
2016-04-11 01:26:20,51.231.1.238,42.219.155.236,440,0
2016-04-11 01:27:11,56.207.76.118,42.219.155.236,39,51
2016-04-11 01:27:47,101.202.95.133,42.219.155.236,430,36
2016-04-11 01:27:47,164.77.11.237,42.219.155.236,43,0
2016-04-11 01:27:58,237.128.46.55,42.219.155.236,40,11
2016-04-11 01:29:32,193.9.197.171,42.219.155.236,84,94
2016-04-11 01:31:55,150.18.190.204,42.219.155.236,37,143
2016-04-11 01:37:09,51.186.158.129,42.219.155.236,40,314
2016-04-11 01:46:44,138.211.60.100,42.219.155.236,96,575
2016-04-11 01:46:58,237.129.72.212,42.219.155.236,442,14
2016-04-11 01:47:06,240.111.145.48,42.219.155.236,70,8
2016-04-11 01:49:42,36.190.213.106,42.219.155.236,436,156
2016-04-11 01:52:40,79.80.49.199,42.219.155.236,52,178
2016-04-11 01:55:06,217.231.240.101,42.219.155.236,432,146
