te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable
2016-04-11 00:06:22,0.0,176.116.195.149,42.219.152.72,5185,5074,UDP,.A....,0,40,1,438,background
2016-04-11 00:07:24,9.0,84.181.34.175,42.219.152.72,35880,23,TCP,....S.,0,72,3,180,background
2016-04-11 00:13:01,0.0,242.100.158.153,42.219.152.72,60445,34567,TCP,....S.,0,0,1,40,background
2016-04-11 00:16:00,0.0,246.183.3.40,42.219.152.72,48104,3306,TCP,....S.,0,40,1,40,background
2016-04-11 00:18:04,0.0,204.223.22.109,42.219.152.72,46681,5003,TCP,....S.,0,0,1,40,background
2016-04-11 00:21:37,0.0,42.9.7.17,42.219.152.72,3297,445,TCP,....S.,0,72,1,48,background
2016-04-11 00:21:55,7.007999999999999,248.3.133.202,42.219.152.72,42449,23,TCP,....S.,0,72,4,240,background
2016-04-11 00:22:55,0.0,176.116.195.149,42.219.152.72,5218,5075,UDP,.A....,0,40,1,440,background
2016-04-11 00:23:31,0.0,32.100.20.28,42.219.152.72,41478,23,TCP,....S.,0,40,1,40,background
2016-04-11 00:27:15,0.0,33.12.117.59,42.219.152.72,5484,5580,UDP,.A....,0,0,1,442,background
2016-04-11 00:28:10,0.0,33.12.107.16,42.219.152.72,5060,5060,UDP,.A....,0,0,1,446,background
2016-04-11 00:28:42,0.0,217.231.240.54,42.219.152.72,39255,2121,TCP,....S.,0,40,1,40,background
2016-04-11 00:35:18,0.0,69.81.144.249,42.219.152.72,47690,17,UDP,.A....,0,40,1,28,background
2016-04-11 00:35:49,0.0,182.42.182.186,42.219.152.72,9090,22,TCP,....S.,0,40,1,40,background
2016-04-11 00:39:27,0.0,176.116.195.149,42.219.152.72,5137,5065,UDP,.A....,0,40,1,440,background
2016-04-11 00:41:11,3.012,168.101.130.4,42.219.152.72,54987,23,TCP,....S.,0,0,2,104,background
2016-04-11 00:43:04,0.0,225.230.216.251,42.219.152.72,6000,3306,TCP,....S.,0,40,1,40,background
2016-04-11 00:43:55,0.0,78.180.95.118,42.219.152.72,59981,123,UDP,.A....,0,40,1,220,background
2016-04-11 00:44:41,0.0,237.41.247.88,42.219.152.72,20000,53,UDP,.A....,0,40,1,70,background
2016-04-11 00:45:00,0.0,60.133.101.194,42.219.152.72,5145,5060,UDP,.A....,0,40,1,446,background
2016-04-11 00:47:50,0.0,82.167.246.233,42.219.152.72,41620,1900,UDP,.A....,0,0,1,125,background
2016-04-11 00:52:47,0.0,216.156.202.228,42.219.152.72,5068,5060,UDP,.A....,0,40,1,445,background
2016-04-11 00:52:56,0.0,105.190.217.12,42.219.152.72,22,50064,TCP,.A..S.,0,0,1,44,background
2016-04-11 00:55:58,0.0,176.116.195.149,42.219.152.72,5090,6000,UDP,.A....,0,40,1,441,background
2016-04-11 00:58:26,0.0,224.7.72.145,42.219.152.72,61311,8080,TCP,....S.,0,40,1,40,background
2016-04-11 01:03:50,0.0,73.213.27.178,42.219.152.72,20001,53,UDP,.A....,0,40,1,70,background
2016-04-11 01:09:46,0.0,56.228.69.101,42.219.152.72,57711,4800,UDP,.A....,0,0,1,36,background
2016-04-11 01:11:14,0.0,33.12.117.22,42.219.152.72,0,2048,ICMP,.A....,0,0,1,40,background
2016-04-11 01:11:35,0.0,213.82.166.3,42.219.152.72,5724,5060,UDP,.A....,0,40,1,440,background
2016-04-11 01:12:31,0.0,176.116.195.149,42.219.152.72,5108,5040,UDP,.A....,0,40,1,441,background
2016-04-11 01:14:25,0.0,236.43.144.65,42.219.152.72,6000,3306,TCP,....S.,0,0,1,40,background
2016-04-11 01:18:33,0.0,224.36.5.69,42.219.152.72,40398,23,TCP,....S.,0,40,1,60,background
2016-04-11 01:27:35,0.0,217.156.57.81,42.219.152.72,6764,5061,UDP,.A....,0,40,1,435,background
2016-04-11 01:27:35,0.0,217.156.57.81,42.219.152.72,6764,5062,UDP,.A....,0,40,1,434,background
2016-04-11 01:27:35,0.0,217.156.57.81,42.219.152.72,6764,5063,UDP,.A....,0,40,1,434,background
2016-04-11 01:27:35,0.0,217.156.57.81,42.219.152.72,6764,5064,UDP,.A....,0,40,1,435,background
2016-04-11 01:27:36,0.0,217.156.57.81,42.219.152.72,6764,5065,UDP,.A....,0,40,1,435,background
2016-04-11 01:27:36,0.0,217.156.57.81,42.219.152.72,6764,5066,UDP,.A....,0,40,1,435,background
2016-04-11 01:27:36,0.0,217.156.57.81,42.219.152.72,6764,5067,UDP,.A....,0,40,1,436,background
2016-04-11 01:27:36,0.0,217.156.57.81,42.219.152.72,6764,5068,UDP,.A....,0,40,1,436,background
2016-04-11 01:27:37,0.0,217.156.57.81,42.219.152.72,6764,5069,UDP,.A....,0,40,1,433,background
2016-04-11 01:27:37,0.0,217.156.57.81,42.219.152.72,6764,5070,UDP,.A....,0,40,1,430,background
2016-04-11 01:27:37,0.0,217.156.57.81,42.219.152.72,6764,5071,UDP,.A....,0,40,1,433,background
2016-04-11 01:27:37,0.0,217.156.57.81,42.219.152.72,6764,5072,UDP,.A....,0,40,1,432,background
2016-04-11 01:27:37,0.0,217.156.57.81,42.219.152.72,6764,5073,UDP,.A....,0,40,1,435,background
2016-04-11 01:27:38,0.0,217.156.57.81,42.219.152.72,6764,5074,UDP,.A....,0,40,1,431,background
