te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable
2016-04-11 00:03:45,3.0,173.14.104.246,42.219.155.48,53802,23,TCP,....S.,0,72,2,104,background
2016-04-11 00:06:26,0.0,176.116.195.149,42.219.155.48,5185,5074,UDP,.A....,0,40,1,440,background
2016-04-11 00:09:06,0.0,242.101.133.245,42.219.155.48,57595,3127,TCP,....S.,0,0,1,40,background
2016-04-11 00:10:10,0.0,56.207.76.118,42.219.155.48,999,53,UDP,.A....,0,40,1,65,background
2016-04-11 00:16:00,0.0,246.183.3.40,42.219.155.48,48712,3306,TCP,....S.,0,40,1,40,background
2016-04-11 00:18:26,0.0,204.223.22.109,42.219.155.48,46681,5003,TCP,....S.,0,0,1,40,background
2016-04-11 00:21:43,0.0,42.9.7.17,42.219.155.48,3918,445,TCP,....S.,0,72,1,48,background
2016-04-11 00:22:43,0.0,78.180.95.118,42.219.155.48,53515,123,UDP,.A....,0,40,1,220,background
2016-04-11 00:22:59,0.0,176.116.195.149,42.219.155.48,5218,5075,UDP,.A....,0,40,1,438,background
2016-04-11 00:24:04,0.0,150.221.27.126,42.219.155.48,443,5937,TCP,...R..,0,8,1,40,background
2016-04-11 00:27:19,0.0,33.12.117.59,42.219.155.48,5484,5580,UDP,.A....,0,0,1,443,background
2016-04-11 00:28:10,0.0,33.12.107.16,42.219.155.48,5060,5060,UDP,.A....,0,0,1,444,background
2016-04-11 00:28:43,0.0,217.231.240.54,42.219.155.48,39255,2121,TCP,....S.,0,40,1,40,background
2016-04-11 00:28:53,3.008,133.101.85.33,42.219.155.48,4439,445,TCP,....S.,0,72,2,96,background
2016-04-11 00:33:32,2.82,74.223.146.93,42.219.155.48,54570,23,TCP,....S.,0,72,2,104,background
2016-04-11 00:35:12,0.0,56.207.76.118,42.219.155.48,999,53,UDP,.A....,0,40,1,65,background
2016-04-11 00:35:49,0.0,182.42.182.186,42.219.155.48,9090,22,TCP,....S.,0,40,1,40,background
2016-04-11 00:39:30,0.0,176.116.195.149,42.219.155.48,5137,5065,UDP,.A....,0,40,1,437,background
2016-04-11 00:43:04,0.0,225.230.216.251,42.219.155.48,6000,3306,TCP,....S.,0,40,1,40,background
2016-04-11 00:43:29,9.0,79.127.188.104,42.219.155.48,1875,3389,TCP,....S.,0,40,3,152,background
2016-04-11 00:44:41,0.0,237.41.247.88,42.219.155.48,20000,53,UDP,.A....,0,40,1,69,background
2016-04-11 00:45:00,0.0,60.133.101.194,42.219.155.48,5145,5060,UDP,.A....,0,40,1,442,background
2016-04-11 00:47:43,0.0,82.167.246.233,42.219.155.48,41620,1900,UDP,.A....,0,0,1,125,background
2016-04-11 00:52:47,0.0,216.156.202.228,42.219.155.48,5068,5060,UDP,.A....,0,40,1,443,background
2016-04-11 00:56:02,0.0,176.116.195.149,42.219.155.48,5090,6000,UDP,.A....,0,40,1,438,background
2016-04-11 00:58:15,0.0,242.100.234.89,42.219.155.48,49535,8123,TCP,....S.,0,0,1,40,background
2016-04-11 00:58:26,0.0,224.7.72.145,42.219.155.48,22628,8080,TCP,....S.,0,40,1,40,background
2016-04-11 01:00:15,2.94,70.173.217.57,42.219.155.48,2780,445,TCP,....S.,0,0,2,96,background
2016-04-11 01:03:50,0.0,73.213.27.178,42.219.155.48,20001,53,UDP,.A....,0,40,1,69,background
2016-04-11 01:06:46,0.0,227.123.66.225,42.219.155.48,50616,8888,TCP,....S.,0,40,1,40,background
2016-04-11 01:08:00,0.0,69.81.144.249,42.219.155.48,59234,17,UDP,.A....,0,40,1,28,background
2016-04-11 01:11:57,0.0,213.82.166.3,42.219.155.48,5724,5060,UDP,.A....,0,40,1,440,background
