te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable
2016-04-11 00:05:49,0.0,164.225.245.79,42.219.148.102,12200,55002,TCP,....S.,0,72,1,40,background
2016-04-11 00:06:16,0.0,69.81.144.249,42.219.148.102,44171,19,UDP,.A....,0,40,1,28,background
2016-04-11 00:06:35,0.0,176.116.195.149,42.219.148.102,5185,5074,UDP,.A....,0,40,1,442,background
2016-04-11 00:07:04,0.0,165.202.36.149,42.219.148.102,45278,8080,TCP,....S.,0,0,1,40,background
2016-04-11 00:16:00,0.0,246.183.3.40,42.219.148.102,50167,3306,TCP,....S.,0,40,1,40,background
2016-04-11 00:18:19,0.0,204.223.22.109,42.219.148.102,46681,5003,TCP,....S.,0,0,1,40,background
2016-04-11 00:18:40,0.0,228.8.216.6,42.219.148.102,1572,2628,TCP,....S.,0,40,1,40,background
2016-04-11 00:21:56,0.0,42.9.7.17,42.219.148.102,3563,445,TCP,....S.,0,72,1,48,background
2016-04-11 00:23:08,0.0,176.116.195.149,42.219.148.102,5218,5075,UDP,.A....,0,40,1,440,background
2016-04-11 00:25:21,3.0,70.47.96.66,42.219.148.102,2329,80,TCP,....S.,0,72,2,120,background
2016-04-11 00:27:28,0.0,33.12.117.59,42.219.148.102,5484,5580,UDP,.A....,0,0,1,443,background
2016-04-11 00:27:47,0.0,217.231.240.54,42.219.148.102,39255,2121,TCP,....S.,0,40,1,40,background
2016-04-11 00:28:10,0.0,33.12.107.16,42.219.148.102,5060,5060,UDP,.A....,0,0,1,444,background
2016-04-11 00:29:43,0.0,240.62.27.30,42.219.148.102,45537,21320,TCP,....S.,0,0,1,40,background
2016-04-11 00:33:04,0.0,85.205.60.94,42.219.148.102,0,2816,ICMP,.A....,0,0,2,192,background
2016-04-11 00:35:08,0.0,202.235.230.143,42.219.148.102,0,2048,ICMP,.A....,0,0,1,28,background
2016-04-11 00:35:35,0.0,242.100.155.243,42.219.148.102,57165,8080,TCP,....S.,0,0,1,40,background
2016-04-11 00:35:49,0.0,182.42.182.186,42.219.148.102,9090,22,TCP,....S.,0,40,1,40,background
2016-04-11 00:37:58,0.0,93.179.112.232,42.219.148.102,56733,5900,TCP,....S.,0,0,1,40,background
2016-04-11 00:39:40,0.0,176.116.195.149,42.219.148.102,5137,5065,UDP,.A....,0,40,1,438,background
2016-04-11 00:43:04,0.0,225.230.216.251,42.219.148.102,6000,3306,TCP,....S.,0,40,1,40,background
2016-04-11 00:44:41,0.0,237.41.247.88,42.219.148.102,20000,53,UDP,.A....,0,40,1,70,background
2016-04-11 00:45:02,0.0,60.133.101.194,42.219.148.102,5145,5060,UDP,.A....,0,40,1,443,background
2016-04-11 00:45:15,0.0,69.81.144.249,42.219.148.102,32921,17,UDP,.A....,0,40,1,28,background
2016-04-11 00:47:41,0.0,82.167.246.233,42.219.148.102,41620,1900,UDP,.A....,0,0,1,125,background
2016-04-11 00:48:29,0.0,56.235.68.172,42.219.148.102,0,771,ICMP,.A....,0,40,1,81,background
2016-04-11 00:49:31,4.996,168.149.173.10,42.219.148.102,48687,23,TCP,....S.,0,0,6,360,background
2016-04-11 00:49:31,5.0,168.149.173.10,42.219.148.102,48687,23,TCP,....S.,0,0,6,360,background
2016-04-11 00:52:47,0.0,216.156.202.228,42.219.148.102,5068,5060,UDP,.A....,0,40,1,446,background
2016-04-11 00:56:11,0.0,176.116.195.149,42.219.148.102,5090,6000,UDP,.A....,0,40,1,435,background
2016-04-11 00:58:26,0.0,224.7.72.145,42.219.148.102,65477,8080,TCP,....S.,0,40,1,40,background
2016-04-11 01:03:50,0.0,73.213.27.178,42.219.148.102,20001,53,UDP,.A....,0,40,1,70,background
2016-04-11 01:12:44,0.0,176.116.195.149,42.219.148.102,5108,5040,UDP,.A....,0,40,1,439,background
2016-04-11 01:12:48,0.0,213.82.166.3,42.219.148.102,5724,5060,UDP,.A....,0,40,1,439,background
2016-04-11 01:13:16,0.0,170.228.146.236,42.219.148.102,27135,27005,UDP,.A....,0,0,2,134,background
2016-04-11 01:14:25,0.0,236.43.144.65,42.219.148.102,6000,3306,TCP,....S.,0,0,1,40,background
2016-04-11 01:17:32,0.0,48.206.159.152,42.219.148.102,3300,445,TCP,....S.,0,40,1,48,background
2016-04-11 01:25:10,3.0039999999999996,43.61.218.101,42.219.148.102,44972,23,TCP,....S.,0,40,2,120,background
2016-04-11 01:35:08,0.0,246.205.68.186,42.219.148.102,14064,22,TCP,....S.,0,40,1,48,background
2016-04-11 01:35:50,8.988,86.161.56.81,42.219.148.102,34947,23,TCP,....S.,0,72,3,180,background
2016-04-11 01:45:49,0.0,33.12.99.120,42.219.148.102,5380,5060,UDP,.A....,0,0,1,444,background
2016-04-11 01:50:06,0.0,60.99.3.199,42.219.148.102,0,771,ICMP,.A....,0,40,1,90,background
2016-04-11 01:53:50,0.0,36.37.136.91,42.219.148.102,5060,5060,UDP,.A....,0,0,1,433,background
2016-04-11 01:53:51,0.0,36.37.136.91,42.219.148.102,5060,5060,UDP,.A....,0,0,1,433,background
2016-04-11 01:58:51,0.0,69.124.8.90,42.219.148.102,38328,123,UDP,.A....,0,40,1,37,background
2016-04-11 02:02:30,9.0,72.228.239.40,42.219.148.102,4283,4028,TCP,....S.,0,72,3,180,background
2016-04-11 02:11:40,0.0,32.100.20.28,42.219.148.102,41478,8083,TCP,....S.,0,40,1,40,background
2016-04-11 02:13:21,0.0,32.100.20.28,42.219.148.102,41478,25,TCP,....S.,0,40,1,40,background
2016-04-11 02:18:03,0.0,222.156.17.131,42.219.148.102,46690,4444,TCP,....S.,0,40,1,40,background
2016-04-11 02:18:38,0.0,222.156.17.131,42.219.148.102,46690,8443,TCP,....S.,0,40,1,40,background
2016-04-11 02:18:46,0.0,222.156.17.131,42.219.148.102,46690,5443,TCP,....S.,0,40,1,40,background
2016-04-11 02:18:51,0.0,222.156.17.131,42.219.148.102,46690,443,TCP,....S.,0,40,1,40,background
2016-04-11 02:19:00,0.0,222.156.17.131,42.219.148.102,46690,9443,TCP,....S.,0,40,1,40,background
2016-04-11 02:19:48,0.0,240.62.27.30,42.219.148.102,44647,21320,TCP,....S.,0,0,1,40,background
2016-04-11 02:20:43,0.0,217.132.176.169,42.219.148.102,5816,26859,TCP,.A....,0,0,1,40,background
2016-04-11 02:26:11,0.0,68.137.244.129,42.219.148.102,45582,69,UDP,.A....,0,0,1,42,background
2016-04-11 02:27:28,2.9960000000000004,49.184.219.1,42.219.148.102,4771,23,TCP,....S.,0,0,2,120,background
2016-04-11 02:27:28,3.0,49.184.219.1,42.219.148.102,4771,23,TCP,....S.,0,0,2,120,background
2016-04-11 02:33:01,0.0,68.137.135.209,42.219.148.102,34290,623,UDP,.A....,0,0,1,51,background
2016-04-11 02:42:17,5.996,228.137.57.105,42.219.148.102,59595,23,TCP,....S.,0,40,2,120,background
2016-04-11 02:42:47,0.0,62.174.229.181,42.219.148.102,22974,80,TCP,....S.,0,40,1,40,background
2016-04-11 02:43:05,0.0,228.115.176.239,42.219.148.102,6000,1433,TCP,....S.,0,40,1,40,background
2016-04-11 02:50:20,0.0,248.24.211.32,42.219.148.102,6000,3306,TCP,....S.,0,16,1,40,background
2016-04-11 02:50:21,0.0,248.24.211.32,42.219.148.102,6000,3306,TCP,....S.,0,16,1,40,background
2016-04-11 02:53:38,0.0,217.231.240.101,42.219.148.102,65106,2160,TCP,....S.,0,40,1,40,background
2016-04-11 02:57:45,0.0,36.80.70.244,42.219.148.102,5100,5060,UDP,.A....,0,40,1,443,background
2016-04-11 03:04:43,0.0,36.80.70.244,42.219.148.102,5100,5060,UDP,.A....,0,40,1,443,background
2016-04-11 03:07:35,0.0,198.132.27.142,42.219.148.102,27221,7,UDP,.A....,0,40,1,32,background
2016-04-11 03:14:11,0.0,248.18.149.207,42.219.148.102,53089,22,TCP,....S.,0,0,1,48,background
2016-04-11 03:14:11,3.0039999999999996,61.201.254.159,42.219.148.102,46665,22,TCP,....S.,0,40,3,180,background
2016-04-11 03:14:27,5.872000000000001,70.8.151.155,42.219.148.102,37175,4028,TCP,....S.,0,0,2,120,background
2016-04-11 03:28:52,3.0039999999999996,199.154.104.124,42.219.148.102,59506,23,TCP,....S.,0,0,2,104,background
2016-04-11 03:28:52,3.008,199.154.104.124,42.219.148.102,59506,23,TCP,....S.,0,0,2,104,background
2016-04-11 03:30:05,0.0,238.177.105.92,42.219.148.102,55727,22,TCP,....S.,0,72,1,52,background
2016-04-11 03:35:34,0.0,233.198.23.219,42.219.148.102,6000,22,TCP,....S.,0,40,1,40,background
2016-04-11 03:40:48,0.0,73.60.0.219,42.219.148.102,12212,5901,TCP,....S.,0,40,1,40,background
2016-04-11 03:42:28,0.0,240.41.208.134,42.219.148.102,57761,3389,TCP,....S.,0,0,1,40,background
2016-04-11 03:42:29,0.0,240.41.208.134,42.219.148.102,57761,3389,TCP,....S.,0,0,1,40,background
2016-04-11 03:45:22,0.0,43.42.79.223,42.219.148.102,55987,137,UDP,.A....,0,0,1,78,background
2016-04-11 03:47:23,0.0,192.253.239.204,42.219.148.102,44029,91,TCP,....S.,0,72,1,40,background
2016-04-11 03:49:31,0.0,73.60.0.219,42.219.148.102,12211,22,TCP,....S.,0,40,1,40,background
2016-04-11 03:50:11,0.0,213.55.165.103,42.219.148.102,5064,5060,UDP,.A....,0,72,1,435,background
2016-04-11 03:51:09,0.0,69.81.144.249,42.219.148.102,0,2048,ICMP,.A....,0,40,1,32,background
2016-04-11 03:52:19,0.0,69.55.59.87,42.219.148.102,34184,53,UDP,.A....,0,0,1,56,background
2016-04-11 03:53:52,0.0,209.150.124.198,42.219.148.102,0,771,ICMP,.A....,0,0,1,90,background
