te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable
2016-04-11 00:01:58,3.012,67.171.252.96,42.219.149.184,54869,23,TCP,....S.,0,0,2,104,background
2016-04-11 00:01:59,3.012,67.171.252.96,42.219.149.184,54869,23,TCP,....S.,0,0,2,104,background
2016-04-11 00:03:43,0.0,82.7.67.216,42.219.149.184,43130,1604,TCP,....S.,0,0,1,40,background
2016-04-11 00:05:49,0.0,164.225.245.79,42.219.149.184,12200,55002,TCP,....S.,0,72,1,40,background
2016-04-11 00:06:37,0.0,176.116.195.149,42.219.149.184,5185,5074,UDP,.A....,0,40,1,441,background
2016-04-11 00:07:36,0.0,69.81.144.249,42.219.149.184,58600,19,UDP,.A....,0,40,1,28,background
2016-04-11 00:11:09,0.0,82.6.252.214,42.219.149.184,41796,443,TCP,....S.,0,0,1,40,background
2016-04-11 00:14:25,0.0,165.202.36.149,42.219.149.184,45278,8080,TCP,....S.,0,0,1,40,background
2016-04-11 00:14:55,0.0,209.150.124.198,42.219.149.184,9666,60244,UDP,.A....,0,0,1,60,background
2016-04-11 00:16:00,0.0,246.183.3.40,42.219.149.184,50426,3306,TCP,....S.,0,40,1,40,background
2016-04-11 00:18:21,0.0,204.223.22.109,42.219.149.184,46681,5003,TCP,....S.,0,0,1,40,background
2016-04-11 00:19:31,3.0039999999999996,64.153.45.1,42.219.149.184,48005,23,TCP,....S.,0,72,2,120,background
2016-04-11 00:21:58,0.0,42.9.7.17,42.219.149.184,3825,445,TCP,....S.,0,72,1,48,background
2016-04-11 00:23:10,0.0,176.116.195.149,42.219.149.184,5218,5075,UDP,.A....,0,40,1,441,background
2016-04-11 00:27:22,0.0,66.36.199.55,42.219.149.184,1463,23,TCP,....S.,0,40,1,60,background
2016-04-11 00:27:30,0.0,33.12.117.59,42.219.149.184,5484,5580,UDP,.A....,0,0,1,439,background
2016-04-11 00:28:02,0.0,217.231.240.54,42.219.149.184,39255,2121,TCP,....S.,0,40,1,40,background
2016-04-11 00:28:10,0.0,33.12.107.16,42.219.149.184,5060,5060,UDP,.A....,0,0,1,445,background
2016-04-11 00:29:43,0.0,198.132.27.28,42.219.149.184,34680,2480,TCP,....S.,0,40,1,40,background
2016-04-11 00:33:08,3.0,252.241.95.154,42.219.149.184,4276,23,TCP,....S.,0,72,2,104,background
2016-04-11 00:35:49,0.0,182.42.182.186,42.219.149.184,9090,22,TCP,....S.,0,40,1,40,background
2016-04-11 00:39:33,0.0,32.100.20.28,42.219.149.184,41478,8083,TCP,....S.,0,40,1,40,background
2016-04-11 00:39:41,0.0,176.116.195.149,42.219.149.184,5137,5065,UDP,.A....,0,40,1,441,background
2016-04-11 00:40:37,4.0680000000000005,87.202.84.233,42.219.149.184,58179,53413,UDP,.A....,0,40,2,58,background
2016-04-11 00:43:04,0.0,225.230.216.251,42.219.149.184,6000,3306,TCP,....S.,0,40,1,40,background
2016-04-11 00:44:41,0.0,237.41.247.88,42.219.149.184,20000,53,UDP,.A....,0,40,1,70,background
2016-04-11 00:45:02,0.0,60.133.101.194,42.219.149.184,5145,5060,UDP,.A....,0,40,1,444,background
2016-04-11 00:47:47,0.0,82.167.246.233,42.219.149.184,41620,1900,UDP,.A....,0,0,1,125,background
2016-04-11 00:47:48,0.0,82.167.246.233,42.219.149.184,41620,1900,UDP,.A....,0,0,1,125,background
2016-04-11 00:48:45,9.02,37.76.18.151,42.219.149.184,60188,23,TCP,....S.,0,72,3,180,background
2016-04-11 00:48:57,0.0,37.76.18.151,42.219.149.184,60188,23,TCP,....S.,0,72,1,60,background
2016-04-11 00:52:47,0.0,216.156.202.228,42.219.149.184,5068,5060,UDP,.A....,0,40,1,445,background
2016-04-11 00:56:13,0.0,176.116.195.149,42.219.149.184,5090,6000,UDP,.A....,0,40,1,436,background
2016-04-11 00:58:26,0.0,224.7.72.145,42.219.149.184,10709,8080,TCP,....S.,0,40,1,40,background
2016-04-11 01:03:50,0.0,73.213.27.178,42.219.149.184,20001,53,UDP,.A....,0,40,1,70,background
2016-04-11 01:11:25,9.012,87.192.59.96,42.219.149.184,53209,23,TCP,....S.,0,40,3,156,background
2016-04-11 01:12:45,0.0,176.116.195.149,42.219.149.184,5108,5040,UDP,.A....,0,40,1,441,background
2016-04-11 01:12:57,0.0,213.82.166.3,42.219.149.184,5724,5060,UDP,.A....,0,40,1,440,background
2016-04-11 01:16:36,0.0,69.81.144.249,42.219.149.184,34905,17,UDP,.A....,0,40,1,28,background
2016-04-11 01:19:33,0.0,192.253.239.52,42.219.149.184,47913,8000,TCP,....S.,0,72,1,40,background
2016-04-11 01:21:46,9.0,224.36.42.159,42.219.149.184,38037,23,TCP,....S.,0,40,2,120,background
2016-04-11 01:30:44,0.0,32.100.20.28,42.219.149.184,41478,465,TCP,....S.,0,40,1,40,background
2016-04-11 01:33:21,0.0,124.57.65.249,42.219.149.184,6667,28329,TCP,...R..,0,8,1,40,background
2016-04-11 01:35:08,0.0,246.205.68.186,42.219.149.184,14064,22,TCP,....S.,0,40,1,48,background
2016-04-11 01:36:11,0.0,246.7.238.246,42.219.149.184,12200,37015,TCP,....S.,0,72,1,40,background
2016-04-11 01:37:54,3.016,70.207.203.237,42.219.149.184,48673,23,TCP,....S.,0,0,2,104,background
2016-04-11 01:45:50,0.0,33.12.99.120,42.219.149.184,5380,5060,UDP,.A....,0,0,1,443,background
2016-04-11 01:51:53,0.0,240.62.27.30,42.219.149.184,46372,21320,TCP,....S.,0,0,1,40,background
2016-04-11 01:53:52,0.0,36.37.136.91,42.219.149.184,5060,5060,UDP,.A....,0,0,1,436,background
2016-04-11 01:53:53,0.0,36.37.136.91,42.219.149.184,5060,5060,UDP,.A....,0,0,1,436,background
2016-04-11 01:54:52,0.0,198.132.59.191,42.219.149.184,34845,444,TCP,....S.,0,40,1,40,background
2016-04-11 01:58:51,0.0,69.124.8.90,42.219.149.184,38328,123,UDP,.A....,0,40,1,37,background
2016-04-11 02:02:35,9.0,72.228.239.40,42.219.149.184,2226,4028,TCP,....S.,0,72,3,180,background
2016-04-11 02:09:14,0.0,192.253.239.66,42.219.149.184,41041,2222,TCP,....S.,0,72,1,40,background
2016-04-11 02:10:15,0.0,242.100.154.142,42.219.149.184,60475,8088,TCP,....S.,0,0,1,40,background
2016-04-11 02:10:16,0.0,242.100.154.142,42.219.149.184,60475,8088,TCP,....S.,0,0,1,40,background
2016-04-11 02:11:17,0.0,117.208.149.206,42.219.149.184,43785,443,TCP,....S.,0,72,1,40,background
2016-04-11 02:11:17,0.0,117.208.149.207,42.219.149.184,36696,443,TCP,....S.,0,72,1,40,background
2016-04-11 02:13:04,0.0,192.253.239.104,42.219.149.184,44315,81,TCP,....S.,0,72,1,40,background
2016-04-11 02:17:54,0.0,222.156.17.131,42.219.149.184,46690,9443,TCP,....S.,0,40,1,40,background
2016-04-11 02:18:10,0.0,222.156.17.131,42.219.149.184,46690,443,TCP,....S.,0,40,1,40,background
2016-04-11 02:18:12,0.0,222.156.17.131,42.219.149.184,46690,8443,TCP,....S.,0,40,1,40,background
2016-04-11 02:18:18,0.0,222.156.17.131,42.219.149.184,46690,4444,TCP,....S.,0,40,1,40,background
2016-04-11 02:18:23,0.0,222.156.17.131,42.219.149.184,46690,5443,TCP,....S.,0,40,1,40,background
2016-04-11 02:23:15,0.0,32.100.20.28,42.219.149.184,41478,448,TCP,....S.,0,40,1,40,background
2016-04-11 02:27:39,2.9760000000000004,49.184.219.1,42.219.149.184,4180,23,TCP,....S.,0,0,2,120,background
2016-04-11 02:31:53,0.0,56.207.76.118,42.219.149.184,999,53,UDP,.A....,0,40,1,65,background
2016-04-11 02:33:19,0.0,194.231.171.145,42.219.149.184,20012,9001,TCP,....S.,0,40,1,40,background
2016-04-11 02:37:38,0.0,204.91.46.237,42.219.149.184,42041,11211,TCP,....S.,0,0,1,40,background
2016-04-11 02:38:27,0.0,77.158.216.69,42.219.149.184,27032,22056,TCP,.A..S.,0,0,1,44,background
2016-04-11 02:38:40,0.0,217.132.176.169,42.219.149.184,5816,479,TCP,.A....,0,0,1,40,background
2016-04-11 02:41:34,0.0,36.254.168.253,42.219.149.184,43082,23,TCP,....S.,0,72,1,52,background
2016-04-11 02:43:05,0.0,228.115.176.239,42.219.149.184,6000,1433,TCP,....S.,0,40,1,40,background
2016-04-11 02:44:59,21.0,79.116.197.137,42.219.149.184,48056,23,TCP,....S.,0,0,4,240,background
2016-04-11 02:48:34,3.02,239.67.66.81,42.219.149.184,56187,23,TCP,....S.,0,72,2,104,background
