te,sa,da,byt,teDelta
2016-04-11 00:00:05,42.219.156.188,204.97.186.216,70,5
2016-04-11 00:00:08,193.40.57.3,42.219.156.188,57191,3
2016-04-11 00:00:09,42.219.156.188,204.97.186.217,294,1
2016-04-11 00:00:14,42.219.156.188,133.163.162.110,1857,5
2016-04-11 00:00:22,168.40.234.121,42.219.156.188,21174266,8
2016-04-11 00:00:26,42.219.156.188,168.40.238.59,468640229,4
2016-04-11 00:00:33,42.219.156.188,158.166.109.143,323,7
2016-04-11 00:00:34,42.219.156.188,250.135.192.47,3484,1
2016-04-11 00:00:38,42.219.156.188,143.72.4.250,202,4
2016-04-11 00:00:44,69.19.24.124,42.219.156.188,4336,6
2016-04-11 00:00:46,106.150.228.222,42.219.156.188,4136014,2
2016-04-11 00:00:47,211.60.12.17,42.219.156.188,21158851,1
2016-04-11 00:00:54,36.149.244.182,42.219.156.188,825825,7
2016-04-11 00:00:58,253.138.42.216,42.219.156.188,5097,4
2016-04-11 00:00:59,209.57.25.61,42.219.156.188,1178009,1
2016-04-11 00:01:01,42.219.156.188,143.64.220.185,563892,2
2016-04-11 00:01:07,42.219.156.188,194.233.78.106,229671,6
2016-04-11 00:01:11,143.72.8.137,42.219.156.188,11882,4
2016-04-11 00:01:14,193.40.57.79,42.219.156.188,20898414,3
2016-04-11 00:01:18,237.128.46.55,42.219.156.188,1671,4
2016-04-11 00:01:22,106.150.228.251,42.219.156.188,1431379,4
2016-04-11 00:01:27,37.243.202.48,42.219.156.188,5191,5
2016-04-11 00:01:33,67.208.91.182,42.219.156.188,31,6
2016-04-11 00:01:39,143.72.8.137,42.219.156.188,44,6
2016-04-11 00:01:46,42.219.156.188,37.4.224.213,607,7
2016-04-11 00:01:49,223.136.16.209,42.219.156.188,196,3
2016-04-11 00:01:50,85.236.82.121,42.219.156.188,21407290,1
2016-04-11 00:01:52,42.219.156.188,165.133.210.160,845,2
2016-04-11 00:02:01,42.219.156.188,76.163.209.61,52276336,9
2016-04-11 00:02:06,223.80.199.20,42.219.156.188,7142,5
2016-04-11 00:02:11,42.219.156.188,64.73.140.182,1116,5
2016-04-11 00:02:18,103.36.40.20,42.219.156.188,271480,7
2016-04-11 00:02:20,70.46.166.190,42.219.156.188,33,2
2016-04-11 00:02:23,42.219.156.188,194.233.67.129,3463,3
2016-04-11 00:02:24,204.97.73.48,42.219.156.188,1330753,1
2016-04-11 00:02:30,42.219.156.188,194.233.67.75,683226,6
2016-04-11 00:02:31,45.202.195.102,42.219.156.188,65,1
2016-04-11 00:02:33,204.97.28.57,42.219.156.188,1613206,2
2016-04-11 00:02:43,209.62.235.76,42.219.156.188,852,10
2016-04-11 00:02:45,42.219.156.188,204.97.186.217,8929,2
2016-04-11 00:02:48,42.219.156.188,240.125.1.149,4130332,3
2016-04-11 00:02:51,42.219.156.188,60.242.232.67,2979102,3
2016-04-11 00:02:56,165.133.210.175,42.219.156.188,61840791,5
2016-04-11 00:03:00,42.219.156.188,211.63.205.45,137581289,4
2016-04-11 00:03:04,253.138.88.8,42.219.156.188,943035,4
2016-04-11 00:03:05,91.71.126.164,42.219.156.188,524,1
2016-04-11 00:03:06,42.219.156.188,69.124.9.215,2229,1
2016-04-11 00:03:09,42.219.156.188,85.236.82.121,83,3
2016-04-11 00:03:13,175.177.229.58,42.219.156.188,29,4
2016-04-11 00:03:14,42.219.156.188,194.192.119.37,65,1
2016-04-11 00:03:20,42.219.156.188,212.77.194.98,442988891,6
2016-04-11 00:03:25,216.61.210.252,42.219.156.188,21698438,5
2016-04-11 00:03:30,211.32.156.82,42.219.156.188,22521211,5
2016-04-11 00:03:31,42.219.156.188,219.101.132.104,570481,1
2016-04-11 00:03:39,229.219.239.216,42.219.156.188,22246,8
2016-04-11 00:03:46,211.230.191.126,42.219.156.188,2328,7
2016-04-11 00:03:47,165.133.210.175,42.219.156.188,67617,1
2016-04-11 00:03:53,42.219.156.188,85.236.82.121,50329,6
2016-04-11 00:04:00,216.117.221.58,42.219.156.188,192,7
2016-04-11 00:04:02,42.219.156.188,178.94.137.60,2218,2
2016-04-11 00:04:08,188.31.65.49,42.219.156.188,2259,6
2016-04-11 00:04:10,42.219.156.188,69.124.9.215,2121,2
