2016-04-11 00:01:34,5.016,74.159.162.35,42.219.155.26,24331,443,TCP,.AP.S.,0,0,9,1807,background
2016-04-11 00:01:34,5.400,165.13.187.32,42.219.156.211,47976,443,TCP,.AP.S.,0,0,10,1662,background
2016-04-11 00:01:34,5.440,165.13.187.32,42.219.156.211,47977,443,TCP,.AP.S.,0,0,10,1646,background
2016-04-11 00:01:34,5.696,143.72.8.137,42.219.156.231,53,42810,UDP,.A....,0,0,2,256,background
2016-04-11 00:01:34,5.696,74.159.140.19,42.219.155.26,29676,443,TCP,.AP.S.,0,0,8,1755,background
2016-04-11 00:01:34,5.896,42.219.153.219,201.172.109.198,80,56553,TCP,.A..S.,0,0,3,164,background
2016-04-11 00:01:34,5.896,42.219.153.219,201.172.109.198,80,56554,TCP,.A..S.,0,0,3,164,background
2016-04-11 00:01:34,5.896,42.219.153.219,201.172.109.198,80,56555,TCP,.A..S.,0,0,3,164,background
2016-04-11 00:01:34,5.984,42.219.153.219,201.172.109.198,80,56552,TCP,.A..S.,0,0,3,164,background
2016-04-11 00:01:34,5.996,42.219.159.199,141.55.255.54,1027,161,UDP,.A....,0,0,12,876,background
2016-04-11 00:01:34,6.016,42.219.159.195,60.151.58.1,58527,161,UDP,.A....,0,0,12,876,background
2016-04-11 00:01:34,6.048,42.219.153.219,201.172.109.198,80,56547,TCP,.A..S.,0,0,3,164,background
2016-04-11 00:01:34,6.048,42.219.153.219,201.172.109.198,80,56549,TCP,.A..S.,0,0,3,164,background
2016-04-11 00:01:35,21.776,42.219.154.182,202.24.250.22,993,60455,TCP,.AP...,0,0,952,1382188,background
2016-04-11 00:01:35,21.824,202.24.250.22,42.219.154.182,60455,993,TCP,.AP...,0,0,716,42470,background
2016-04-11 00:01:35,5.092,165.13.187.32,42.219.156.211,47978,443,TCP,.AP.S.,0,0,10,1646,background
2016-04-11 00:01:35,5.408,216.60.140.239,42.219.156.211,59518,443,TCP,.AP.S.,0,0,10,1190,background
2016-04-11 00:01:35,5.700,42.219.153.7,51.132.127.186,53,53,UDP,.A....,0,0,3,238,background
2016-04-11 00:01:35,6.000,42.219.159.195,60.151.56.128,58527,161,UDP,.A....,0,0,12,876,background
2016-04-11 00:01:36,23.732,131.138.113.53,42.219.153.21,65169,80,TCP,.AP.S.,0,0,10,1038,background
2016-04-11 00:01:36,3.860,213.94.4.15,42.219.154.107,58300,80,TCP,.AP.S.,0,40,51,3245,background
2016-04-11 00:01:36,4.208,213.94.18.81,42.219.156.211,39483,80,TCP,.AP.S.,0,40,5,674,background
2016-04-11 00:01:36,4.224,213.92.108.90,42.219.156.211,53040,80,TCP,.AP.S.,0,40,5,666,background
2016-04-11 00:01:36,4.564,42.219.156.211,209.135.223.56,443,54705,TCP,.AP.S.,0,0,7,5421,background
2016-04-11 00:01:36,6.284,143.72.8.137,42.219.156.231,53,41109,UDP,.A....,0,0,2,250,background
2016-04-11 00:01:36,6.892,42.219.154.107,213.94.4.15,80,58257,TCP,.AP.S.,0,0,161,228552,background
2016-04-11 00:01:36,7.008,42.219.154.107,213.94.4.15,80,58258,TCP,.AP.S.,0,0,64,81377,background
2016-04-11 00:01:36,7.036,42.219.154.107,213.94.4.15,80,58254,TCP,.AP.S.,0,0,68,88135,background
2016-04-11 00:01:36,7.156,42.219.154.107,213.94.4.15,80,58251,TCP,.AP.S.,0,0,94,127537,background
2016-04-11 00:01:37,235.784,42.219.155.26,74.159.160.107,443,11011,TCP,.AP.S.,0,0,190,53542,background
2016-04-11 00:01:37,3.324,42.219.159.85,43.164.40.113,26396,443,TCP,.AP...,0,0,23,6321,background
2016-04-11 00:01:37,4.276,218.146.145.130,42.219.156.211,45511,80,TCP,.AP.S.,0,40,5,673,background
2016-04-11 00:01:37,4.296,211.214.244.29,42.219.156.211,50511,443,TCP,.AP.S.,0,40,9,1146,background
2016-04-11 00:01:37,4.716,217.30.18.72,42.219.156.211,54445,443,TCP,.AP.S.,0,40,11,1226,background
2016-04-11 00:01:37,5.480,211.40.91.73,42.219.154.119,49796,80,TCP,.AP.S.,0,0,110,9058,background
2016-04-11 00:01:37,6.012,42.219.159.181,222.239.81.147,58597,161,UDP,.A....,0,0,12,864,background
2016-04-11 00:01:37,7.456,176.254.123.223,42.219.158.180,49721,443,TCP,.AP.S.,0,0,15,1605,background
2016-04-11 00:01:37,7.980,42.219.154.107,213.94.4.15,80,58256,TCP,.AP.S.,0,0,212,305482,background
2016-04-11 00:01:37,8.120,42.219.154.107,213.94.4.15,80,58255,TCP,.AP.S.,0,0,44,54209,background
2016-04-11 00:01:37,8.648,143.72.8.137,42.219.156.231,53,60915,UDP,.A....,0,0,2,262,background
2016-04-11 00:01:37,8.964,201.175.25.179,42.219.159.85,57632,52053,TCP,....S.,0,0,3,152,background
2016-04-11 00:01:37,8.984,165.128.213.223,42.219.159.85,52598,52053,TCP,....S.,0,0,3,152,background
2016-04-11 00:01:37,8.992,217.190.253.42,42.219.159.85,25117,6881,TCP,....S.,0,0,3,152,background
2016-04-11 00:01:37,9.004,133.85.69.61,42.219.159.85,60395,52053,TCP,....S.,0,0,3,152,background
2016-04-11 00:01:37,9.044,64.167.222.125,42.219.155.59,53415,42776,TCP,....S.,0,0,3,152,background
2016-04-11 00:01:37,9.200,201.175.25.179,42.219.159.85,60769,52053,UDP,.A....,0,0,3,144,background
2016-04-11 00:01:37,9.364,211.35.127.249,42.219.159.85,0,771,ICMP,.A....,0,0,3,228,background
