te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable
2016-04-11 00:06:32,0.0,176.116.195.149,42.219.147.116,5185,5074,UDP,.A....,0,40,1,440,background
2016-04-11 00:10:36,0.0,78.71.64.22,42.219.147.116,59117,22,TCP,....S.,0,8,1,48,background
2016-04-11 00:14:54,0.0,56.228.87.2,42.219.147.116,31632,2087,TCP,....S.,0,16,1,40,background
2016-04-11 00:16:00,0.0,246.183.3.40,42.219.147.116,49610,3306,TCP,....S.,0,40,1,40,background
2016-04-11 00:18:06,0.0,204.223.22.109,42.219.147.116,46681,5003,TCP,....S.,0,0,1,40,background
2016-04-11 00:21:51,0.0,42.9.7.17,42.219.147.116,4954,445,TCP,....S.,0,72,1,48,background
2016-04-11 00:22:28,0.0,82.7.67.216,42.219.147.116,39648,1604,TCP,....S.,0,0,1,40,background
2016-04-11 00:23:05,0.0,176.116.195.149,42.219.147.116,5218,5075,UDP,.A....,0,40,1,439,background
2016-04-11 00:24:20,0.0,165.202.36.149,42.219.147.116,45278,8080,TCP,....S.,0,0,1,40,background
2016-04-11 00:27:24,0.0,33.12.117.59,42.219.147.116,5484,5580,UDP,.A....,0,0,1,441,background
2016-04-11 00:28:10,0.0,33.12.107.16,42.219.147.116,5060,5060,UDP,.A....,0,0,1,444,background
2016-04-11 00:28:44,0.0,217.231.240.54,42.219.147.116,39255,2121,TCP,....S.,0,40,1,40,background
2016-04-11 00:32:07,2.968,67.38.247.166,42.219.147.116,49265,23,TCP,....S.,0,72,2,104,background
2016-04-11 00:35:49,0.0,182.42.182.186,42.219.147.116,9090,22,TCP,....S.,0,40,1,40,background
2016-04-11 00:39:36,0.0,176.116.195.149,42.219.147.116,5137,5065,UDP,.A....,0,40,1,440,background
2016-04-11 00:43:04,0.0,225.230.216.251,42.219.147.116,6000,3306,TCP,....S.,0,40,1,40,background
2016-04-11 00:43:27,0.0,32.100.20.28,42.219.147.116,41478,50090,TCP,....S.,0,40,1,40,background
2016-04-11 00:44:41,0.0,237.41.247.88,42.219.147.116,20000,53,UDP,.A....,0,40,1,70,background
2016-04-11 00:45:01,0.0,60.133.101.194,42.219.147.116,5145,5060,UDP,.A....,0,40,1,443,background
2016-04-11 00:47:44,0.0,82.167.246.233,42.219.147.116,41620,1900,UDP,.A....,0,0,1,125,background
2016-04-11 00:52:47,0.0,216.156.202.228,42.219.147.116,5068,5060,UDP,.A....,0,40,1,446,background
2016-04-11 00:56:08,0.0,176.116.195.149,42.219.147.116,5090,6000,UDP,.A....,0,40,1,442,background
2016-04-11 00:58:23,3.0,40.163.133.221,42.219.147.116,44527,23,TCP,....S.,0,40,2,104,background
2016-04-11 00:58:26,0.0,224.7.72.145,42.219.147.116,30563,8080,TCP,....S.,0,40,1,40,background
2016-04-11 01:02:04,0.0,69.81.144.249,42.219.147.116,40081,17,UDP,.A....,0,40,1,28,background
2016-04-11 01:03:50,0.0,73.213.27.178,42.219.147.116,20001,53,UDP,.A....,0,40,1,70,background
2016-04-11 01:12:29,0.0,213.82.166.3,42.219.147.116,5724,5060,UDP,.A....,0,40,1,439,background
2016-04-11 01:12:40,0.0,176.116.195.149,42.219.147.116,5108,5040,UDP,.A....,0,40,1,442,background
