te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable
2016-04-11 00:02:19,0.0,106.150.228.233,42.219.153.218,21562,80,TCP,....S.,0,42,1,48,background
2016-04-11 00:02:19,0.732,42.219.153.218,106.150.228.233,80,21562,TCP,.AP.SF,0,0,9,7698,background
2016-04-11 00:02:20,0.732,106.150.228.233,42.219.153.218,21562,80,TCP,.AP..F,0,40,7,600,background
2016-04-11 00:02:24,0.0,106.150.228.180,42.219.153.218,12442,80,TCP,....S.,0,42,1,48,background
2016-04-11 00:02:28,3.92,106.150.228.180,42.219.153.218,12442,80,TCP,.AP..F,0,40,10,721,background
2016-04-11 00:02:28,3.924,42.219.153.218,106.150.228.180,80,12442,TCP,.AP.SF,0,0,14,15887,background
2016-04-11 00:02:31,15.332,42.219.153.218,194.233.78.59,80,48827,TCP,.AP.SF,0,0,16,18605,background
2016-04-11 00:02:31,15.495999999999999,194.233.78.59,42.219.153.218,48827,80,TCP,.AP.SF,0,0,18,1339,background
2016-04-11 00:03:00,0.0,42.219.153.218,213.92.217.30,80,36593,TCP,.A..S.,0,0,1,60,background
2016-04-11 00:03:00,0.032,213.92.217.30,42.219.153.218,36593,80,TCP,.A..S.,0,40,2,112,background
2016-04-11 00:03:00,0.8959999999999999,194.211.157.97,42.219.153.218,40157,80,TCP,.AP.SF,0,0,14,1021,background
2016-04-11 00:03:00,0.8959999999999999,42.219.153.218,194.211.157.97,80,40157,TCP,.AP.SF,0,0,14,16120,background
2016-04-11 00:03:01,1.8119999999999998,42.219.153.218,213.92.217.30,80,36592,TCP,.AP.S.,0,0,4,1642,background
2016-04-11 00:03:02,0.644,42.219.153.218,197.181.155.134,80,15082,TCP,.AP.S.,0,0,10,11376,background
2016-04-11 00:03:02,0.8640000000000001,197.181.155.134,42.219.153.218,15082,80,TCP,.AP.S.,0,0,11,836,background
2016-04-11 00:03:05,0.0,188.31.65.102,42.219.153.218,56001,80,TCP,....S.,0,26,1,60,background
2016-04-11 00:03:06,0.0,54.143.54.146,42.219.153.218,9398,80,TCP,....S.,0,42,1,48,background
2016-04-11 00:03:06,0.276,188.31.65.102,42.219.153.218,56001,80,TCP,.AP..F,0,24,15,968,background
2016-04-11 00:03:06,0.276,42.219.153.218,188.31.65.102,80,56001,TCP,.AP.SF,0,0,14,15262,background
2016-04-11 00:03:07,0.8759999999999999,42.219.153.218,54.143.54.146,80,9398,TCP,.AP.SF,0,0,8,6389,background
2016-04-11 00:03:07,0.88,54.143.54.146,42.219.153.218,9398,80,TCP,.AP..F,0,40,6,560,background
2016-04-11 00:03:16,0.0,106.150.228.180,42.219.153.218,7032,80,TCP,....S.,0,42,1,48,background
2016-04-11 00:03:17,1.464,42.219.153.218,106.150.228.180,80,7032,TCP,.AP.SF,0,0,33,43766,background
2016-04-11 00:03:18,0.0,197.181.155.134,42.219.153.218,15082,80,TCP,.A...F,0,0,1,52,background
2016-04-11 00:03:18,0.0,42.219.153.218,213.92.217.30,80,36592,TCP,.A...F,0,0,1,52,background
2016-04-11 00:03:18,0.228,42.219.153.218,197.181.155.134,80,15082,TCP,.A...F,0,0,2,104,background
2016-04-11 00:03:18,1.46,106.150.228.180,42.219.153.218,7032,80,TCP,.AP..F,0,40,20,1163,background
2016-04-11 00:03:18,18.227999999999998,213.92.217.30,42.219.153.218,36592,80,TCP,.AP.S.,0,40,5,1119,background
2016-04-11 00:03:20,0.56,42.219.153.218,194.233.78.59,80,44657,TCP,.AP.S.,0,0,14,17156,background
2016-04-11 00:03:20,0.7040000000000001,194.233.78.59,42.219.153.218,44657,80,TCP,.AP.S.,0,0,15,1126,background
2016-04-11 00:03:35,0.0,42.219.153.218,194.233.78.59,80,44657,TCP,.A...F,0,0,1,52,background
2016-04-11 00:03:35,0.156,194.233.78.59,42.219.153.218,44657,80,TCP,.A...F,0,0,2,104,background
2016-04-11 00:03:47,0.0,106.150.228.183,42.219.153.218,5513,443,TCP,....S.,0,42,1,48,background
2016-04-11 00:03:48,1.208,106.150.228.183,42.219.153.218,5513,443,TCP,.AP..F,0,40,13,1416,background
2016-04-11 00:03:48,1.212,42.219.153.218,106.150.228.183,443,5513,TCP,.AP.SF,0,0,17,18471,background
2016-04-11 00:03:51,0.0,106.150.228.180,42.219.153.218,25894,80,TCP,....S.,0,42,1,48,background
2016-04-11 00:03:52,0.804,106.150.228.180,42.219.153.218,25894,80,TCP,.AP..F,0,40,9,680,background
2016-04-11 00:03:52,0.8079999999999999,42.219.153.218,106.150.228.180,80,25894,TCP,.AP.SF,0,0,12,12591,background
2016-04-11 00:03:53,0.0,106.150.228.180,42.219.153.218,26582,80,TCP,....S.,0,42,1,48,background
2016-04-11 00:03:54,0.8959999999999999,106.150.228.180,42.219.153.218,26582,80,TCP,.AP..F,0,40,10,720,background
2016-04-11 00:03:54,0.8959999999999999,42.219.153.218,106.150.228.180,80,26582,TCP,.AP.SF,0,0,13,13843,background
2016-04-11 00:04:08,0.0,106.150.228.233,42.219.153.218,10201,80,TCP,....S.,0,42,1,48,background
2016-04-11 00:04:08,0.868,42.219.153.218,106.150.228.233,80,10201,TCP,.AP.SF,0,0,12,12757,background
2016-04-11 00:04:09,0.868,106.150.228.233,42.219.153.218,10201,80,TCP,.AP..F,0,40,9,680,background
2016-04-11 00:04:10,0.0,102.216.44.96,42.219.153.218,44686,80,TCP,....S.,0,2,1,60,background
2016-04-11 00:04:10,0.3,102.216.44.96,42.219.153.218,44686,80,TCP,.AP..F,0,0,5,462,background
2016-04-11 00:04:10,0.3,42.219.153.218,102.216.44.96,80,44686,TCP,.AP.SF,0,0,4,548,background
2016-04-11 00:04:12,0.0,42.219.153.218,213.92.217.30,80,36593,TCP,.A...F,0,0,1,52,background
2016-04-11 00:04:12,0.032,213.92.217.30,42.219.153.218,36593,80,TCP,.A...F,0,40,2,104,background
2016-04-11 00:04:39,15.48,42.219.153.218,194.233.78.59,80,62546,TCP,.AP.SF,0,0,15,16637,background
2016-04-11 00:04:39,15.62,194.233.78.59,42.219.153.218,62546,80,TCP,.AP.SF,0,0,17,1240,background
2016-04-11 00:04:57,0.0,54.143.54.146,42.219.153.218,6032,80,TCP,....S.,0,42,1,48,background
2016-04-11 00:04:58,0.716,42.219.153.218,54.143.54.146,80,6032,TCP,.AP.SF,0,0,9,8041,background
2016-04-11 00:04:58,0.716,54.143.54.146,42.219.153.218,6032,80,TCP,.AP..F,0,40,7,592,background
2016-04-11 00:05:14,0.0,188.31.65.102,42.219.153.218,19076,80,TCP,....S.,0,26,1,60,background
2016-04-11 00:05:14,0.228,188.31.65.102,42.219.153.218,19076,80,TCP,.AP..F,0,24,16,1030,background
2016-04-11 00:05:14,0.228,42.219.153.218,188.31.65.102,80,19076,TCP,.AP.SF,0,0,15,16569,background
2016-04-11 00:05:15,0.0,91.71.126.176,42.219.153.218,46590,80,TCP,....S.,0,26,1,60,background
2016-04-11 00:05:16,0.0,106.150.228.183,42.219.153.218,18089,443,TCP,....S.,0,42,1,48,background
2016-04-11 00:05:16,0.424,42.219.153.218,91.71.126.176,80,46590,TCP,.AP.SF,0,0,30,40151,background
2016-04-11 00:05:16,0.424,91.71.126.176,42.219.153.218,46590,80,TCP,.AP..F,0,24,31,1820,background
2016-04-11 00:05:18,1.7,106.150.228.183,42.219.153.218,18089,443,TCP,.AP..F,0,40,15,1496,background
2016-04-11 00:05:18,1.7,42.219.153.218,106.150.228.183,443,18089,TCP,.AP.SF,0,0,19,19671,background
2016-04-11 00:05:32,0.0,188.31.65.108,42.219.153.218,33990,80,TCP,....S.,0,26,1,60,background
2016-04-11 00:05:33,0.40399999999999997,42.219.153.218,188.31.65.108,80,33990,TCP,.AP.SF,0,0,15,17628,background
2016-04-11 00:05:33,0.408,188.31.65.108,42.219.153.218,33990,80,TCP,.AP..F,0,24,16,1080,background
2016-04-11 00:05:41,0.0,54.143.54.146,42.219.153.218,21936,80,TCP,....S.,0,42,1,48,background
2016-04-11 00:05:42,0.72,42.219.153.218,54.143.54.146,80,21936,TCP,.AP.SF,0,0,9,8151,background
2016-04-11 00:05:42,0.72,54.143.54.146,42.219.153.218,21936,80,TCP,.AP..F,0,40,7,600,background
2016-04-11 00:05:43,15.612,42.219.153.218,194.233.78.59,80,44243,TCP,.AP.SF,0,0,15,17657,background
2016-04-11 00:05:43,15.752,194.233.78.59,42.219.153.218,44243,80,TCP,.AP.SF,0,0,17,1258,background
2016-04-11 00:05:51,0.0,106.150.228.180,42.219.153.218,25630,80,TCP,....S.,0,42,1,48,background
2016-04-11 00:05:52,0.82,42.219.153.218,106.150.228.180,80,25630,TCP,.AP.SF,0,0,12,12358,background
2016-04-11 00:05:52,0.8240000000000001,106.150.228.180,42.219.153.218,25630,80,TCP,.AP..F,0,40,9,680,background
2016-04-11 00:06:08,0.0,102.216.44.74,42.219.153.218,43054,80,TCP,....S.,0,2,1,60,background
2016-04-11 00:06:08,0.264,102.216.44.74,42.219.153.218,43054,80,TCP,.AP..F,0,0,16,1081,background
2016-04-11 00:06:08,0.264,42.219.153.218,102.216.44.74,80,43054,TCP,.AP.SF,0,0,15,16791,background
2016-04-11 00:06:20,0.0,240.62.27.30,42.219.153.218,48201,21320,TCP,....S.,0,0,1,40,background
2016-04-11 00:06:22,0.0,188.31.65.76,42.219.153.218,31776,80,TCP,....S.,0,26,1,60,background
2016-04-11 00:06:22,0.368,188.31.65.76,42.219.153.218,31776,80,TCP,.AP..F,0,24,16,1041,background
2016-04-11 00:06:22,0.37200000000000005,42.219.153.218,188.31.65.76,80,31776,TCP,.AP.SF,0,0,15,17526,background
2016-04-11 00:06:24,0.0,176.116.195.149,42.219.153.218,5185,5074,UDP,.A....,0,40,1,441,background
2016-04-11 00:06:25,0.0,106.150.228.233,42.219.153.218,23139,80,TCP,....S.,0,42,1,48,background
2016-04-11 00:06:26,0.9279999999999999,106.150.228.233,42.219.153.218,23139,80,TCP,.AP..F,0,40,11,760,background
2016-04-11 00:06:26,0.9279999999999999,42.219.153.218,106.150.228.233,80,23139,TCP,.AP.SF,0,0,16,17706,background
2016-04-11 00:06:30,0.0,54.143.54.146,42.219.153.218,19065,80,TCP,....S.,0,42,1,48,background
2016-04-11 00:06:31,0.9840000000000001,42.219.153.218,54.143.54.146,80,19065,TCP,.AP.SF,0,0,15,17220,background
2016-04-11 00:06:32,0.988,54.143.54.146,42.219.153.218,19065,80,TCP,.AP..F,0,40,11,753,background
2016-04-11 00:06:35,0.0,91.71.126.203,42.219.153.218,52646,80,TCP,....S.,0,26,1,60,background
2016-04-11 00:06:35,0.204,42.219.153.218,91.71.126.203,80,52646,TCP,.AP.SF,0,0,13,15140,background
2016-04-11 00:06:35,0.204,91.71.126.203,42.219.153.218,52646,80,TCP,.AP..F,0,24,14,922,background
2016-04-11 00:06:42,15.1,42.219.153.218,194.233.65.53,443,34987,TCP,.AP.SF,0,0,12,11307,background
2016-04-11 00:06:42,15.244000000000002,194.233.65.53,42.219.153.218,34987,443,TCP,.AP.SF,0,0,14,1483,background
2016-04-11 00:06:46,14.784,42.219.153.218,194.233.78.59,80,51884,TCP,.AP.SF,0,0,15,17567,background
2016-04-11 00:06:46,14.92,194.233.78.59,42.219.153.218,51884,80,TCP,.AP.SF,0,0,17,1260,background
2016-04-11 00:06:59,0.0,91.71.126.211,42.219.153.218,60115,80,TCP,....S.,0,26,1,60,background
2016-04-11 00:06:59,0.228,42.219.153.218,91.71.126.211,80,60115,TCP,.AP.SF,0,0,14,15559,background
