te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable
2016-04-11 00:01:57,0.0,42.219.155.27,218.66.167.170,35807,80,TCP,.A....,0,0,1,1500,background
2016-04-11 00:02:05,0.016,42.219.155.27,165.133.210.175,80,45001,TCP,.AP.SF,0,0,5,613,background
2016-04-11 00:02:05,0.02,165.133.210.175,42.219.155.27,45001,80,TCP,.AP.SF,0,64,5,287,background
2016-04-11 00:02:14,6.0,42.219.155.27,165.133.210.175,0,771,ICMP,.A....,0,192,12,1200,background
2016-04-11 00:02:14,6.004,165.133.210.175,42.219.155.27,34921,161,UDP,.A....,0,64,12,864,background
2016-04-11 00:02:19,0.0,42.219.155.27,218.66.167.170,35807,80,TCP,.A....,0,0,1,1500,background
2016-04-11 00:03:03,0.0,42.219.155.27,218.66.167.170,35807,80,TCP,.A....,0,0,1,1500,background
2016-04-11 00:03:05,0.012,42.219.155.27,165.133.210.175,80,45003,TCP,.AP.SF,0,0,5,613,background
2016-04-11 00:03:05,0.016,165.133.210.175,42.219.155.27,45003,80,TCP,.AP.SF,0,64,5,287,background
2016-04-11 00:03:05,3.008,165.133.210.175,42.219.155.27,34921,161,UDP,.A....,0,64,4,308,background
2016-04-11 00:03:19,3.2880000000000003,165.133.210.175,42.219.155.27,34921,161,UDP,.A....,0,64,14,1062,background
2016-04-11 00:03:33,3.0,165.133.210.175,42.219.155.27,34921,161,UDP,.A....,0,64,2,146,background
2016-04-11 00:03:33,30.712,42.219.155.27,165.133.210.175,0,771,ICMP,.A....,0,192,15,1551,background
2016-04-11 00:04:05,0.027999999999999997,165.133.210.175,42.219.155.27,45020,80,TCP,.AP.SF,0,64,5,287,background
2016-04-11 00:04:05,0.027999999999999997,42.219.155.27,165.133.210.175,80,45020,TCP,.AP.SF,0,0,5,613,background
2016-04-11 00:05:05,0.02,165.133.210.175,42.219.155.27,35823,80,TCP,.AP.SF,0,64,5,287,background
2016-04-11 00:05:05,0.024,42.219.155.27,165.133.210.175,80,35823,TCP,.AP.SF,0,0,5,613,background
2016-04-11 00:06:05,0.024,165.133.210.175,42.219.155.27,35840,80,TCP,.AP.SF,0,64,5,287,background
2016-04-11 00:06:05,0.024,42.219.155.27,165.133.210.175,80,35840,TCP,.AP.SF,0,0,5,613,background
2016-04-11 00:06:26,0.0,176.116.195.149,42.219.155.27,5185,5074,UDP,.A....,0,40,1,440,background
2016-04-11 00:07:05,0.02,165.133.210.175,42.219.155.27,35842,80,TCP,.AP.SF,0,64,5,287,background
2016-04-11 00:07:05,0.02,42.219.155.27,165.133.210.175,80,35842,TCP,.AP.SF,0,0,5,613,background
2016-04-11 00:07:13,5.996,165.133.210.175,42.219.155.27,34921,161,UDP,.A....,0,64,12,864,background
2016-04-11 00:07:13,6.0,42.219.155.27,165.133.210.175,0,771,ICMP,.A....,0,192,12,1200,background
2016-04-11 00:07:46,0.0,62.100.79.46,42.219.155.27,34317,21,TCP,....S.,0,0,1,60,background
2016-04-11 00:07:46,0.0,62.100.79.46,42.219.155.27,42472,139,TCP,....S.,0,0,1,60,background
2016-04-11 00:08:00,0.0,185.9.153.210,42.219.155.27,22,61350,TCP,...R..,0,72,1,40,background
2016-04-11 00:08:05,0.02,165.133.210.175,42.219.155.27,35859,80,TCP,.AP.SF,0,64,5,287,background
2016-04-11 00:08:05,0.02,42.219.155.27,165.133.210.175,80,35859,TCP,.AP.SF,0,0,5,613,background
2016-04-11 00:08:41,30.728,165.133.210.175,42.219.155.27,34921,161,UDP,.A....,0,64,14,1054,background
2016-04-11 00:08:41,30.728,42.219.155.27,165.133.210.175,0,771,ICMP,.A....,0,192,14,1446,background
2016-04-11 00:09:05,0.02,165.133.210.175,42.219.155.27,35861,80,TCP,.AP.SF,0,64,5,287,background
2016-04-11 00:09:05,0.024,42.219.155.27,165.133.210.175,80,35861,TCP,.AP.SF,0,0,5,613,background
2016-04-11 00:10:05,0.02,165.133.210.175,42.219.155.27,40042,80,TCP,.AP.SF,0,64,5,287,background
2016-04-11 00:10:05,0.02,42.219.155.27,165.133.210.175,80,40042,TCP,.AP.SF,0,0,5,613,background
2016-04-11 00:11:05,0.024,165.133.210.175,42.219.155.27,40044,80,TCP,.AP.SF,0,64,6,339,background
2016-04-11 00:11:05,0.024,42.219.155.27,165.133.210.175,80,40044,TCP,.AP.SF,0,0,5,613,background
2016-04-11 00:12:05,0.024,165.133.210.175,42.219.155.27,40061,80,TCP,.AP.SF,0,64,5,287,background
2016-04-11 00:12:05,0.024,42.219.155.27,165.133.210.175,80,40061,TCP,.AP.SF,0,0,5,613,background
2016-04-11 00:12:13,5.996,165.133.210.175,42.219.155.27,34921,161,UDP,.A....,0,64,12,864,background
2016-04-11 00:12:13,5.996,42.219.155.27,165.133.210.175,0,771,ICMP,.A....,0,192,11,1101,background
2016-04-11 00:13:05,0.02,165.133.210.175,42.219.155.27,40063,80,TCP,.AP.SF,0,64,5,287,background
2016-04-11 00:13:05,0.024,42.219.155.27,165.133.210.175,80,40063,TCP,.AP.SF,0,0,5,613,background
2016-04-11 00:13:21,2.992,165.133.210.175,42.219.155.27,34921,161,UDP,.A....,0,64,4,308,background
2016-04-11 00:13:49,16.992,165.133.210.175,42.219.155.27,34921,161,UDP,.A....,0,64,16,1208,background
2016-04-11 00:13:49,30.72,42.219.155.27,165.133.210.175,0,771,ICMP,.A....,0,192,15,1551,background
2016-04-11 00:14:05,0.02,165.133.210.175,42.219.155.27,40080,80,TCP,.AP.SF,0,64,5,287,background
2016-04-11 00:14:05,0.02,42.219.155.27,165.133.210.175,80,40080,TCP,.AP.SF,0,0,5,613,background
2016-04-11 00:15:05,0.02,42.219.155.27,165.133.210.175,80,40225,TCP,.AP.SF,0,0,5,613,background
2016-04-11 00:15:05,0.024,165.133.210.175,42.219.155.27,40225,80,TCP,.AP.SF,0,64,5,287,background
2016-04-11 00:16:00,0.0,246.183.3.40,42.219.155.27,48747,3306,TCP,....S.,0,40,1,40,background
2016-04-11 00:16:05,0.02,165.133.210.175,42.219.155.27,40242,80,TCP,.AP.SF,0,64,5,287,background
2016-04-11 00:16:05,0.02,42.219.155.27,165.133.210.175,80,40242,TCP,.AP.SF,0,0,5,613,background
